------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=37&areatype=county&cancer=040&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '37', 'areatype': 'county', 'cancer': '040', 'race': '00', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_017.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=37&areatype=county&cancer=040&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for North Carolina by County

"Pancreas, 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"North Carolina",37000,***,11 ,10.7, 11.3,1265,stable,0.0 ,-0.2, 0.2
"United States",00000,***,11 ,10.9, 11,40517,rising,0.3 ,0.2, 0.3
"Washington County",37187,***,19 ,11.4, 31,4,*,*,*,*
"Harnett County",37085,***,16.5 ,13.3, 20.2,19,stable,10.4 ,-1.2, 23.3
"Northampton County",37131,***,15.5 ,10.1, 23.5,5,stable,1.9 ,-0.5, 4.3
"Onslow County",37133,***,15.2 ,12.3, 18.7,19,rising,1.4 ,0.3, 2.5
"Warren County",37185,***,15 ,9.5, 23.3,5,*,*,*,*
"Sampson County",37163,***,14.4 ,10.9, 18.8,11,stable,1.7 ,-0.1, 3.6
"Vance County",37181,***,14 ,9.9, 19.3,8,stable,-0.2 ,-2.1, 1.8
"Robeson County",37155,***,14 ,11.3, 17.1,20,stable,0.9 ,-0.7, 2.6
"Edgecombe County",37065,***,13.6 ,9.9, 18.3,10,stable,0.0 ,-1.8, 1.9
"Pender County",37141,***,13.4 ,9.8, 18,10,stable,1.1 ,-1.1, 3.3
"Hoke County",37093,***,13.2 ,8.3, 19.9,5,stable,0.0 ,-2.5, 2.5
"Alexander County",37003,***,13.2 ,8.8, 19.1,6,*,*,*,*
"Richmond County",37153,***,13.1 ,9.1, 18.2,7,stable,0.8 ,-1.0, 2.7
"Craven County",37049,***,12.9 ,10.2, 16.1,17,stable,1.2 ,-0.4, 2.7
"Caswell County",37033,***,12.9 ,7.9, 20.3,4,*,*,*,*
"Halifax County",37083,***,12.6 ,9.3, 16.9,10,stable,0.8 ,-0.9, 2.5
"Davie County",37059,***,12.6 ,9, 17.5,8,*,*,*,*
"Stanly County",37167,***,12.6 ,9.4, 16.8,10,stable,1.3 ,-0.6, 3.1
"Columbus County",37047,***,12.6 ,9.3, 16.7,10,stable,-0.4 ,-2.1, 1.4
"Lenoir County",37107,***,12.5 ,9.2, 16.6,10,stable,-0.1 ,-1.6, 1.5
"Davidson County",37057,***,12.4 ,10.4, 14.8,27,stable,1.1 ,0.0, 2.3
"Johnston County",37101,***,12.4 ,10.1, 15,22,stable,1.1 ,-0.2, 2.3
"Guilford County",37081,***,12.3 ,11, 13.7,69,stable,0.3 ,-0.5, 1.1
"Cumberland County",37051,***,12.1 ,10.3, 14.1,34,stable,-0.2 ,-1.2, 0.9
"Martin County",37117,***,12.1 ,7.3, 19.2,4,*,*,*,*
"Cleveland County",37045,***,12 ,9.5, 15.2,15,rising,1.5 ,0.3, 2.7
"Gaston County",37071,***,12 ,10.1, 14.1,30,rising,1.2 ,0.2, 2.3
"Nash County",37127,***,11.9 ,9.2, 15.1,14,stable,-0.1 ,-1.4, 1.1
"Rowan County",37159,***,11.8 ,9.6, 14.4,21,stable,0.8 ,-0.3, 1.9
"Lee County",37105,***,11.8 ,8.5, 16,9,stable,-1.4 ,-3.3, 0.6
