------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=39&areatype=county&cancer=090&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '39', 'areatype': 'county', 'cancer': '090', 'race': '00', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_010.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=39&areatype=county&cancer=090&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Ohio by County

"Leukemia, 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Ohio",39000,***,6.9 ,6.7, 7.1,965,falling,-0.8 ,-1.0, -0.6
"United States",00000,***,6.5 ,6.5, 6.6,23311,falling,-2.3 ,-3.1, -1.5
"Williams County",39171,***,10.5 ,6.6, 15.9,5,*,*,*,*
"Meigs County",39105,***,10.3 ,6, 17,3,*,*,*,*
"Sandusky County",39143,***,9.9 ,6.9, 13.9,7,stable,-1.3 ,-3.4, 0.9
"Defiance County",39039,***,9.9 ,6.2, 15.1,5,*,*,*,*
"Ottawa County",39123,***,9.7 ,6.3, 14.4,6,stable,0.1 ,-2.3, 2.4
"Fulton County",39051,***,9.6 ,6.1, 14.5,5,stable,-0.5 ,-2.9, 1.9
"Miami County",39109,***,9.5 ,7.2, 12.3,12,stable,-0.1 ,-1.6, 1.4
"Guernsey County",39059,***,9.3 ,6, 13.8,5,stable,0.2 ,-2.4, 2.8
"Huron County",39077,***,9.2 ,6.2, 13.2,6,stable,0.7 ,-1.7, 3.2
"Van Wert County",39161,***,9.1 ,5.3, 14.8,4,stable,0.5 ,-2.3, 3.4
"Marion County",39101,***,9 ,6.3, 12.6,7,stable,-1.0 ,-2.9, 0.9
"Lawrence County",39087,***,9 ,6.2, 12.7,7,stable,0.8 ,-1.1, 2.7
"Henry County",39069,***,8.8 ,5.1, 14.4,3,*,*,*,*
"Gallia County",39053,***,8.6 ,4.9, 14,3,*,*,*,*
"Preble County",39135,***,8.5 ,5.2, 13.2,4,*,*,*,*
"Belmont County",39013,***,8.3 ,5.9, 11.5,8,stable,-0.4 ,-1.7, 0.8
"Auglaize County",39011,***,8.2 ,5.2, 12.5,5,stable,-0.6 ,-2.7, 1.4
"Wood County",39173,***,8.2 ,6.2, 10.6,12,stable,-0.9 ,-2.6, 0.7
"Scioto County",39145,***,8.1 ,5.8, 11.2,8,stable,-0.3 ,-1.7, 1.0
"Champaign County",39021,***,8 ,4.8, 12.7,4,stable,-1.4 ,-4.0, 1.2
"Columbiana County",39029,***,7.9 ,6, 10.4,12,stable,-0.5 ,-1.7, 0.8
"Clark County",39023,***,7.9 ,6.1, 10.1,14,stable,0.1 ,-1.3, 1.6
