------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=23&areatype=county&topic=pop&demo=00103&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '23', 'areatype': 'county', 'topic': 'pop', 'demo': '00103', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_015.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=23&areatype=county&topic=pop&demo=00103&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Maine by County
Population: Age 40-64
"Age N/A, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 40-64),Rank within US
"United States",00000,32.4,104105673,"N/A"
"Maine",23000,36.4,484085,"51 of 52"
"Androscoggin County",23001,34.4,36900,"2063 of 3141"
"Franklin County",23007,35.2,10629,"2445 of 3141"
"Penobscot County",23019,35.3,53793,"2480 of 3141"
"Cumberland County",23005,35.8,103521,"2641 of 3141"
"Washington County",23029,36.2,11508,"2749 of 3141"
"Knox County",23013,36.2,14365,"2756 of 3141"
"Aroostook County",23003,36.5,25105,"2817 of 3141"
"Lincoln County",23015,36.6,12466,"2853 of 3141"
"Kennebec County",23011,36.8,44656,"2886 of 3141"
"Waldo County",23027,36.9,14480,"2897 of 3141"
"Hancock County",23009,37.1,20188,"2930 of 3141"
"York County",23031,37.5,75591,"2995 of 3141"
"Sagadahoc County",23023,37.6,13214,"3005 of 3141"
"Piscataquis County",23021,37.8,6418,"3021 of 3141"
"Oxford County",23017,38.1,21813,"3042 of 3141"
"Somerset County",23025,38.1,19438,"3044 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:17 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 40-64, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
