------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=50&areatype=county&topic=mob&demo=00017&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '50', 'areatype': 'county', 'topic': 'mob', 'demo': '00017', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_008.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=50&areatype=county&topic=mob&demo=00017&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Vermont by County
Mobility: Haven't moved (in past year)
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Haven't Moved),Rank within US
"United States",00000,85.4,270854872,"N/A"
"Vermont",50000,86.7,536734,"11 of 51"
"Chittenden County",50007,80.4,128183,"2904 of 3140"
"Lamoille County",50015,85.2,21249,"2177 of 3140"
"Addison County",50001,86.8,31681,"1668 of 3140"
"Caledonia County",50005,87.0,26389,"1612 of 3140"
"Washington County",50023,87.9,51202,"1296 of 3140"
"Bennington County",50003,88.0,31486,"1281 of 3140"
"Windham County",50025,88.4,38023,"1138 of 3140"
"Windsor County",50027,89.0,48888,"916 of 3140"
"Orange County",50017,90.1,25816,"603 of 3140"
"Franklin County",50011,90.1,43571,"594 of 3140"
"Orleans County",50019,90.3,24094,"559 of 3140"
"Essex County",50009,91.4,5626,"339 of 3140"
"Rutland County",50021,91.5,54146,"320 of 3140"
"Grand Isle County",50013,92.8,6380,"155 of 3140"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:19 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Mobility: Haven't moved (in past year), see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#mobility."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
