------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=50&areatype=county&topic=pop&demo=00102&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '50', 'areatype': 'county', 'topic': 'pop', 'demo': '00102', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_014.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=50&areatype=county&topic=pop&demo=00102&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Vermont by County
Population: Age 18-39
"Age N/A, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 18-39),Rank within US
"Vermont",50000,27.8,173880,"6 of 52"
"United States",00000,29.8,95565066,"N/A"
"Essex County",50009,19.4,1206,"149 of 3141"
"Grand Isle County",50013,22.6,1570,"579 of 3141"
"Windsor County",50027,23.3,12902,"763 of 3141"
"Orleans County",50019,23.8,6411,"907 of 3141"
"Orange County",50017,23.9,6906,"941 of 3141"
"Windham County",50025,24.3,10524,"1063 of 3141"
"Bennington County",50003,24.5,8829,"1109 of 3141"
"Rutland County",50021,24.7,14714,"1170 of 3141"
"Caledonia County",50005,25.6,7830,"1529 of 3141"
"Washington County",50023,26.2,15366,"1710 of 3141"
"Franklin County",50011,27.3,13326,"2054 of 3141"
"Lamoille County",50015,28.0,7043,"2211 of 3141"
"Addison County",50001,28.3,10415,"2291 of 3141"
"Chittenden County",50007,35.3,56838,"2982 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:20 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 18-39, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
