------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=136&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '51', 'areatype': 'county', 'cancer': '001', 'race': '00', 'sex': '0', 'age': '136', 'type': 'death', 'file_name': 'deathrates_036.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=136&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Virginia by County

"All Cancer Sites, 2012-2016"

"All Races (includes Hispanic), Both Sexes, Ages 50+"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 161.4?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Virginia",51000,No,542.1 ,538, 546.2,13856,falling,-1.7 ,-1.8, -1.6
"United States",00000,No,540.6 ,539.9, 541.2,558319,falling,-1.5 ,-1.5, -1.5
"Galax City",51640,No,964.3 ,806.8, 1143.6,28,rising,35.3 ,11.9, 63.5
"Martinsville City",51690,No,871.4 ,765.3, 988.2,49,stable,0.3 ,-0.6, 1.2
"Bristol City",51520,No,842.3 ,750.6, 942.3,62,stable,0.2 ,-0.4, 0.8
"Franklin City",51620,No,822.6 ,687.6, 976.3,27,stable,-0.9 ,-1.8, 0.1
"Petersburg City",51730,No,810.6 ,738.5, 887.8,96,falling,-1.2 ,-1.7, -0.6
"Hopewell City",51670,No,801.6 ,714, 896.9,62,stable,0.0 ,-0.6, 0.5
"Greensville County",51081,No,781.7 ,658.6, 921,30,stable,-0.1 ,-1.4, 1.3
"Covington City",51580,No,749.6 ,602.3, 921.9,18,stable,0.3 ,-1.3, 1.8
"Sussex County",51183,No,734.4 ,621.5, 861.7,31,falling,-1.5 ,-2.3, -0.6
"Dickenson County",51051,No,732 ,639.4, 834.2,46,stable,0.3 ,-0.6, 1.2
"Surry County",51181,No,714 ,575.5, 874.9,19,stable,-0.7 ,-2.0, 0.5
"Accomack County",51001,No,702.9 ,642.6, 767.3,102,falling,-0.8 ,-1.3, -0.3
"Radford City",51750,No,702.8 ,581.4, 841.8,24,stable,-0.7 ,-1.8, 0.5
"Wise County",51195,No,701.7 ,639.9, 767.9,98,stable,-0.6 ,-1.1, 0.0
"Northampton County",51131,No,698.1 ,608, 798,44,stable,-0.9 ,-1.7, 0.0
"Buena Vista City",51530,No,693.3 ,552.7, 858.9,17,stable,-1.2 ,-2.5, 0.1
"Nelson County",51125,No,690.5 ,602.8, 787.2,47,stable,-0.2 ,-1.0, 0.5
"King William County",51101,No,688.6 ,588.8, 800.3,36,stable,-0.7 ,-1.6, 0.3
"Bland County",51021,No,686.1 ,551, 844,19,stable,-0.3 ,-1.9, 1.3
"Middlesex County",51119,No,685.7 ,594.1, 787.3,42,stable,-0.8 ,-1.6, 0.0
"Waynesboro City",51820,No,679.9 ,602.3, 764.8,56,stable,-0.4 ,-1.1, 0.3
"Scott County",51169,No,679.3 ,609.8, 754.5,71,stable,-0.3 ,-0.9, 0.4
"Lee County",51105,No,676 ,604, 754.2,66,stable,-0.1 ,-0.7, 0.4
"Tazewell County",51185,No,675.7 ,622.2, 732.6,121,falling,-0.8 ,-1.3, -0.3
"New Kent County",51127,No,674.8 ,580.3, 779.7,42,falling,-1.4 ,-2.3, -0.4
"Lynchburg City",51680,No,672.9 ,626.4, 722,161,falling,-0.9 ,-1.3, -0.4
"Portsmouth City",51740,No,669.3 ,628.2, 712.4,203,falling,-1.0 ,-1.4, -0.6
"Emporia City",51595,No,664.9 ,513.4, 846.4,13,falling,-1.5 ,-2.8, -0.1
"Westmoreland County",51193,No,663.8 ,588, 746.8,57,falling,-1.3 ,-2.0, -0.5
"Nottoway County",51135,No,657.9 ,570.5, 755.1,41,stable,-0.8 ,-1.5, 0.0
"Page County",51139,No,657 ,586.7, 733.3,65,stable,-0.1 ,-0.8, 0.7
"Warren County",51187,No,655 ,591, 723.9,80,stable,-0.7 ,-1.4, 0.0
"Staunton City",51790,No,654.8 ,586.4, 729,69,stable,-0.1 ,-0.9, 0.7
"Danville City",51590,No,652.9 ,600.5, 708.7,119,falling,-0.9 ,-1.4, -0.4
"Amelia County",51007,No,652.7 ,555.4, 762,33,stable,-0.8 ,-2.0, 0.4
"Newport News City",51700,No,651.9 ,619.8, 685.1,321,falling,-1.2 ,-1.5, -0.9
"Norton City",51720,No,649.4 ,475.5, 865.7,9,stable,-1.2 ,-2.8, 0.4
"Essex County",51057,No,648 ,548.8, 759.8,31,stable,-0.7 ,-1.6, 0.2
"Smyth County",51173,No,646.3 ,586.8, 710.2,88,stable,-0.5 ,-0.9, 0.0
"Mecklenburg County",51117,No,641.6 ,585.5, 701.7,98,falling,-0.8 ,-1.3, -0.3
"Gloucester County",51073,No,640.1 ,581, 703.5,89,falling,-1.2 ,-1.7, -0.6
"Charlotte County",51037,No,640.1 ,547.6, 743.8,34,falling,-1.2 ,-2.0, -0.5
"Brunswick County",51025,No,639.9 ,558.2, 730.3,45,falling,-2.0 ,-2.8, -1.1
"Norfolk City",51710,No,631.3 ,602.4, 661.3,376,falling,-1.7 ,-1.9, -1.4
"Giles County",51071,No,630.2 ,549.3, 719.6,45,falling,-1.1 ,-1.9, -0.3
