------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=07&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '51', 'areatype': 'county', 'cancer': '001', 'race': '07', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_025.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=07&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Virginia by County

"All Cancer Sites, 2012-2016"

"White Non-Hispanic, Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 161.4?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Virginia",51000,Yes,161.3 ,159.9, 162.7,11121,falling,-1.5 ,-1.6, -1.3
"United States (6)",00000,No,165.4 ,165.2, 165.7,465052,falling,-1.4 ,-1.4, -1.3
"Petersburg City",51730,No,276.6 ,227.6, 335.8,26,stable,0.2 ,-1.0, 1.3
"Covington City",51580,No,276.1 ,221.2, 342,19,stable,26.4 ,-7.7, 73.1
"Bristol City",51520,No,268.2 ,238.9, 300.5,64,stable,0.7 ,0.0, 1.4
"Galax City",51640,No,260.7 ,215.2, 315.3,25,rising,36.3 ,13.1, 64.1
"Martinsville City",51690,No,256.8 ,216, 305.3,32,rising,14.2 ,1.6, 28.4
"Hopewell City",51670,No,245.3 ,213.8, 280.9,46,stable,0.4 ,-0.3, 1.0
"Greensville County",51081,No,238.5 ,186, 303.6,15,stable,0.5 ,-1.4, 2.4
"Dickenson County",51051,No,233.1 ,204.1, 265.4,50,stable,0.6 ,-0.3, 1.5
"Sussex County",51183,No,232.8 ,182.2, 295.2,15,stable,-1.1 ,-2.4, 0.2
"Wise County",51195,No,219.6 ,200.7, 240,104,stable,-0.4 ,-1.0, 0.1
"Bland County",51021,No,217.7 ,175.7, 268.2,20,stable,-0.2 ,-1.8, 1.4
