------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=035&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '51', 'areatype': 'county', 'cancer': '035', 'race': '00', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_011.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=035&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Virginia by County

"Liver & Bile Duct, 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Virginia",51000,***,6 ,5.7, 6.2,573,rising,3.0 ,2.4, 3.5
"United States",00000,***,6.5 ,6.5, 6.6,24806,rising,1.3 ,0.6, 1.9
"Giles County",51071,***,13.4 ,7.5, 22.6,3,*,*,*,*
"Waynesboro City",51820,***,11.7 ,6.9, 18.9,4,*,*,*,*
"Petersburg City",51730,***,11.4 ,7.3, 17.2,5,*,*,*,*
"Staunton City",51790,***,11 ,6.4, 18.1,4,*,*,*,*
"Richmond City",51760,***,9 ,7.3, 10.9,22,rising,2.3 ,1.1, 3.6
"Roanoke City",51770,***,9 ,6.7, 11.7,11,rising,5.5 ,3.5, 7.5
"Mecklenburg County",51117,***,8.9 ,5.3, 14.2,4,*,*,*,*
"Wise County",51195,***,8.2 ,5, 12.9,4,*,*,*,*
"Danville City",51590,***,8.1 ,5.3, 12.1,5,*,*,*,*
"Norfolk City",51710,***,8.1 ,6.4, 10,17,rising,2.0 ,0.9, 3.1
"Portsmouth City",51740,***,7.9 ,5.7, 10.7,9,rising,3.8 ,2.1, 5.6
"Hampton City",51650,***,7.7 ,5.9, 9.9,13,rising,4.6 ,2.5, 6.7
"Culpeper County",51047,***,7.6 ,4.7, 11.7,4,*,*,*,*
"Campbell County",51031,***,7.6 ,5.1, 11.1,6,*,*,*,*
"Newport News City",51700,***,7.5 ,5.9, 9.4,15,rising,3.3 ,1.4, 5.3
"Fauquier County",51061,***,7.4 ,5, 10.6,6,*,*,*,*
"Warren County",51187,***,7.3 ,4.1, 12.1,3,*,*,*,*
"Lynchburg City",51680,***,7.2 ,4.8, 10.4,6,*,*,*,*
"Henrico County",51087,***,6.9 ,5.7, 8.2,26,rising,5.1 ,1.9, 8.3
"Gloucester County",51073,***,6.8 ,3.9, 11.2,3,*,*,*,*
"Tazewell County",51185,***,6.7 ,4.1, 10.6,4,*,*,*,*
"Pulaski County",51155,***,6.6 ,3.9, 10.9,4,*,*,*,*
"Chesterfield County",51041,***,6.3 ,5.2, 7.7,23,rising,1.9 ,0.1, 3.8
"Suffolk City",51800,***,6.2 ,4.2, 8.8,6,stable,-1.8 ,-4.2, 0.6
"Chesapeake City",51550,***,6.2 ,4.8, 7.8,15,stable,0.7 ,-1.0, 2.4
"Pittsylvania County",51143,***,6 ,3.9, 8.8,6,*,*,*,*
"Alexandria City",51510,***,5.6 ,3.9, 7.8,8,stable,0.7 ,-1.2, 2.8
"Arlington County",51013,***,5.5 ,4.1, 7.3,10,stable,0.2 ,-1.7, 2.0
"Virginia Beach City",51810,***,5.5 ,4.6, 6.5,27,rising,1.4 ,0.2, 2.5
"Fairfax County",51059,***,5.4 ,4.8, 6.1,62,stable,0.9 ,0.0, 1.7
"Stafford County",51179,***,5.4 ,3.5, 7.8,6,*,*,*,*
"Rockingham County",51165,***,5.3 ,3.5, 7.8,6,*,*,*,*
"Hanover County",51085,***,5.2 ,3.6, 7.5,6,*,*,*,*
"Henry County",51089,***,5.2 ,3.1, 8.4,4,*,*,*,*
"Frederick County",51069,***,5.2 ,3.4, 7.7,5,stable,-1.4 ,-3.6, 1.0
"Prince William County",51153,***,5.1 ,4.1, 6.4,19,*,*,*,*
"Shenandoah County",51171,***,5 ,2.8, 8.5,3,*,*,*,*
"Augusta County",51015,***,5 ,3.3, 7.5,5,*,*,*,*
"Washington County",51191,***,4.9 ,3, 7.8,4,*,*,*,*
"Montgomery County",51121,***,4.9 ,3, 7.5,4,*,*,*,*
"Loudoun County",51107,***,4.7 ,3.6, 6.1,13,*,*,*,*
"Bedford City and County",51917,***,4.7 ,3.1, 6.9,6,stable,0.3 ,-2.1, 2.8
"Franklin County",51067,***,4.6 ,2.8, 7.4,4,*,*,*,*
"Albemarle County",51003,***,4.6 ,3.1, 6.6,6,*,*,*,*
"Roanoke County",51161,***,4.2 ,2.8, 6.1,6,stable,0.6 ,-1.8, 3.0
"James City County",51095,***,4 ,2.6, 6.2,5,*,*,*,*
"Spotsylvania County",51177,***,3.7 ,2.4, 5.4,6,*,*,*,*
"Accomack County",51001,***,* ,*, *,3 or fewer,*,*,*,*
"Alleghany County and Clifton Forge City",51005,***,* ,*, *,3 or fewer,*,*,*,*
"Amelia County",51007,***,* ,*, *,3 or fewer,*,*,*,*
"Amherst County",51009,***,* ,*, *,3 or fewer,*,*,*,*
"Appomattox County",51011,***,* ,*, *,3 or fewer,*,*,*,*
"Bath County",51017,***,* ,*, *,3 or fewer,*,*,*,*
"Bland County",51021,***,* ,*, *,3 or fewer,*,*,*,*
"Botetourt County",51023,***,* ,*, *,3 or fewer,*,*,*,*
"Bristol City",51520,***,* ,*, *,3 or fewer,*,*,*,*
"Brunswick County",51025,***,* ,*, *,3 or fewer,*,*,*,*
"Buchanan County",51027,***,* ,*, *,3 or fewer,*,*,*,*
"Buckingham County",51029,***,* ,*, *,3 or fewer,*,*,*,*
"Buena Vista City",51530,***,* ,*, *,3 or fewer,*,*,*,*
"Caroline County",51033,***,* ,*, *,3 or fewer,*,*,*,*
"Carroll County",51035,***,* ,*, *,3 or fewer,*,*,*,*
"Charles City County",51036,***,* ,*, *,3 or fewer,*,*,*,*
"Charlotte County",51037,***,* ,*, *,3 or fewer,*,*,*,*
"Charlottesville City",51540,***,* ,*, *,3 or fewer,*,*,*,*
"Clarke County",51043,***,* ,*, *,3 or fewer,*,*,*,*
"Colonial Heights City",51570,***,* ,*, *,3 or fewer,*,*,*,*
"Covington City",51580,***,* ,*, *,3 or fewer,*,*,*,*
"Craig County",51045,***,* ,*, *,3 or fewer,*,*,*,*
"Cumberland County",51049,***,* ,*, *,3 or fewer,*,*,*,*
"Dickenson County",51051,***,* ,*, *,3 or fewer,*,*,*,*
"Dinwiddie County",51053,***,* ,*, *,3 or fewer,*,*,*,*
"Emporia City",51595,***,* ,*, *,3 or fewer,*,*,*,*
"Essex County",51057,***,* ,*, *,3 or fewer,*,*,*,*
"Fairfax City",51600,***,* ,*, *,3 or fewer,*,*,*,*
"Falls Church City",51610,***,* ,*, *,3 or fewer,*,*,*,*
"Floyd County",51063,***,* ,*, *,3 or fewer,*,*,*,*
"Fluvanna County",51065,***,* ,*, *,3 or fewer,*,*,*,*
"Franklin City",51620,***,* ,*, *,3 or fewer,*,*,*,*
"Fredericksburg City",51630,***,* ,*, *,3 or fewer,*,*,*,*
"Galax City",51640,***,* ,*, *,3 or fewer,*,*,*,*
"Goochland County",51075,***,* ,*, *,3 or fewer,*,*,*,*
"Grayson County",51077,***,* ,*, *,3 or fewer,*,*,*,*
"Greene County",51079,***,* ,*, *,3 or fewer,*,*,*,*
"Greensville County",51081,***,* ,*, *,3 or fewer,*,*,*,*
"Halifax County with South Boston City",51083,***,* ,*, *,3 or fewer,*,*,*,*
"Harrisonburg City",51660,***,* ,*, *,3 or fewer,*,*,*,*
"Highland County",51091,***,* ,*, *,3 or fewer,*,*,*,*
"Hopewell City",51670,***,* ,*, *,3 or fewer,*,*,*,*
"Isle of Wight County",51093,***,* ,*, *,3 or fewer,*,*,*,*
"King George County",51099,***,* ,*, *,3 or fewer,*,*,*,*
"King William County",51101,***,* ,*, *,3 or fewer,*,*,*,*
"King and Queen County",51097,***,* ,*, *,3 or fewer,*,*,*,*
"Lancaster County",51103,***,* ,*, *,3 or fewer,*,*,*,*
"Lee County",51105,***,* ,*, *,3 or fewer,*,*,*,*
"Lexington City",51678,***,* ,*, *,3 or fewer,*,*,*,*
"Louisa County",51109,***,* ,*, *,3 or fewer,*,*,*,*
"Lunenburg County",51111,***,* ,*, *,3 or fewer,*,*,*,*
"Madison County",51113,***,* ,*, *,3 or fewer,*,*,*,*
"Manassas City",51683,***,* ,*, *,3 or fewer,*,*,*,*
"Manassas Park City",51685,***,* ,*, *,3 or fewer,*,*,*,*
"Martinsville City",51690,***,* ,*, *,3 or fewer,*,*,*,*
"Mathews County",51115,***,* ,*, *,3 or fewer,*,*,*,*
"Middlesex County",51119,***,* ,*, *,3 or fewer,*,*,*,*
"Nelson County",51125,***,* ,*, *,3 or fewer,*,*,*,*
"New Kent County",51127,***,* ,*, *,3 or fewer,*,*,*,*
"Northampton County",51131,***,* ,*, *,3 or fewer,*,*,*,*
"Northumberland County",51133,***,* ,*, *,3 or fewer,*,*,*,*
"Norton City",51720,***,* ,*, *,3 or fewer,*,*,*,*
"Nottoway County",51135,***,* ,*, *,3 or fewer,*,*,*,*
"Orange County",51137,***,* ,*, *,3 or fewer,*,*,*,*
"Page County",51139,***,* ,*, *,3 or fewer,*,*,*,*
"Patrick County",51141,***,* ,*, *,3 or fewer,*,*,*,*
"Poquoson City",51735,***,* ,*, *,3 or fewer,*,*,*,*
"Powhatan County",51145,***,* ,*, *,3 or fewer,*,*,*,*
"Prince Edward County",51147,***,* ,*, *,3 or fewer,*,*,*,*
"Prince George County",51149,***,* ,*, *,3 or fewer,*,*,*,*
"Radford City",51750,***,* ,*, *,3 or fewer,*,*,*,*
"Rappahannock County",51157,***,* ,*, *,3 or fewer,*,*,*,*
"Richmond County",51159,***,* ,*, *,3 or fewer,*,*,*,*
"Rockbridge County",51163,***,* ,*, *,3 or fewer,*,*,*,*
"Russell County",51167,***,* ,*, *,3 or fewer,*,*,*,*
"Salem City",51775,***,* ,*, *,3 or fewer,*,*,*,*
"Scott County",51169,***,* ,*, *,3 or fewer,*,*,*,*
"Smyth County",51173,***,* ,*, *,3 or fewer,*,*,*,*
"Southampton County",51175,***,* ,*, *,3 or fewer,*,*,*,*
"Surry County",51181,***,* ,*, *,3 or fewer,*,*,*,*
"Sussex County",51183,***,* ,*, *,3 or fewer,*,*,*,*
"Westmoreland County",51193,***,* ,*, *,3 or fewer,*,*,*,*
"Williamsburg City",51830,***,* ,*, *,3 or fewer,*,*,*,*
"Winchester City",51840,***,* ,*, *,3 or fewer,*,*,*,*
"Wythe County",51197,***,* ,*, *,3 or fewer,*,*,*,*
"York County",51199,***,* ,*, *,3 or fewer,*,*,*,*

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:02 pm.

*** No Healthy People 2020 Objective for this cancer.
State Cancer Registries may provide more current or more local data.


Trend
   Rising when 95% confidence interval of average annual percent change is above 0.
   Stable when 95% confidence interval of average annual percent change includes 0.
   Falling when 95% confidence interval of average annual percent change is below 0.

