------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=55&areatype=county&topic=pop&demo=00029&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '55', 'areatype': 'county', 'topic': 'pop', 'demo': '00029', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_017.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=55&areatype=county&topic=pop&demo=00029&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Wisconsin by County
Population: Age 50 and over
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 50 And Over),Rank within US
"United States",00000,34.5,110609456,"N/A"
"Wisconsin",55000,36.7,2112865,"13 of 52"
"Dane County",55025,30.6,160096,"2831 of 3141"
"Milwaukee County",55079,30.8,294230,"2825 of 3141"
"Menominee County",55078,31.3,1409,"2790 of 3141"
"Eau Claire County",55035,32.5,33319,"2670 of 3141"
"Dunn County",55033,33.0,14602,"2616 of 3141"
"Brown County",55009,33.5,86496,"2566 of 3141"
"St. Croix County",55109,33.6,29250,"2559 of 3141"
"Kenosha County",55059,33.7,56587,"2539 of 3141"
"Pierce County",55093,33.9,13965,"2524 of 3141"
"La Crosse County",55063,33.9,39898,"2508 of 3141"
"Outagamie County",55087,34.2,62709,"2467 of 3141"
"Portage County",55097,35.0,24653,"2348 of 3141"
"Calumet County",55015,35.3,17549,"2313 of 3141"
"Winnebago County",55139,35.4,60094,"2287 of 3141"
"Grant County",55043,35.6,18422,"2264 of 3141"
"Rock County",55105,36.2,58327,"2171 of 3141"
"Clark County",55019,36.2,12496,"2163 of 3141"
"Racine County",55101,37.0,72278,"2006 of 3141"
"Jefferson County",55055,37.1,31347,"2003 of 3141"
"Walworth County",55127,37.2,38287,"1974 of 3141"
"Monroe County",55081,37.5,16975,"1904 of 3141"
"Marathon County",55073,37.8,51177,"1828 of 3141"
"Trempealeau County",55121,38.1,11243,"1765 of 3141"
"Sauk County",55111,38.5,24391,"1681 of 3141"
"Sheboygan County",55117,38.8,44664,"1622 of 3141"
"Chippewa County",55017,38.8,24644,"1612 of 3141"
"Fond du Lac County",55039,39.0,39796,"1581 of 3141"
"Columbia County",55021,39.2,22289,"1525 of 3141"
"Washington County",55131,39.4,52771,"1483 of 3141"
"Dodge County",55027,39.5,34702,"1454 of 3141"
"Douglas County",55031,39.8,17293,"1401 of 3141"
"Jackson County",55053,39.8,8181,"1384 of 3141"
"Lafayette County",55065,40.0,6699,"1346 of 3141"
"Green County",55045,40.1,14771,"1323 of 3141"
"Waukesha County",55133,40.4,160403,"1236 of 3141"
"Ashland County",55003,40.5,6397,"1205 of 3141"
"Iowa County",55049,40.5,9558,"1205 of 3141"
"Vernon County",55123,41.1,12492,"1076 of 3141"
"Taylor County",55119,41.4,8421,"1019 of 3141"
"Ozaukee County",55089,41.6,36505,"992 of 3141"
"Kewaunee County",55061,42.0,8549,"931 of 3141"
"Wood County",55141,42.2,30979,"898 of 3141"
"Manitowoc County",55071,42.8,34101,"796 of 3141"
"Polk County",55095,43.0,18642,"758 of 3141"
"Shawano County",55115,43.0,17699,"757 of 3141"
"Barron County",55005,43.1,19567,"741 of 3141"
"Waupaca County",55135,43.2,22309,"733 of 3141"
"Juneau County",55057,43.3,11440,"717 of 3141"
"Richland County",55103,43.9,7743,"630 of 3141"
"Buffalo County",55011,44.5,5888,"568 of 3141"
"Crawford County",55023,44.5,7266,"564 of 3141"
"Pepin County",55091,44.6,3246,"556 of 3141"
"Green Lake County",55047,44.6,8356,"555 of 3141"
"Oconto County",55083,44.7,16745,"541 of 3141"
"Forest County",55041,45.3,4096,"486 of 3141"
"Lincoln County",55069,45.4,12703,"483 of 3141"
"Marinette County",55075,47.1,19169,"331 of 3141"
"Langlade County",55067,47.2,9066,"318 of 3141"
"Rusk County",55107,48.0,6818,"275 of 3141"
"Waushara County",55137,48.2,11644,"257 of 3141"
"Marquette County",55077,49.2,7462,"211 of 3141"
"Sawyer County",55113,49.4,8098,"199 of 3141"
"Washburn County",55129,50.5,7905,"155 of 3141"
"Oneida County",55085,51.2,18084,"135 of 3141"
"Price County",55099,52.2,7082,"109 of 3141"
"Bayfield County",55007,52.6,7897,"96 of 3141"
"Burnett County",55013,52.8,8053,"89 of 3141"
"Door County",55029,53.1,14559,"84 of 3141"
"Florence County",55037,53.8,2341,"64 of 3141"
"Adams County",55001,54.0,10865,"58 of 3141"
"Vilas County",55125,55.4,11892,"43 of 3141"
"Iron County",55051,55.9,3215,"39 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:21 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 50 and over, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
