------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=28&areatype=county&topic=pop&demo=00103&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '28', 'areatype': 'county', 'topic': 'pop', 'demo': '00103', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_015.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=28&areatype=county&topic=pop&demo=00103&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Mississippi by County
Population: Age 40-64
"Age N/A, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 40-64),Rank within US
"Mississippi",28000,31.7,945188,"14 of 52"
"United States",00000,32.4,104105673,"N/A"
"Oktibbeha County",28105,22.7,11223,"19 of 3141"
"Claiborne County",28021,25.4,2313,"55 of 3141"
"Lafayette County",28071,25.9,13668,"71 of 3141"
"Forrest County",28035,27.9,21189,"182 of 3141"
"Leflore County",28083,28.6,8620,"242 of 3141"
"Tunica County",28143,29.4,3019,"309 of 3141"
"Tallahatchie County",28135,29.5,4293,"324 of 3141"
"Leake County",28079,29.7,6804,"346 of 3141"
"Chickasaw County",28017,29.9,5168,"379 of 3141"
"Coahoma County",28027,29.9,7267,"386 of 3141"
"Yazoo County",28163,30.0,8242,"394 of 3141"
"Holmes County",28051,30.0,5477,"395 of 3141"
"Covington County",28031,30.1,5766,"410 of 3141"
"Bolivar County",28011,30.1,9983,"418 of 3141"
"Hinds County",28049,30.2,73444,"427 of 3141"
"Pike County",28113,30.4,12096,"474 of 3141"
"George County",28039,30.5,7192,"496 of 3141"
"Wilkinson County",28157,30.7,2785,"517 of 3141"
"Lamar County",28073,30.8,18622,"542 of 3141"
"Jones County",28067,30.8,21043,"550 of 3141"
"Newton County",28101,30.8,6602,"552 of 3141"
"Humphreys County",28053,30.9,2683,"580 of 3141"
"Scott County",28123,31.0,8797,"591 of 3141"
"Neshoba County",28099,31.1,9167,"633 of 3141"
"Jefferson County",28063,31.3,2335,"668 of 3141"
"Lowndes County",28087,31.3,18637,"670 of 3141"
"Copiah County",28029,31.4,9029,"707 of 3141"
"Harrison County",28047,31.4,63019,"717 of 3141"
"Union County",28145,31.4,8866,"721 of 3141"
