------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=53&areatype=county&cancer=035&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '53', 'areatype': 'county', 'cancer': '035', 'race': '00', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_011.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=53&areatype=county&cancer=035&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Washington by County

"Liver & Bile Duct, 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Washington",53000,***,6.8 ,6.5, 7,565,stable,-0.6 ,-3.3, 2.2
"United States",00000,***,6.5 ,6.5, 6.6,24806,rising,1.3 ,0.6, 1.9
"Cowlitz County",53015,***,9.5 ,7.3, 12.1,14,rising,4.7 ,3.1, 6.4
"Douglas County",53017,***,9.4 ,5.9, 14.4,5,*,*,*,*
"Lewis County",53041,***,9.1 ,6.7, 12.2,10,*,*,*,*
"Okanogan County",53047,***,8.1 ,5.3, 12,6,*,*,*,*
"Mason County",53045,***,7.5 ,5.3, 10.6,8,*,*,*,*
"Spokane County",53063,***,7.4 ,6.4, 8.5,43,rising,3.3 ,2.0, 4.6
"Walla Walla County",53071,***,7.2 ,4.8, 10.6,6,*,*,*,*
"King County",53033,***,7.2 ,6.7, 7.7,161,stable,-5.0 ,-11.5, 1.9
"Grays Harbor County",53027,***,7.1 ,5.1, 9.9,8,stable,2.2 ,-0.1, 4.5
"Snohomish County",53061,***,7 ,6.2, 7.9,57,rising,2.8 ,1.6, 4.0
"Yakima County",53077,***,7 ,5.6, 8.7,18,rising,2.1 ,1.0, 3.2
"Whatcom County",53073,***,7 ,5.6, 8.6,18,rising,2.0 ,0.2, 3.7
"Pierce County",53053,***,7 ,6.2, 7.8,61,rising,2.9 ,2.1, 3.6
"Kittitas County",53037,***,6.7 ,3.8, 11.2,3,*,*,*,*
"Clark County",53011,***,6.4 ,5.5, 7.5,33,rising,3.0 ,1.8, 4.2
"Kitsap County",53035,***,6.4 ,5.2, 7.8,21,rising,3.0 ,1.2, 4.8
"Clallam County",53009,***,6.4 ,4.6, 8.9,9,rising,2.8 ,1.0, 4.7
"Thurston County",53067,***,6.2 ,5, 7.6,21,rising,1.5 ,0.2, 2.9
"Skagit County",53057,***,5.9 ,4.3, 8,10,rising,3.4 ,1.7, 5.1
"Island County",53029,***,5.8 ,4, 8.2,7,stable,2.2 ,-0.5, 5.0
"Stevens County",53065,***,5.7 ,3.4, 9.2,4,*,*,*,*
"Grant County",53025,***,5.7 ,3.7, 8.3,5,*,*,*,*
