------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=31&areatype=county&topic=pop&demo=00023&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '31', 'areatype': 'county', 'topic': 'pop', 'demo': '00023', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_019.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=31&areatype=county&topic=pop&demo=00023&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Nebraska by County
Population: American Indian/Alaska Native
"All Ages, Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (AI/AN),Rank within US
"United States",00000,0.8,2632102,"N/A"
"Nebraska",31000,0.8,16012,"18 of 52"
"Arthur County",31005,0.0,0,"2960 of 3141"
"Banner County",31007,0.0,0,"2960 of 3141"
"Blaine County",31009,0.0,0,"2960 of 3141"
"Chase County",31029,0.0,0,"2960 of 3141"
"Franklin County",31061,0.0,0,"2960 of 3141"
"Garfield County",31071,0.0,0,"2960 of 3141"
"Grant County",31075,0.0,0,"2960 of 3141"
"Greeley County",31077,0.0,0,"2960 of 3141"
"Hayes County",31085,0.0,0,"2960 of 3141"
"Hooker County",31091,0.0,0,"2960 of 3141"
"Keya Paha County",31103,0.0,0,"2960 of 3141"
"McPherson County",31117,0.0,0,"2960 of 3141"
"Red Willow County",31145,0.0,0,"2960 of 3141"
"Rock County",31149,0.0,0,"2960 of 3141"
"Stanton County",31167,0.0,0,"2960 of 3141"
"Webster County",31181,0.0,0,"2960 of 3141"
"Wheeler County",31183,0.0,0,"2960 of 3141"
"Howard County",31093,0.0,2,"2887 of 3141"
"Sherman County",31163,0.0,1,"2881 of 3141"
"Hitchcock County",31087,0.0,1,"2874 of 3141"
"Gosper County",31073,0.0,1,"2823 of 3141"
"Dundy County",31057,0.0,1,"2821 of 3141"
"Boone County",31011,0.1,3,"2799 of 3141"
"Perkins County",31135,0.1,2,"2748 of 3141"
"Custer County",31041,0.1,8,"2727 of 3141"
"Washington County",31177,0.1,16,"2707 of 3141"
"Nuckolls County",31129,0.1,4,"2656 of 3141"
"Seward County",31159,0.1,22,"2499 of 3141"
"Pierce County",31139,0.1,10,"2452 of 3141"
"Cass County",31025,0.2,40,"2384 of 3141"
"Sioux County",31165,0.2,2,"2374 of 3141"
"Merrick County",31121,0.2,13,"2345 of 3141"
"Buffalo County",31019,0.2,83,"2326 of 3141"
"Brown County",31017,0.2,6,"2182 of 3141"
"Garden County",31069,0.2,4,"2116 of 3141"
"Saunders County",31155,0.2,44,"2115 of 3141"
"Valley County",31175,0.2,9,"2104 of 3141"
"Logan County",31113,0.2,2,"2081 of 3141"
"Pawnee County",31133,0.2,6,"2059 of 3141"
"Butler County",31023,0.2,19,"2007 of 3141"
"Phelps County",31137,0.2,22,"1990 of 3141"
"Lincoln County",31111,0.2,87,"1972 of 3141"
"Furnas County",31065,0.2,12,"1955 of 3141"
"Kearney County",31099,0.3,17,"1906 of 3141"
"Thayer County",31169,0.3,14,"1841 of 3141"
"Clay County",31035,0.3,18,"1781 of 3141"
"Thomas County",31171,0.3,2,"1673 of 3141"
"Antelope County",31003,0.3,20,"1669 of 3141"
"Platte County",31141,0.3,107,"1619 of 3141"
"York County",31185,0.3,46,"1587 of 3141"
"Adams County",31001,0.3,105,"1585 of 3141"
"Loup County",31115,0.4,2,"1452 of 3141"
"Sarpy County",31153,0.4,655,"1449 of 3141"
"Saline County",31151,0.4,55,"1423 of 3141"
"Cuming County",31039,0.4,35,"1413 of 3141"
"Cheyenne County",31033,0.4,44,"1277 of 3141"
"Gage County",31067,0.4,97,"1262 of 3141"
"Dixon County",31051,0.5,27,"1225 of 3141"
"Nance County",31125,0.5,17,"1211 of 3141"
"Douglas County",31055,0.5,2629,"1204 of 3141"
"Polk County",31143,0.5,26,"1164 of 3141"
"Morrill County",31123,0.5,25,"1142 of 3141"
"Wayne County",31179,0.5,48,"1141 of 3141"
"Otoe County",31131,0.5,81,"1140 of 3141"
"Fillmore County",31059,0.5,29,"1129 of 3141"
"Harlan County",31083,0.5,18,"1126 of 3141"
"Lancaster County",31109,0.6,1730,"1067 of 3141"
"Hall County",31079,0.6,360,"1032 of 3141"
"Frontier County",31063,0.6,16,"1004 of 3141"
"Nemaha County",31127,0.6,43,"1002 of 3141"
"Dawson County",31047,0.6,149,"991 of 3141"
"Hamilton County",31081,0.7,63,"907 of 3141"
"Keith County",31101,0.7,57,"888 of 3141"
"Holt County",31089,0.8,81,"815 of 3141"
"Cedar County",31027,0.8,69,"795 of 3141"
"Dodge County",31053,0.9,325,"734 of 3141"
"Kimball County",31105,1.0,36,"678 of 3141"
"Jefferson County",31095,1.0,72,"670 of 3141"
"Deuel County",31049,1.0,19,"665 of 3141"
"Johnson County",31097,1.3,66,"531 of 3141"
"Colfax County",31037,1.3,142,"517 of 3141"
"Scotts Bluff County",31157,1.5,548,"466 of 3141"
"Boyd County",31015,1.5,31,"458 of 3141"
"Madison County",31119,1.5,533,"456 of 3141"
"Burt County",31021,2.0,131,"385 of 3141"
"Richardson County",31147,2.7,220,"303 of 3141"
"Dakota County",31043,2.8,581,"297 of 3141"
"Dawes County",31045,2.9,258,"295 of 3141"
"Box Butte County",31013,3.3,371,"270 of 3141"
"Cherry County",31031,4.0,234,"233 of 3141"
"Sheridan County",31161,9.5,497,"125 of 3141"
"Knox County",31107,9.8,829,"123 of 3141"
"Thurston County",31173,56.9,4014,"22 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:17 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: American Indian/Alaska Native, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
