locale,fips,value (percent),families (below poverty),rank within us,age,areatype,demo,file_name,race,sex,source_url,stateFIPS,topic,type,people (below poverty),people (<150% of poverty)
Nebraska,31000.0,8.0,38789.0,17 of 52,1,state,7,demographics_028.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=31&areatype=county&topic=pov&demo=00007&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,31,pov,manyareacensus,,
United States,0.0,10.5,8253388.0,,1,country,7,demographics_028.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=31&areatype=county&topic=pov&demo=00007&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,31,pov,manyareacensus,,
Wheeler County,31183.0,0.4,1.0,4 of 3141,1,county,7,demographics_028.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=31&areatype=county&topic=pov&demo=00007&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,31,pov,manyareacensus,,
Garfield County,31071.0,2.7,16.0,38 of 3141,1,county,7,demographics_028.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=31&areatype=county&topic=pov&demo=00007&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,31,pov,manyareacensus,,
Perkins County,31135.0,2.7,23.0,41 of 3141,1,county,7,demographics_028.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=31&areatype=county&topic=pov&demo=00007&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,31,pov,manyareacensus,,
Phelps County,31137.0,2.9,70.0,47 of 3141,1,county,7,demographics_028.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=31&areatype=county&topic=pov&demo=00007&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,31,pov,manyareacensus,,
Keya Paha County,31103.0,3.5,8.0,83 of 3141,1,county,7,demographics_028.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=31&areatype=county&topic=pov&demo=00007&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,31,pov,manyareacensus,,
Sarpy County,31153.0,3.6,1685.0,89 of 3141,1,county,7,demographics_028.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=31&areatype=county&topic=pov&demo=00007&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,31,pov,manyareacensus,,
Pierce County,31139.0,4.0,80.0,119 of 3141,1,county,7,demographics_028.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=31&areatype=county&topic=pov&demo=00007&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,31,pov,manyareacensus,,
Box Butte County,31013.0,4.1,125.0,139 of 3141,1,county,7,demographics_028.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=31&areatype=county&topic=pov&demo=00007&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,31,pov,manyareacensus,,
Arthur County,31005.0,4.2,4.0,147 of 3141,1,county,7,demographics_028.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=31&areatype=county&topic=pov&demo=00007&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,31,pov,manyareacensus,,
Holt County,31089.0,4.2,123.0,148 of 3141,1,county,7,demographics_028.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=31&areatype=county&topic=pov&demo=00007&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,31,pov,manyareacensus,,
Gage County,31067.0,4.5,269.0,184 of 3141,1,county,7,demographics_028.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=31&areatype=county&topic=pov&demo=00007&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,31,pov,manyareacensus,,
Cass County,31025.0,4.5,314.0,187 of 3141,1,county,7,demographics_028.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=31&areatype=county&topic=pov&demo=00007&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,31,pov,manyareacensus,,
Polk County,31143.0,4.6,67.0,190 of 3141,1,county,7,demographics_028.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=31&areatype=county&topic=pov&demo=00007&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,31,pov,manyareacensus,,
