------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=31&areatype=county&topic=pop&demo=00102&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '31', 'areatype': 'county', 'topic': 'pop', 'demo': '00102', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_014.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=31&areatype=county&topic=pop&demo=00102&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Nebraska by County
Population: Age 18-39
"Age N/A, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 18-39),Rank within US
"Nebraska",31000,29.7,562962,"33 of 52"
"United States",00000,29.8,95565066,"N/A"
"Arthur County",31005,13.8,58,"9 of 3141"
"McPherson County",31117,16.0,69,"26 of 3141"
"Garden County",31069,16.0,306,"27 of 3141"
"Boyd County",31015,16.5,339,"31 of 3141"
"Wheeler County",31183,16.8,142,"36 of 3141"
"Banner County",31007,17.0,124,"40 of 3141"
"Harlan County",31083,17.1,594,"42 of 3141"
"Hooker County",31091,17.5,120,"57 of 3141"
"Brown County",31017,17.9,548,"70 of 3141"
"Pawnee County",31133,18.0,488,"77 of 3141"
"Sherman County",31163,18.6,567,"102 of 3141"
"Knox County",31107,19.3,1640,"139 of 3141"
"Burt County",31021,19.3,1265,"140 of 3141"
"Loup County",31115,19.4,104,"142 of 3141"
"Keith County",31101,19.7,1600,"163 of 3141"
"Kimball County",31105,19.7,728,"166 of 3141"
"Hitchcock County",31087,20.3,580,"213 of 3141"
"Furnas County",31065,20.5,989,"237 of 3141"
"Thayer County",31169,20.6,1056,"239 of 3141"
"Cedar County",31027,20.8,1784,"268 of 3141"
"Butler County",31023,20.9,1690,"270 of 3141"
"Dundy County",31057,20.9,421,"275 of 3141"
"Webster County",31181,20.9,752,"282 of 3141"
"Richardson County",31147,20.9,1682,"284 of 3141"
"Blaine County",31009,20.9,105,"290 of 3141"
"Gosper County",31073,21.0,423,"294 of 3141"
"Franklin County",31061,21.0,634,"297 of 3141"
"Chase County",31029,21.1,803,"310 of 3141"
"Cuming County",31039,21.3,1925,"330 of 3141"
"Valley County",31175,21.4,910,"342 of 3141"
"Sheridan County",31161,21.5,1127,"350 of 3141"
"Rock County",31149,21.5,297,"351 of 3141"
"Polk County",31143,21.5,1129,"356 of 3141"
"Logan County",31113,21.5,198,"361 of 3141"
"Nance County",31125,21.6,770,"365 of 3141"
"Jefferson County",31095,21.6,1572,"370 of 3141"
"Antelope County",31003,21.6,1386,"374 of 3141"
"Boone County",31011,21.7,1163,"384 of 3141"
"Holt County",31089,21.8,2239,"393 of 3141"
"Keya Paha County",31103,21.8,157,"398 of 3141"
"Grant County",31075,21.8,149,"410 of 3141"
"Garfield County",31071,22.0,431,"441 of 3141"
"Fillmore County",31059,22.0,1235,"449 of 3141"
"Dixon County",31051,22.2,1279,"477 of 3141"
"Nuckolls County",31129,22.2,959,"482 of 3141"
"Perkins County",31135,22.2,645,"483 of 3141"
"Howard County",31093,22.3,1425,"508 of 3141"
"Gage County",31067,22.3,4833,"513 of 3141"
"Morrill County",31123,22.4,1100,"537 of 3141"
"Greeley County",31077,22.7,553,"602 of 3141"
"Stanton County",31167,23.0,1387,"704 of 3141"
"Hamilton County",31081,23.1,2110,"712 of 3141"
"Cherry County",31031,23.1,1338,"722 of 3141"
"Clay County",31035,23.1,1448,"727 of 3141"
"Cass County",31025,23.2,5915,"743 of 3141"
"Sioux County",31165,23.3,293,"779 of 3141"
"Pierce County",31139,23.4,1679,"793 of 3141"
"Custer County",31041,23.5,2542,"808 of 3141"
"Phelps County",31137,23.5,2152,"818 of 3141"
"Frontier County",31063,23.7,621,"873 of 3141"
"Box Butte County",31013,23.7,2659,"892 of 3141"
"Merrick County",31121,23.9,1869,"930 of 3141"
"Saunders County",31155,23.9,5004,"937 of 3141"
"Otoe County",31131,23.9,3801,"955 of 3141"
"Washington County",31177,24.2,4942,"1041 of 3141"
"Kearney County",31099,24.4,1599,"1091 of 3141"
"Deuel County",31049,25.0,475,"1309 of 3141"
"Cheyenne County",31033,25.2,2520,"1377 of 3141"
"Thomas County",31171,25.3,163,"1431 of 3141"
"Lincoln County",31111,25.4,9051,"1468 of 3141"
"Scotts Bluff County",31157,25.9,9451,"1617 of 3141"
"Platte County",31141,25.9,8529,"1640 of 3141"
"Red Willow County",31145,26.0,2824,"1650 of 3141"
"York County",31185,26.6,3686,"1867 of 3141"
"Thurston County",31173,27.0,1903,"1961 of 3141"
"Dodge County",31053,27.1,9899,"1987 of 3141"
"Dawson County",31047,27.2,6497,"2007 of 3141"
"Hayes County",31085,27.5,263,"2102 of 3141"
"Colfax County",31037,27.5,2924,"2120 of 3141"
"Madison County",31119,28.5,9977,"2331 of 3141"
"Hall County",31079,28.5,17457,"2340 of 3141"
"Seward County",31159,28.5,4861,"2347 of 3141"
"Adams County",31001,28.7,9054,"2389 of 3141"
"Johnson County",31097,29.1,1515,"2462 of 3141"
"Dakota County",31043,29.4,6033,"2513 of 3141"
"Sarpy County",31153,30.5,53467,"2674 of 3141"
"Nemaha County",31127,30.7,2159,"2695 of 3141"
"Saline County",31151,30.8,4406,"2708 of 3141"
"Douglas County",31055,32.2,176941,"2832 of 3141"
"Lancaster County",31109,35.9,109961,"2996 of 3141"
"Buffalo County",31019,35.9,17537,"2997 of 3141"
"Dawes County",31045,37.8,3390,"3041 of 3141"
"Wayne County",31179,37.9,3567,"3042 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:17 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 18-39, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
