------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=16&areatype=county&cancer=055&stage=211&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '16', 'areatype': 'county', 'cancer': '055', 'stage': '211', 'race': '00', 'sex': '2', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_042.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=16&areatype=county&cancer=055&stage=211&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Idaho by County

"Breast (Late Stage^), 2012-2016"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 42.1?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Percent of Cases with Late Stage
"Idaho(3)",16000,No,43.6 ,41.6, 45.6,393,34.4
"US (SEER+NPCR)(1)",00000,No,42.3 ,42.1, 42.4,78906,33.0
"Owyhee County(7)",16073,No,71 ,43.7, 109.5,4,43.1
"Latah County(7)",16057,No,57.7 ,41.8, 77.4,9,33.8
"Nez Perce County(7)",16069,No,52.6 ,40.8, 67,15,37.1
"Jerome County(7)",16053,No,51.5 ,34.5, 74,6,45.5
"Gooding County(7)",16047,No,50.9 ,30.6, 79.5,4,42.0
"Kootenai County(7)",16055,No,50.7 ,44, 58.2,45,33.4
"Valley County(7)",16085,No,48.1 ,25.7, 84,3,39.5
"Minidoka County(7)",16067,No,45.6 ,29.2, 67.8,5,40.0
"Canyon County(7)",16027,No,45.5 ,39.8, 51.7,48,34.5
"Lemhi County(7)",16059,No,45 ,24.3, 81.6,3,37.2
"Blaine County(7)",16013,No,44.7 ,28.6, 66.7,5,31.4
"Bonneville County(7)",16019,No,44.3 ,36.6, 53.2,24,40.7
"Bingham County(7)",16011,No,44.2 ,32.5, 58.7,10,36.6
"Ada County(7)",16001,No,42.2 ,38.5, 46.3,97,31.0
"Gem County(7)",16045,No,42.1 ,26.4, 64.6,5,35.7
"Twin Falls County(7)",16083,Yes,42.1 ,34, 51.5,20,36.3
"Shoshone County(7)",16079,Yes,41.4 ,24.8, 66.8,4,40.8
"Bannock County(7)",16005,Yes,41.1 ,32.6, 51.1,17,37.9
"Elmore County(7)",16039,Yes,40.2 ,25.6, 60,5,33.3
"Idaho County(7)",16049,Yes,38.5 ,24.9, 59.1,5,39.4
"Jefferson County(7)",16051,Yes,38.2 ,24.5, 56.7,5,47.2
"Cassia County(7)",16031,Yes,37.7 ,23.6, 57.1,5,35.4
"Madison County(7)",16065,Yes,34.5 ,20.7, 53.6,4,45.5
"Payette County(7)",16075,Yes,34.5 ,22, 51.9,5,28.7
"Bonner County(7)",16017,Yes,32.1 ,22.7, 44.4,9,25.1
"Adams County(7)",16003,Yes,* ,*, *,3 or fewer,*
"Bear Lake County(7)",16007,Yes,* ,*, *,3 or fewer,*
"Benewah County(7)",16009,Yes,* ,*, *,3 or fewer,*
"Boise County(7)",16015,Yes,* ,*, *,3 or fewer,*
"Boundary County(7)",16021,Yes,* ,*, *,3 or fewer,*
"Butte County(7)",16023,Yes,* ,*, *,3 or fewer,*
"Camas County(7)",16025,Yes,* ,*, *,3 or fewer,*
"Caribou County(7)",16029,Yes,* ,*, *,3 or fewer,*
