------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=31&areatype=county&topic=pop&demo=00003&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '31', 'areatype': 'county', 'topic': 'pop', 'demo': '00003', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_018.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=31&areatype=county&topic=pop&demo=00003&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Nebraska by County
Population: Age 65 and over
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 65 And Over),Rank within US
"Nebraska",31000,14.7,278598,"32 of 52"
"United States",00000,14.9,47732389,"N/A"
"Sarpy County",31153,10.6,18488,"3037 of 3141"
"Douglas County",31055,11.9,65645,"2905 of 3141"
"Thurston County",31173,12.0,846,"2898 of 3141"
"Colfax County",31037,12.5,1326,"2842 of 3141"
"Lancaster County",31109,12.6,38694,"2817 of 3141"
"Dakota County",31043,13.0,2671,"2750 of 3141"
"Buffalo County",31019,13.2,6454,"2715 of 3141"
"Saline County",31151,14.1,2016,"2583 of 3141"
"Hall County",31079,14.1,8625,"2581 of 3141"
"Wayne County",31179,14.7,1384,"2448 of 3141"
"Dawson County",31047,14.7,3522,"2443 of 3141"
"Madison County",31119,15.2,5346,"2313 of 3141"
"Stanton County",31167,16.0,963,"2099 of 3141"
"Cass County",31025,16.0,4094,"2081 of 3141"
"Platte County",31141,16.3,5360,"1995 of 3141"
"Washington County",31177,16.6,3387,"1899 of 3141"
"Seward County",31159,16.7,2848,"1868 of 3141"
"Box Butte County",31013,16.8,1879,"1848 of 3141"
"Adams County",31001,16.8,5313,"1830 of 3141"
"Banner County",31007,17.2,125,"1725 of 3141"
"Cheyenne County",31033,17.4,1740,"1646 of 3141"
"Saunders County",31155,17.4,3651,"1630 of 3141"
"Dawes County",31045,17.5,1571,"1606 of 3141"
"Lincoln County",31111,17.7,6288,"1545 of 3141"
"Hayes County",31085,17.8,170,"1516 of 3141"
"Scotts Bluff County",31157,17.9,6532,"1472 of 3141"
"McPherson County",31117,18.1,78,"1427 of 3141"
"Hamilton County",31081,18.3,1673,"1357 of 3141"
"Johnson County",31097,18.3,951,"1355 of 3141"
"Pierce County",31139,18.6,1333,"1269 of 3141"
"Dodge County",31053,18.6,6820,"1248 of 3141"
"Kearney County",31099,18.7,1222,"1244 of 3141"
"Otoe County",31131,18.9,3000,"1160 of 3141"
"Nemaha County",31127,18.9,1334,"1145 of 3141"
"York County",31185,19.2,2649,"1087 of 3141"
"Red Willow County",31145,19.2,2089,"1070 of 3141"
"Clay County",31035,19.3,1211,"1032 of 3141"
"Logan County",31113,19.4,178,"1023 of 3141"
"Dixon County",31051,19.4,1117,"1018 of 3141"
"Phelps County",31137,19.7,1803,"948 of 3141"
"Morrill County",31123,19.7,965,"945 of 3141"
"Butler County",31023,19.9,1615,"885 of 3141"
"Merrick County",31121,20.1,1576,"826 of 3141"
"Nance County",31125,20.2,722,"798 of 3141"
"Gage County",31067,20.4,4403,"774 of 3141"
"Polk County",31143,20.5,1074,"747 of 3141"
"Thomas County",31171,20.7,133,"696 of 3141"
"Howard County",31093,20.8,1327,"681 of 3141"
"Cedar County",31027,20.9,1791,"657 of 3141"
"Chase County",31029,21.0,797,"649 of 3141"
"Holt County",31089,21.1,2168,"630 of 3141"
"Cuming County",31039,21.3,1929,"588 of 3141"
"Custer County",31041,21.4,2315,"582 of 3141"
"Cherry County",31031,21.4,1240,"573 of 3141"
"Dundy County",31057,21.5,433,"562 of 3141"
"Boone County",31011,21.8,1167,"518 of 3141"
"Arthur County",31005,21.9,92,"511 of 3141"
"Perkins County",31135,22.2,644,"468 of 3141"
"Antelope County",31003,22.5,1443,"425 of 3141"
"Webster County",31181,22.6,812,"423 of 3141"
"Gosper County",31073,22.8,461,"394 of 3141"
"Sioux County",31165,22.9,288,"383 of 3141"
"Richardson County",31147,23.1,1861,"368 of 3141"
"Fillmore County",31059,23.2,1298,"365 of 3141"
"Jefferson County",31095,23.2,1691,"360 of 3141"
"Grant County",31075,23.3,159,"355 of 3141"
"Furnas County",31065,23.4,1127,"346 of 3141"
"Burt County",31021,23.8,1555,"316 of 3141"
