------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=31&areatype=county&topic=inc&demo=00010&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '31', 'areatype': 'county', 'topic': 'inc', 'demo': '00010', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_004.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=31&areatype=county&topic=inc&demo=00010&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Nebraska by County
Income: Median family income
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Dollars),Rank within US
"United States",00000,70850.000000000,"N/A"
"Nebraska",31000,72191.000000000,"25 of 52"
"Thurston County",31173,49893.000000000,"2519 of 3141"
"Brown County",31017,52670.000000000,"2238 of 3141"
"Keya Paha County",31103,53333.000000000,"2189 of 3141"
"Kimball County",31105,53333.000000000,"2189 of 3141"
"Hitchcock County",31087,54803.000000000,"2075 of 3141"
"Nuckolls County",31129,54853.000000000,"2068 of 3141"
"Sheridan County",31161,54881.000000000,"2066 of 3141"
"Jefferson County",31095,54890.000000000,"2064 of 3141"
"Garfield County",31071,55333.000000000,"2026 of 3141"
"Morrill County",31123,55337.000000000,"2025 of 3141"
"Grant County",31075,55769.000000000,"1984 of 3141"
"Pawnee County",31133,56435.000000000,"1925 of 3141"
"Dundy County",31057,56667.000000000,"1900 of 3141"
"Dakota County",31043,56976.000000000,"1869 of 3141"
"Keith County",31101,57887.000000000,"1781 of 3141"
"Hooker County",31091,57917.000000000,"1774 of 3141"
"Blaine County",31009,57969.000000000,"1767 of 3141"
"Scotts Bluff County",31157,58727.000000000,"1694 of 3141"
"Richardson County",31147,58832.000000000,"1684 of 3141"
"Sioux County",31165,59063.000000000,"1658 of 3141"
"Antelope County",31003,59074.000000000,"1655 of 3141"
"Dawson County",31047,59433.000000000,"1617 of 3141"
"Webster County",31181,59550.000000000,"1603 of 3141"
"Deuel County",31049,59583.000000000,"1600 of 3141"
"Wheeler County",31183,59688.000000000,"1587 of 3141"
"Greeley County",31077,59934.000000000,"1558 of 3141"
"Red Willow County",31145,60246.000000000,"1521 of 3141"
"Custer County",31041,60290.000000000,"1515 of 3141"
"Johnson County",31097,60365.000000000,"1504 of 3141"
"Dodge County",31053,60939.000000000,"1444 of 3141"
"Franklin County",31061,61006.000000000,"1434 of 3141"
"Furnas County",31065,61101.000000000,"1425 of 3141"
"Hayes County",31085,61196.000000000,"1418 of 3141"
"Knox County",31107,61306.000000000,"1411 of 3141"
"Nance County",31125,61458.000000000,"1395 of 3141"
"Frontier County",31063,61641.000000000,"1374 of 3141"
"Cherry County",31031,61707.000000000,"1369 of 3141"
"Saline County",31151,62105.000000000,"1338 of 3141"
"Chase County",31029,62153.000000000,"1331 of 3141"
"Hall County",31079,62466.000000000,"1296 of 3141"
"Colfax County",31037,62933.000000000,"1254 of 3141"
"Logan County",31113,63000.000000000,"1244 of 3141"
"Harlan County",31083,63026.000000000,"1242 of 3141"
"Burt County",31021,63114.000000000,"1233 of 3141"
"Banner County",31007,63125.000000000,"1231 of 3141"
"Dawes County",31045,63281.000000000,"1211 of 3141"
"Madison County",31119,63666.000000000,"1184 of 3141"
"Boyd County",31015,63750.000000000,"1175 of 3141"
"Holt County",31089,63971.000000000,"1159 of 3141"
"Clay County",31035,64430.000000000,"1121 of 3141"
"Cuming County",31039,64432.000000000,"1120 of 3141"
"Arthur County",31005,65000.000000000,"1069 of 3141"
"Valley County",31175,65000.000000000,"1069 of 3141"
"Sherman County",31163,65064.000000000,"1065 of 3141"
"Rock County",31149,65250.000000000,"1051 of 3141"
"Thayer County",31169,65457.000000000,"1027 of 3141"
"Merrick County",31121,65601.000000000,"1019 of 3141"
"Butler County",31023,65720.000000000,"1010 of 3141"
"Dixon County",31051,65853.000000000,"1002 of 3141"
"Loup County",31115,66250.000000000,"972 of 3141"
"Gage County",31067,67089.000000000,"915 of 3141"
"Garden County",31069,67976.000000000,"847 of 3141"
"Fillmore County",31059,68393.000000000,"819 of 3141"
"Howard County",31093,68500.000000000,"811 of 3141"
"Adams County",31001,68626.000000000,"803 of 3141"
"Boone County",31011,68900.000000000,"791 of 3141"
"Otoe County",31131,68981.000000000,"785 of 3141"
"Lincoln County",31111,69210.000000000,"774 of 3141"
"Stanton County",31167,69219.000000000,"773 of 3141"
"Nemaha County",31127,69432.000000000,"754 of 3141"
"Perkins County",31135,69632.000000000,"739 of 3141"
"Pierce County",31139,69878.000000000,"730 of 3141"
