------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=31&areatype=county&topic=inc&demo=00011&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '31', 'areatype': 'county', 'topic': 'inc', 'demo': '00011', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_005.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=31&areatype=county&topic=inc&demo=00011&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Nebraska by County
Income: Median household income
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Dollars),Rank within US
"Nebraska",31000,56675.000000000,"25 of 52"
"United States",00000,57652.000000000,"N/A"
"Sheridan County",31161,41209.000000000,"2341 of 3141"
"Arthur County",31005,41250.000000000,"2334 of 3141"
"Hitchcock County",31087,41582.000000000,"2293 of 3141"
"Hooker County",31091,41607.000000000,"2291 of 3141"
"Nuckolls County",31129,42055.000000000,"2241 of 3141"
"Pawnee County",31133,42176.000000000,"2223 of 3141"
"Brown County",31017,42773.000000000,"2163 of 3141"
"Red Willow County",31145,42882.000000000,"2155 of 3141"
"Kimball County",31105,43017.000000000,"2143 of 3141"
"Furnas County",31065,43400.000000000,"2102 of 3141"
"Webster County",31181,43831.000000000,"2057 of 3141"
"Morrill County",31123,44201.000000000,"2016 of 3141"
"Dundy County",31057,44653.000000000,"1968 of 3141"
"Thurston County",31173,44701.000000000,"1962 of 3141"
"Hayes County",31085,44946.000000000,"1926 of 3141"
"Keith County",31101,45078.000000000,"1913 of 3141"
"Sioux County",31165,45375.000000000,"1886 of 3141"
"Nance County",31125,45428.000000000,"1880 of 3141"
"Grant County",31075,45833.000000000,"1831 of 3141"
"Dawes County",31045,46146.000000000,"1795 of 3141"
"Garfield County",31071,46509.000000000,"1744 of 3141"
"Jefferson County",31095,46576.000000000,"1734 of 3141"
"Harlan County",31083,46750.000000000,"1706 of 3141"
"Richardson County",31147,46839.000000000,"1698 of 3141"
"Antelope County",31003,46949.000000000,"1688 of 3141"
"Greeley County",31077,47218.000000000,"1659 of 3141"
"Scotts Bluff County",31157,47975.000000000,"1579 of 3141"
"Knox County",31107,48072.000000000,"1569 of 3141"
"Garden County",31069,48125.000000000,"1566 of 3141"
"Thayer County",31169,48151.000000000,"1564 of 3141"
"Sherman County",31163,48704.000000000,"1490 of 3141"
"Boyd County",31015,48750.000000000,"1486 of 3141"
"Custer County",31041,48836.000000000,"1480 of 3141"
"Keya Paha County",31103,48864.000000000,"1475 of 3141"
"Franklin County",31061,49453.000000000,"1426 of 3141"
"Johnson County",31097,49564.000000000,"1414 of 3141"
"Wheeler County",31183,49706.000000000,"1396 of 3141"
"Madison County",31119,49865.000000000,"1376 of 3141"
"Burt County",31021,50174.000000000,"1338 of 3141"
"Valley County",31175,50270.000000000,"1327 of 3141"
"Logan County",31113,50278.000000000,"1322 of 3141"
"Cuming County",31039,50734.000000000,"1267 of 3141"
"Saline County",31151,50932.000000000,"1238 of 3141"
"Dawson County",31047,51238.000000000,"1206 of 3141"
"Adams County",31001,51721.000000000,"1150 of 3141"
"Dodge County",31053,51748.000000000,"1148 of 3141"
"Blaine County",31009,52000.000000000,"1121 of 3141"
"Holt County",31089,52050.000000000,"1113 of 3141"
"Frontier County",31063,52090.000000000,"1104 of 3141"
"Gage County",31067,52223.000000000,"1093 of 3141"
"Rock County",31149,52361.000000000,"1079 of 3141"
"Dakota County",31043,52401.000000000,"1071 of 3141"
"Butler County",31023,52448.000000000,"1068 of 3141"
"Thomas County",31171,53173.000000000,"1003 of 3141"
"Kearney County",31099,53207.000000000,"999 of 3141"
"Cherry County",31031,53226.000000000,"997 of 3141"
"Deuel County",31049,53438.000000000,"985 of 3141"
"Merrick County",31121,53536.000000000,"978 of 3141"
"Howard County",31093,53648.000000000,"965 of 3141"
"Hall County",31079,53807.000000000,"944 of 3141"
"Boone County",31011,53854.000000000,"935 of 3141"
"Clay County",31035,54167.000000000,"908 of 3141"
"Chase County",31029,54568.000000000,"874 of 3141"
"Otoe County",31131,54605.000000000,"872 of 3141"
"Colfax County",31037,54876.000000000,"849 of 3141"
"Banner County",31007,55000.000000000,"838 of 3141"
"Buffalo County",31019,55053.000000000,"836 of 3141"
"Pierce County",31139,55417.000000000,"808 of 3141"
"Nemaha County",31127,55536.000000000,"801 of 3141"
"Lancaster County",31109,55747.000000000,"788 of 3141"
"Lincoln County",31111,55875.000000000,"779 of 3141"
"Box Butte County",31013,56328.000000000,"740 of 3141"
"Phelps County",31137,56408.000000000,"734 of 3141"
"Fillmore County",31059,56750.000000000,"710 of 3141"
"Dixon County",31051,57036.000000000,"699 of 3141"
"Cedar County",31027,57208.000000000,"687 of 3141"
"Stanton County",31167,57534.000000000,"659 of 3141"
"Wayne County",31179,58093.000000000,"623 of 3141"
"Perkins County",31135,58125.000000000,"622 of 3141"
"Loup County",31115,58625.000000000,"595 of 3141"
"Douglas County",31055,58640.000000000,"594 of 3141"
"Platte County",31141,58679.000000000,"590 of 3141"
"Cheyenne County",31033,58770.000000000,"583 of 3141"
"York County",31185,59966.000000000,"523 of 3141"
"McPherson County",31117,60714.000000000,"484 of 3141"
"Gosper County",31073,61769.000000000,"432 of 3141"
"Hamilton County",31081,61944.000000000,"427 of 3141"
"Seward County",31159,63095.000000000,"373 of 3141"
"Polk County",31143,63667.000000000,"355 of 3141"
"Saunders County",31155,65015.000000000,"322 of 3141"
"Washington County",31177,66485.000000000,"282 of 3141"
"Cass County",31025,68284.000000000,"244 of 3141"
"Sarpy County",31153,75752.000000000,"149 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:00 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Income: Median household income, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#income."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
"Median Incomes over 250,000 have been coded to 250,001 by the Census Bureau. [ http://www2.census.gov/acs2012_5yr/summaryfile/ACS_2008-2012_SF_Tech_Doc.pdf ]"
Data for United States does not include Puerto Rico.
