------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=31&areatype=county&cancer=001&race=07&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '31', 'areatype': 'county', 'cancer': '001', 'race': '07', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_025.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=31&areatype=county&cancer=001&race=07&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Nebraska by County

"All Cancer Sites, 2012-2016"

"White Non-Hispanic, Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 161.4?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Nebraska",31000,Yes,160.6 ,158, 163.1,3248,falling,-0.8 ,-0.9, -0.7
"United States (6)",00000,No,165.4 ,165.2, 165.7,465052,falling,-1.4 ,-1.4, -1.3
"Rock County",31149,No,206 ,132.7, 319.5,5,stable,0.1 ,-1.9, 2.1
"Saline County",31151,No,203.1 ,170.9, 240.3,31,stable,-0.1 ,-0.8, 0.6
"Thurston County",31173,No,200.1 ,144.6, 274.9,9,stable,0.2 ,-1.5, 1.8
"Johnson County",31097,No,196 ,150.8, 253,14,stable,-0.6 ,-2.3, 1.1
"Chase County",31029,No,194.1 ,142.9, 260.6,11,stable,-0.2 ,-1.7, 1.3
"Dodge County",31053,No,191 ,173.6, 209.9,97,stable,0.3 ,-0.2, 0.8
"Dundy County",31057,No,190 ,126.7, 284.5,7,stable,0.8 ,-1.2, 2.8
"Dakota County",31043,No,188 ,159.1, 221.5,32,stable,-0.7 ,-1.5, 0.2
"Nemaha County",31127,No,186.8 ,149.4, 232,18,stable,0.1 ,-1.2, 1.4
"Burt County",31021,No,182.9 ,148.6, 224.8,21,stable,0.1 ,-1.0, 1.2
"Sheridan County",31161,No,181 ,139.1, 234.6,16,stable,-0.1 ,-1.2, 1.0
"Boyd County",31015,No,180.9 ,127, 262,8,stable,0.1 ,-1.5, 1.6
"Gage County",31067,No,180.2 ,159.7, 203,60,stable,-0.1 ,-0.9, 0.7
"Morrill County",31123,No,179.7 ,136.8, 234.5,12,stable,-1.2 ,-3.1, 0.6
"Hitchcock County",31087,No,179.5 ,126.3, 252.1,9,stable,-0.6 ,-2.0, 0.9
"Cass County",31025,No,177.3 ,156.5, 200.4,55,stable,-0.4 ,-1.1, 0.4
"Richardson County",31147,No,173.3 ,142.4, 210.5,25,stable,-0.4 ,-1.6, 0.9
"Nance County",31125,No,172.7 ,124, 236.9,10,stable,-0.7 ,-2.5, 1.0
"Fillmore County",31059,No,172.4 ,137, 216.8,17,stable,-0.3 ,-1.6, 1.0
"Lincoln County",31111,No,172 ,154.7, 190.9,77,stable,-0.3 ,-0.8, 0.2
"Kimball County",31105,No,172 ,129.6, 228.6,11,stable,-0.3 ,-1.6, 0.9
"Jefferson County",31095,No,171.9 ,138.6, 212.3,22,stable,-0.6 ,-1.9, 0.6
"Douglas County",31055,No,169.3 ,163.9, 175,759,falling,-1.0 ,-1.2, -0.8
"York County",31185,No,168.5 ,142.9, 198,34,stable,-0.2 ,-1.0, 0.6
"Furnas County",31065,No,168.4 ,130.2, 217.3,14,falling,-1.5 ,-2.7, -0.3
"Colfax County",31037,No,168.4 ,130.7, 215.5,16,stable,0.4 ,-0.7, 1.5
"Saunders County",31155,No,167.3 ,146.1, 191.1,46,stable,-0.3 ,-1.0, 0.5
"Sarpy County",31153,No,167.2 ,157.2, 177.6,218,falling,-1.0 ,-1.4, -0.5
"Hall County",31079,No,167.1 ,152.7, 182.7,105,falling,-0.9 ,-1.4, -0.4
"Pawnee County",31133,No,166.2 ,119.7, 231.7,9,stable,0.0 ,-1.8, 1.7
"Polk County",31143,No,166.2 ,127.3, 215.3,14,stable,0.3 ,-0.9, 1.6
"Knox County",31107,No,165.8 ,136, 202,25,stable,-0.1 ,-1.4, 1.2
"Washington County",31177,No,165.4 ,143.6, 190,43,stable,-0.8 ,-1.6, 0.1
"Webster County",31181,No,164 ,122.3, 220,11,stable,-0.7 ,-2.1, 0.8
"Otoe County",31131,No,164 ,140.2, 191.1,37,stable,-0.9 ,-1.7, 0.0
"Platte County",31141,No,162.5 ,144.6, 182.2,65,stable,-7.5 ,-18.4, 4.9
"Adams County",31001,No,162.2 ,144.3, 182,64,falling,-1.0 ,-1.5, -0.5
"Keith County",31101,No,162 ,130.6, 200.2,21,stable,-0.3 ,-1.2, 0.7
"Dawson County",31047,No,161.9 ,139.1, 187.9,40,falling,-0.8 ,-1.5, -0.1
"Box Butte County",31013,No,161.5 ,130.2, 198.5,21,stable,-0.5 ,-1.6, 0.6
"Boone County",31011,Yes,160.4 ,119.4, 212.1,13,stable,0.2 ,-1.3, 1.7
"Merrick County",31121,Yes,158.5 ,126.5, 197.2,18,stable,-0.3 ,-1.4, 0.8
"Harlan County",31083,Yes,158.1 ,116.1, 214.9,10,stable,0.6 ,-1.0, 2.3
"Sherman County",31163,Yes,157.4 ,107.2, 226.9,8,stable,0.5 ,-1.4, 2.4
"Dixon County",31051,Yes,157 ,120.9, 203,14,stable,0.2 ,-1.2, 1.6
"Buffalo County",31019,Yes,156.9 ,141, 174.1,75,stable,-0.7 ,-1.4, 0.1
"Butler County",31023,Yes,156.7 ,125.9, 193.9,19,falling,-1.8 ,-2.9, -0.6
"Garfield County",31071,Yes,155.4 ,105.4, 232.4,6,stable,-0.9 ,-2.9, 1.1
"Madison County",31119,Yes,153.6 ,136.2, 172.7,62,stable,0.1 ,-0.5, 0.7
"Seward County",31159,Yes,153.1 ,130.2, 179.2,33,falling,-2.5 ,-4.3, -0.7
"Pierce County",31139,Yes,152.9 ,120.4, 192.6,16,stable,0.0 ,-1.1, 1.1
"Lancaster County",31109,Yes,152.5 ,145.9, 159.3,424,falling,-1.2 ,-1.5, -0.9
"Custer County",31041,Yes,152.4 ,127.1, 182.3,27,stable,-0.2 ,-1.2, 0.8
"Red Willow County",31145,Yes,151.7 ,125.5, 182.7,26,falling,-1.0 ,-1.9, -0.1
"Kearney County",31099,Yes,149.5 ,114.3, 193.2,14,falling,-2.0 ,-3.4, -0.7
"Howard County",31093,Yes,149.2 ,116, 190.4,14,falling,-1.3 ,-2.5, -0.1
"Scotts Bluff County",31157,Yes,148.1 ,131.9, 165.9,66,falling,-0.7 ,-1.4, -0.1
"Nuckolls County",31129,Yes,140.9 ,107.6, 185.7,13,falling,-2.1 ,-3.2, -0.9
"Wayne County",31179,Yes,140.6 ,108.8, 179.4,15,stable,0.1 ,-1.3, 1.6
"Antelope County",31003,Yes,137.3 ,106.4, 176.1,15,falling,-1.2 ,-2.3, -0.2
"Holt County",31089,Yes,135.1 ,110.1, 165.1,23,falling,-1.1 ,-2.1, -0.1
"Cherry County",31031,Yes,135 ,103.3, 175.9,13,stable,-1.2 ,-2.6, 0.2
"Phelps County",31137,Yes,135 ,107.3, 168.4,18,stable,0.4 ,-1.0, 1.8
"Thayer County",31169,Yes,133.1 ,102.5, 173.1,15,falling,-1.5 ,-2.8, -0.1
"Valley County",31175,Yes,133 ,98.9, 178.7,11,stable,-0.4 ,-2.0, 1.3
