------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=40&areatype=county&topic=inc&demo=00010&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '40', 'areatype': 'county', 'topic': 'inc', 'demo': '00010', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_004.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=40&areatype=county&topic=inc&demo=00010&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Oklahoma by County
Income: Median family income
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Dollars),Rank within US
"Oklahoma",40000,61541.000000000,"41 of 52"
"United States",00000,70850.000000000,"N/A"
"Adair County",40001,41227.000000000,"2992 of 3141"
"Sequoyah County",40135,42342.000000000,"2945 of 3141"
"Choctaw County",40023,42681.000000000,"2935 of 3141"
"McCurtain County",40089,43256.000000000,"2912 of 3141"
"Jefferson County",40067,44250.000000000,"2870 of 3141"
"Atoka County",40005,45750.000000000,"2796 of 3141"
"Pushmataha County",40127,45938.000000000,"2778 of 3141"
"Ottawa County",40115,47013.000000000,"2707 of 3141"
"Delaware County",40041,47069.000000000,"2704 of 3141"
"Okfuskee County",40107,47261.000000000,"2687 of 3141"
"Seminole County",40133,47483.000000000,"2671 of 3141"
"Craig County",40035,47892.000000000,"2652 of 3141"
"Le Flore County",40079,48080.000000000,"2644 of 3141"
"McIntosh County",40091,49158.000000000,"2575 of 3141"
"Johnston County",40069,49194.000000000,"2573 of 3141"
"Tillman County",40141,49591.000000000,"2539 of 3141"
"Kiowa County",40075,49960.000000000,"2513 of 3141"
"Nowata County",40105,50077.000000000,"2505 of 3141"
"Okmulgee County",40111,50178.000000000,"2500 of 3141"
"Hughes County",40063,50222.000000000,"2493 of 3141"
"Haskell County",40061,50492.000000000,"2464 of 3141"
"Latimer County",40077,50507.000000000,"2461 of 3141"
"Cherokee County",40021,51653.000000000,"2353 of 3141"
"Harmon County",40057,51719.000000000,"2348 of 3141"
"Greer County",40055,52083.000000000,"2307 of 3141"
"Muskogee County",40101,52304.000000000,"2282 of 3141"
"Caddo County",40015,52615.000000000,"2244 of 3141"
"Bryan County",40013,52651.000000000,"2242 of 3141"
"Marshall County",40095,53530.000000000,"2174 of 3141"
"Garvin County",40049,53655.000000000,"2163 of 3141"
"Pawnee County",40117,54242.000000000,"2122 of 3141"
"Jackson County",40065,54295.000000000,"2114 of 3141"
"Kay County",40071,55200.000000000,"2035 of 3141"
"Pottawatomie County",40125,55539.000000000,"2005 of 3141"
"Mayes County",40097,55739.000000000,"1986 of 3141"
"Cimarron County",40025,56406.000000000,"1929 of 3141"
"Custer County",40039,56530.000000000,"1916 of 3141"
"Love County",40085,56678.000000000,"1899 of 3141"
"Cotton County",40033,56716.000000000,"1894 of 3141"
"Pittsburg County",40121,57192.000000000,"1846 of 3141"
"Coal County",40029,57500.000000000,"1811 of 3141"
"Lincoln County",40081,57966.000000000,"1768 of 3141"
"Creek County",40037,58138.000000000,"1746 of 3141"
"Stephens County",40137,58222.000000000,"1736 of 3141"
"Blaine County",40011,58777.000000000,"1687 of 3141"
"Carter County",40019,59026.000000000,"1663 of 3141"
"Pontotoc County",40123,59194.000000000,"1643 of 3141"
"Payne County",40119,59647.000000000,"1593 of 3141"
"Osage County",40113,59834.000000000,"1570 of 3141"
"Washita County",40149,60074.000000000,"1542 of 3141"
"Texas County",40139,60373.000000000,"1502 of 3141"
"Beaver County",40007,60388.000000000,"1500 of 3141"
"Garfield County",40047,60478.000000000,"1491 of 3141"
"Dewey County",40043,61336.000000000,"1407 of 3141"
"Murray County",40099,61476.000000000,"1390 of 3141"
"Washington County",40147,61997.000000000,"1346 of 3141"
"Harper County",40059,62159.000000000,"1330 of 3141"
"Roger Mills County",40129,62292.000000000,"1317 of 3141"
"Beckham County",40009,62372.000000000,"1307 of 3141"
"Comanche County",40031,62556.000000000,"1289 of 3141"
"Ellis County",40045,62850.000000000,"1261 of 3141"
"Oklahoma County",40109,63799.000000000,"1173 of 3141"
"Major County",40093,64012.000000000,"1153 of 3141"
"Noble County",40103,64012.000000000,"1153 of 3141"
"Grant County",40053,64609.000000000,"1101 of 3141"
"Tulsa County",40143,65157.000000000,"1058 of 3141"
"Grady County",40051,65738.000000000,"1008 of 3141"
"Wagoner County",40145,67452.000000000,"891 of 3141"
"Alfalfa County",40003,67469.000000000,"887 of 3141"
"Woodward County",40153,70495.000000000,"700 of 3141"
"Kingfisher County",40073,71070.000000000,"669 of 3141"
"Rogers County",40131,71119.000000000,"667 of 3141"
"McClain County",40087,72700.000000000,"572 of 3141"
"Logan County",40083,73096.000000000,"542 of 3141"
"Cleveland County",40027,73531.000000000,"522 of 3141"
"Woods County",40151,79421.000000000,"327 of 3141"
"Canadian County",40017,80750.000000000,"298 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:21 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Income: Median family income, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#income."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
"Median Incomes over 250,000 have been coded to 250,001 by the Census Bureau. [ http://www2.census.gov/acs2012_5yr/summaryfile/ACS_2008-2012_SF_Tech_Doc.pdf ]"
Data for United States does not include Puerto Rico.
