------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=40&areatype=county&topic=mob&demo=00021&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '40', 'areatype': 'county', 'topic': 'mob', 'demo': '00021', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_012.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=40&areatype=county&topic=mob&demo=00021&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Oklahoma by County
Mobility: Moved from outside US (in past year)
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Moved From Outside US),Rank within US
"Oklahoma",40000,0.4,16492,"18 of 51"
"United States",00000,0.7,2074097,"N/A"
"Dewey County",40043,0.0,0,"1 of 3140"
"Ellis County",40045,0.0,0,"1 of 3140"
"Grant County",40053,0.0,0,"1 of 3140"
"Harmon County",40057,0.0,0,"1 of 3140"
"Nowata County",40105,0.0,0,"1 of 3140"
"Roger Mills County",40129,0.0,0,"1 of 3140"
"Murray County",40099,0.0,2,"392 of 3140"
"Delaware County",40041,0.0,7,"400 of 3140"
"Beckham County",40009,0.0,4,"406 of 3140"
"Marshall County",40095,0.0,4,"439 of 3140"
"Choctaw County",40023,0.0,4,"445 of 3140"
"Seminole County",40133,0.0,11,"546 of 3140"
"Cimarron County",40025,0.0,1,"558 of 3140"
"Cotton County",40033,0.1,3,"586 of 3140"
"Osage County",40113,0.1,26,"605 of 3140"
"Craig County",40035,0.1,9,"646 of 3140"
"Logan County",40083,0.1,28,"648 of 3140"
"Pittsburg County",40121,0.1,31,"714 of 3140"
"Mayes County",40097,0.1,31,"766 of 3140"
"Garvin County",40049,0.1,21,"770 of 3140"
"Kingfisher County",40073,0.1,12,"778 of 3140"
"Jefferson County",40067,0.1,5,"796 of 3140"
"Washita County",40149,0.1,10,"844 of 3140"
"Okmulgee County",40111,0.1,34,"849 of 3140"
"Major County",40093,0.1,7,"867 of 3140"
"Kiowa County",40075,0.1,9,"915 of 3140"
"Muskogee County",40101,0.1,69,"924 of 3140"
"Atoka County",40005,0.1,14,"934 of 3140"
"Cherokee County",40021,0.1,50,"948 of 3140"
"Sequoyah County",40135,0.1,43,"951 of 3140"
"Ottawa County",40115,0.1,33,"953 of 3140"
"Grady County",40051,0.1,57,"956 of 3140"
"Noble County",40103,0.1,12,"958 of 3140"
"Johnston County",40069,0.1,12,"985 of 3140"
"Woods County",40151,0.1,10,"1001 of 3140"
"Hughes County",40063,0.1,15,"1003 of 3140"
"Le Flore County",40079,0.1,59,"1074 of 3140"
"McIntosh County",40091,0.1,24,"1090 of 3140"
"Pawnee County",40117,0.1,20,"1096 of 3140"
"Stephens County",40137,0.1,54,"1096 of 3140"
"Adair County",40001,0.1,27,"1103 of 3140"
"Lincoln County",40081,0.1,43,"1108 of 3140"
"Pushmataha County",40127,0.1,14,"1128 of 3140"
"Pottawatomie County",40125,0.1,90,"1130 of 3140"
"Okfuskee County",40107,0.1,16,"1170 of 3140"
"McCurtain County",40089,0.1,46,"1203 of 3140"
"Creek County",40037,0.1,99,"1214 of 3140"
"Bryan County",40013,0.1,63,"1217 of 3140"
"Coal County",40029,0.1,8,"1220 of 3140"
"Greer County",40055,0.2,9,"1268 of 3140"
"Wagoner County",40145,0.2,119,"1302 of 3140"
"McClain County",40087,0.2,64,"1398 of 3140"
"Latimer County",40077,0.2,18,"1406 of 3140"
"Haskell County",40061,0.2,22,"1428 of 3140"
"Rogers County",40131,0.2,156,"1431 of 3140"
"Beaver County",40007,0.2,10,"1500 of 3140"
"Alfalfa County",40003,0.2,11,"1513 of 3140"
"Custer County",40039,0.2,61,"1627 of 3140"
"Pontotoc County",40123,0.2,90,"1757 of 3140"
"Blaine County",40011,0.3,24,"1820 of 3140"
"Caddo County",40015,0.3,77,"1880 of 3140"
"Canadian County",40017,0.3,357,"1907 of 3140"
"Carter County",40019,0.3,156,"2102 of 3140"
"Woodward County",40153,0.5,98,"2449 of 3140"
"Love County",40085,0.5,47,"2475 of 3140"
"Kay County",40071,0.5,220,"2490 of 3140"
"Cleveland County",40027,0.5,1488,"2597 of 3140"
"Garfield County",40047,0.5,337,"2599 of 3140"
"Washington County",40147,0.6,298,"2637 of 3140"
"Tulsa County",40143,0.6,3749,"2655 of 3140"
"Oklahoma County",40109,0.6,4561,"2659 of 3140"
"Jackson County",40065,0.6,159,"2705 of 3140"
"Tillman County",40141,0.8,59,"2851 of 3140"
"Texas County",40139,1.2,264,"3017 of 3140"
"Comanche County",40031,1.4,1695,"3048 of 3140"
"Payne County",40119,1.4,1137,"3049 of 3140"
"Harper County",40059,1.8,69,"3088 of 3140"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:21 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Mobility: Moved from outside US (in past year), see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#mobility."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
