locale,fips,value (percent),households (language isolation),rank within us,age,areatype,demo,file_name,race,sex,source_url,stateFIPS,topic,type
Oklahoma,40000.0,2.1,30995.0,23 of 51,1,state,15,demographics_007.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=40&areatype=county&topic=lang&demo=00015&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,40,lang,manyareacensus
United States,0.0,4.5,5305440.0,,1,country,15,demographics_007.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=40&areatype=county&topic=lang&demo=00015&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,40,lang,manyareacensus
Pawnee County,40117.0,0.1,8.0,452 of 3140,1,county,15,demographics_007.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=40&areatype=county&topic=lang&demo=00015&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,40,lang,manyareacensus
Hughes County,40063.0,0.2,8.0,567 of 3140,1,county,15,demographics_007.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=40&areatype=county&topic=lang&demo=00015&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,40,lang,manyareacensus
Latimer County,40077.0,0.2,8.0,588 of 3140,1,county,15,demographics_007.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=40&areatype=county&topic=lang&demo=00015&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,40,lang,manyareacensus
Cotton County,40033.0,0.2,5.0,632 of 3140,1,county,15,demographics_007.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=40&areatype=county&topic=lang&demo=00015&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,40,lang,manyareacensus
Osage County,40113.0,0.2,44.0,669 of 3140,1,county,15,demographics_007.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=40&areatype=county&topic=lang&demo=00015&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,40,lang,manyareacensus
Lincoln County,40081.0,0.2,32.0,685 of 3140,1,county,15,demographics_007.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=40&areatype=county&topic=lang&demo=00015&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,40,lang,manyareacensus
Choctaw County,40023.0,0.3,18.0,788 of 3140,1,county,15,demographics_007.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=40&areatype=county&topic=lang&demo=00015&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,40,lang,manyareacensus
Noble County,40103.0,0.3,14.0,792 of 3140,1,county,15,demographics_007.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=40&areatype=county&topic=lang&demo=00015&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,40,lang,manyareacensus
