------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=46&areatype=county&cancer=001&race=00&sex=0&age=136&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '46', 'areatype': 'county', 'cancer': '001', 'race': '00', 'sex': '0', 'age': '136', 'type': 'death', 'file_name': 'deathrates_036.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=46&areatype=county&cancer=001&race=00&sex=0&age=136&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for South Dakota by County

"All Cancer Sites, 2012-2016"

"All Races (includes Hispanic), Both Sexes, Ages 50+"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 161.4?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"South Dakota",46000,No,540.9 ,528.8, 553.2,1575,falling,-0.9 ,-1.1, -0.7
"United States",00000,No,540.6 ,539.9, 541.2,558319,falling,-1.5 ,-1.5, -1.5
"Shannon County",46113,No,803.1 ,633.9, 1002.4,17,falling,-1.9 ,-3.1, -0.8
"Todd County",46121,No,778.7 ,587.9, 1009.9,12,stable,-1.1 ,-2.6, 0.4
"McCook County",46087,No,772 ,616.6, 954.8,18,stable,1.0 ,-0.4, 2.4
"Dewey County",46041,No,728.3 ,529.8, 975.4,9,stable,-0.6 ,-2.3, 1.1
"Bennett County",46007,No,724.8 ,501.6, 1012.7,7,stable,-0.2 ,-2.3, 2.0
"Kingsbury County",46077,No,655 ,515.7, 820.3,16,stable,-0.2 ,-1.4, 1.1
"Hanson County",46061,No,648 ,421.9, 946.6,6,stable,0.2 ,-1.3, 1.6
"Clay County",46027,No,646.9 ,528.1, 784.1,21,stable,-0.6 ,-1.8, 0.6
"Corson County",46031,No,627.7 ,422.9, 896.2,6,stable,-0.8 ,-2.1, 0.6
"Mellette County",46095,No,626 ,373.5, 979,4,stable,0.0 ,-2.1, 2.1
"Gregory County",46053,No,622.1 ,477.4, 796.8,14,stable,-0.2 ,-1.2, 0.9
"Codington County",46029,No,621 ,553.1, 694.9,63,stable,-0.6 ,-1.3, 0.0
"Fall River County",46047,No,611.2 ,503.2, 735.7,23,stable,-0.6 ,-1.4, 0.3
"Jackson County",46071,No,607.6 ,412.3, 864.7,6,stable,-1.3 ,-3.2, 0.6
"Lyman County",46085,No,600 ,425.1, 822.4,8,stable,-1.3 ,-3.1, 0.6
"Minnehaha County",46099,No,592.8 ,561.9, 624.9,294,falling,-0.7 ,-1.0, -0.4
"Faulk County",46049,No,587.3 ,403.9, 825.9,7,*,*,*,*
"Miner County",46097,No,583.8 ,394.3, 832.9,7,stable,15.9 ,-16.1, 60.1
"Brookings County",46011,No,582.9 ,509.4, 663.9,47,stable,-0.2 ,-0.9, 0.6
"Beadle County",46005,No,579.5 ,500.9, 667,41,stable,-0.8 ,-1.5, 0.0
"Sanborn County",46111,No,574.5 ,376.3, 837.8,6,stable,-1.1 ,-3.4, 1.3
"Roberts County",46109,No,573.3 ,472.7, 689,23,stable,-1.0 ,-2.0, 0.1
"Sully County",46119,No,571.4 ,336.7, 907.3,4,stable,-1.4 ,-4.3, 1.5
"Davison County",46035,No,568 ,495.1, 648.7,46,stable,-0.8 ,-1.7, 0.1
"Brule County",46015,No,567 ,429.8, 734.3,12,stable,-0.9 ,-2.3, 0.4
