------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=46&areatype=county&cancer=001&race=01&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '46', 'areatype': 'county', 'cancer': '001', 'race': '01', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_023.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=46&areatype=county&cancer=001&race=01&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for South Dakota by County

"All Cancer Sites, 2012-2016"

"White (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 161.4?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"South Dakota",46000,Yes,157.7 ,154.1, 161.3,1543,falling,-0.9 ,-1.1, -0.7
"United States",00000,No,161.5 ,161.3, 161.7,501895,falling,-1.4 ,-1.4, -1.4
"Bennett County",46007,No,242.6 ,160, 369.7,6,*,*,*,*
"McCook County",46087,No,239.2 ,191.4, 296.6,19,stable,0.9 ,-0.5, 2.3
"Dewey County",46041,No,216 ,133.3, 342.7,4,*,*,*,*
"Hanson County",46061,No,197.7 ,130.9, 285.6,6,stable,0.3 ,-1.3, 1.9
"Kingsbury County",46077,No,195.2 ,152.9, 247.6,16,stable,-0.3 ,-1.5, 0.8
"Miner County",46097,No,191.3 ,127.5, 280.1,7,stable,0.4 ,-1.3, 2.3
"Clay County",46027,No,187.6 ,153.2, 227.7,22,stable,-0.6 ,-1.8, 0.7
"Fall River County",46047,No,183.5 ,148.8, 226.5,22,stable,-0.6 ,-1.6, 0.4
"Codington County",46029,No,181.1 ,161.4, 202.6,64,falling,-0.7 ,-1.3, -0.1
"Corson County",46031,No,178.7 ,104.3, 296.6,4,stable,0.3 ,-2.2, 2.7
"Roberts County",46109,No,177.2 ,140.7, 222.1,20,stable,-0.8 ,-1.9, 0.3
"Minnehaha County",46099,No,175.4 ,166.4, 184.7,303,falling,-0.8 ,-1.1, -0.4
"Faulk County",46049,No,174.7 ,119.7, 251.9,7,stable,-1.4 ,-3.4, 0.6
"Sanborn County",46111,No,171.1 ,112.3, 253.5,6,stable,-1.4 ,-3.4, 0.6
"Brookings County",46011,No,167.5 ,146.5, 190.7,48,stable,-0.3 ,-1.0, 0.4
"Brule County",46015,No,166.4 ,125.3, 218.4,12,stable,-0.7 ,-2.1, 0.8
"Davison County",46035,No,166.2 ,144.7, 190.4,47,stable,-0.9 ,-1.8, 0.0
"Beadle County",46005,No,165.6 ,143, 191.1,41,falling,-1.0 ,-1.8, -0.2
"Brown County",46013,No,165.2 ,148.7, 183.1,80,falling,-0.9 ,-1.6, -0.2
