------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=54&areatype=county&cancer=047&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '54', 'areatype': 'county', 'cancer': '047', 'race': '00', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_012.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=54&areatype=county&cancer=047&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for West Virginia by County

"Lung & Bronchus, 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 45.5?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"West Virginia",54000,No,57 ,55.7, 58.3,1460,falling,-1.7 ,-2.0, -1.3
"United States",00000,Yes,41.9 ,41.8, 42,154342,falling,-3.7 ,-4.3, -3.1
"Boone County",54005,No,82.9 ,68.9, 99.2,26,stable,-0.5 ,-1.6, 0.7
"Lincoln County",54043,No,78.5 ,64.5, 94.9,23,stable,-0.7 ,-2.0, 0.7
"Fayette County",54019,No,74.8 ,65.5, 85.2,48,stable,-0.3 ,-1.1, 0.6
"Logan County",54045,No,74.5 ,63.7, 86.7,36,falling,-1.6 ,-2.6, -0.6
"Wyoming County",54109,No,73.7 ,60.4, 89.4,23,stable,-0.2 ,-1.3, 0.9
"Doddridge County",54017,No,71.3 ,51.2, 97.8,9,stable,-1.4 ,-3.8, 1.1
"Lewis County",54041,No,71 ,56.8, 88.1,18,stable,-0.2 ,-1.5, 1.1
"Clay County",54015,No,70.7 ,51.4, 95.8,9,stable,-1.0 ,-2.6, 0.6
"Mingo County",54059,No,70.7 ,58, 85.6,23,stable,-0.9 ,-2.0, 0.2
"McDowell County",54047,No,70.2 ,57.1, 85.9,21,stable,-0.3 ,-1.4, 0.9
