------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=54&areatype=county&cancer=001&race=00&sex=0&age=136&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '54', 'areatype': 'county', 'cancer': '001', 'race': '00', 'sex': '0', 'age': '136', 'type': 'death', 'file_name': 'deathrates_036.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=54&areatype=county&cancer=001&race=00&sex=0&age=136&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for West Virginia by County

"All Cancer Sites, 2012-2016"

"All Races (includes Hispanic), Both Sexes, Ages 50+"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 161.4?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"West Virginia",54000,No,630.1 ,621.8, 638.5,4518,falling,-1.0 ,-1.1, -0.9
"United States",00000,No,540.6 ,539.9, 541.2,558319,falling,-1.5 ,-1.5, -1.5
"Boone County",54005,No,789.3 ,706.1, 879.5,69,falling,-0.9 ,-1.6, -0.2
"Logan County",54045,No,776.7 ,710.3, 847.7,106,falling,-1.0 ,-1.6, -0.3
"Webster County",54101,No,767 ,645.1, 905.2,29,stable,0.4 ,-0.4, 1.2
"Mingo County",54059,No,751.5 ,670.7, 839.2,68,stable,-0.5 ,-1.0, 0.0
"McDowell County",54047,No,748.6 ,666.6, 837.9,63,stable,-0.5 ,-1.2, 0.1
"Lewis County",54041,No,742.7 ,653.7, 840.6,51,stable,-0.4 ,-1.0, 0.3
"Fayette County",54019,No,737.2 ,681.8, 795.8,135,stable,-0.3 ,-0.8, 0.1
"Gilmer County",54021,No,701.5 ,571.2, 852.7,20,stable,0.1 ,-1.0, 1.3
"Roane County",54087,No,696.3 ,604.8, 797.8,43,stable,-0.4 ,-1.2, 0.3
"Calhoun County",54013,No,692.3 ,569.2, 833.8,23,stable,-0.7 ,-1.7, 0.3
"Clay County",54015,No,686.5 ,569.3, 820.7,25,falling,-1.5 ,-2.4, -0.6
"Monroe County",54063,No,683.8 ,593.8, 783.5,42,stable,-0.1 ,-0.9, 0.7
"Lincoln County",54043,No,681.4 ,601.6, 768.8,55,stable,-0.7 ,-1.5, 0.1
"Wyoming County",54109,No,676.4 ,599, 760.9,59,stable,-0.5 ,-1.2, 0.3
"Pleasants County",54073,No,675.3 ,544.8, 827.2,19,stable,-0.4 ,-1.7, 1.0
"Marion County",54049,No,671.9 ,623.9, 722.6,149,stable,-0.5 ,-1.0, 0.0
"Wirt County",54105,No,666.1 ,520.8, 839.5,15,stable,0.1 ,-1.5, 1.6
