------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=45&areatype=county&cancer=086&stage=211&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '45', 'areatype': 'county', 'cancer': '086', 'stage': '211', 'race': '00', 'sex': '0', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_051.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=45&areatype=county&cancer=086&stage=211&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for South Carolina by County

"Non-Hodgkin Lymphoma (Late Stage^), 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Percent of Cases with Late Stage
"South Carolina(6)",45000,***,10.5 ,10.1, 10.9,598,62.5
"US (SEER+NPCR)(1)",00000,***,12 ,12, 12.1,43387,62.8
"Lexington County(6)",45063,***,13.2 ,11.4, 15.2,41,70.2
"Greenville County(6)",45045,***,12.9 ,11.5, 14.3,69,70.1
"Kershaw County(6)",45055,***,12.6 ,9.1, 17,9,63.9
"Laurens County(6)",45059,***,12.2 ,8.9, 16.3,10,60.5
"Anderson County(6)",45007,***,12.2 ,10.2, 14.4,29,60.9
"Richland County(6)",45079,***,12 ,10.4, 13.7,44,68.4
"Greenwood County(6)",45047,***,11.8 ,8.7, 15.7,10,70.4
"Georgetown County(6)",45043,***,11.7 ,8.4, 15.9,10,58.3
"Chesterfield County(6)",45025,***,11.6 ,7.8, 16.8,6,67.4
"Dorchester County(6)",45035,***,11.6 ,9.2, 14.4,17,58.5
"Spartanburg County(6)",45083,***,11.3 ,9.7, 13,39,69.1
"Colleton County(6)",45029,***,11.3 ,7.3, 16.8,6,73.7
"York County(6)",45091,***,11.1 ,9.3, 13.1,28,65.3
"Berkeley County(6)",45015,***,11 ,9, 13.3,22,64.0
"Edgefield County(6)",45037,***,10.9 ,6.2, 17.8,3,63.0
"Charleston County(6)",45019,***,10.7 ,9.3, 12.3,45,57.8
"Abbeville County(6)",45001,***,10.7 ,6.4, 17.3,4,65.5
"Florence County(6)",45041,***,10.4 ,8.2, 13,16,63.5
"Darlington County(6)",45031,***,10.3 ,7.3, 14.2,8,57.7
