------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=20&areatype=county&topic=inc&demo=00010&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '20', 'areatype': 'county', 'topic': 'inc', 'demo': '00010', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_004.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=20&areatype=county&topic=inc&demo=00010&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Kansas by County
Income: Median family income
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Dollars),Rank within US
"Kansas",20000,70711.000000000,"26 of 52"
"United States",00000,70850.000000000,"N/A"
"Seward County",20175,49830.000000000,"2525 of 3141"
"Wyandotte County",20209,50203.000000000,"2494 of 3141"
"Geary County",20061,50503.000000000,"2463 of 3141"
"Bourbon County",20011,51136.000000000,"2397 of 3141"
"Stanton County",20187,51518.000000000,"2363 of 3141"
"Elk County",20049,52243.000000000,"2285 of 3141"
"Greenwood County",20073,52451.000000000,"2267 of 3141"
"Woodson County",20207,52731.000000000,"2231 of 3141"
"Cherokee County",20021,53042.000000000,"2208 of 3141"
"Jewell County",20089,53060.000000000,"2205 of 3141"
"Montgomery County",20125,53390.000000000,"2186 of 3141"
"Chautauqua County",20019,53581.000000000,"2167 of 3141"
"Brown County",20013,54503.000000000,"2101 of 3141"
"Cloud County",20029,54579.000000000,"2096 of 3141"
"Hamilton County",20075,55288.000000000,"2029 of 3141"
"Labette County",20099,55629.000000000,"1994 of 3141"
"Wilson County",20205,55820.000000000,"1978 of 3141"
"Sherman County",20181,55952.000000000,"1967 of 3141"
"Neosho County",20133,56117.000000000,"1952 of 3141"
"Greeley County",20071,56458.000000000,"1923 of 3141"
"Pawnee County",20145,56563.000000000,"1912 of 3141"
"Cowley County",20035,56644.000000000,"1903 of 3141"
"Ford County",20057,56709.000000000,"1897 of 3141"
"Decatur County",20039,57014.000000000,"1864 of 3141"
"Smith County",20183,57054.000000000,"1859 of 3141"
"Lyon County",20111,57247.000000000,"1843 of 3141"
"Morton County",20129,57292.000000000,"1836 of 3141"
"Anderson County",20003,57500.000000000,"1811 of 3141"
"Edwards County",20047,57500.000000000,"1811 of 3141"
"Crawford County",20037,57545.000000000,"1808 of 3141"
"Osborne County",20141,57813.000000000,"1786 of 3141"
"Allen County",20001,57983.000000000,"1764 of 3141"
"Harper County",20077,58040.000000000,"1759 of 3141"
"Linn County",20107,58116.000000000,"1749 of 3141"
"Graham County",20065,58177.000000000,"1742 of 3141"
"Atchison County",20005,58275.000000000,"1732 of 3141"
"Finney County",20055,58386.000000000,"1723 of 3141"
"Reno County",20155,58915.000000000,"1674 of 3141"
"Ness County",20135,58917.000000000,"1673 of 3141"
"Washington County",20201,59153.000000000,"1647 of 3141"
"Haskell County",20081,59458.000000000,"1613 of 3141"
"Rooks County",20163,59769.000000000,"1580 of 3141"
"Gove County",20063,59833.000000000,"1571 of 3141"
"Clark County",20025,59837.000000000,"1568 of 3141"
"Cheyenne County",20023,60000.000000000,"1549 of 3141"
"Russell County",20167,60556.000000000,"1485 of 3141"
"Phillips County",20147,60827.000000000,"1456 of 3141"
"Stafford County",20185,60917.000000000,"1446 of 3141"
"Dickinson County",20041,61090.000000000,"1427 of 3141"
"Republic County",20157,61159.000000000,"1422 of 3141"
"Chase County",20017,61375.000000000,"1402 of 3141"
"Rice County",20159,61737.000000000,"1368 of 3141"
"Wichita County",20203,61845.000000000,"1360 of 3141"
"Comanche County",20033,62143.000000000,"1335 of 3141"
"Barton County",20009,62281.000000000,"1319 of 3141"
"Meade County",20119,62375.000000000,"1306 of 3141"
"Marion County",20115,62578.000000000,"1286 of 3141"
"Kiowa County",20097,62679.000000000,"1279 of 3141"
"Marshall County",20117,62699.000000000,"1274 of 3141"
"Mitchell County",20123,62934.000000000,"1253 of 3141"
"Morris County",20127,63150.000000000,"1227 of 3141"
"Jackson County",20085,63259.000000000,"1215 of 3141"
"Rawlins County",20153,63292.000000000,"1210 of 3141"
"Lincoln County",20105,63304.000000000,"1209 of 3141"
"Norton County",20137,63505.000000000,"1191 of 3141"
"Ellsworth County",20053,63693.000000000,"1180 of 3141"
"Clay County",20027,63824.000000000,"1171 of 3141"
"Doniphan County",20043,64342.000000000,"1130 of 3141"
"Rush County",20165,64500.000000000,"1112 of 3141"
"Kearny County",20093,65313.000000000,"1044 of 3141"
"Stevens County",20189,65519.000000000,"1022 of 3141"
"Osage County",20139,65612.000000000,"1017 of 3141"
"Franklin County",20059,65974.000000000,"995 of 3141"
"Saline County",20169,66120.000000000,"984 of 3141"
"Riley County",20161,66149.000000000,"982 of 3141"
"Pratt County",20151,66354.000000000,"966 of 3141"
"Logan County",20109,66480.000000000,"959 of 3141"
"Thomas County",20193,66529.000000000,"956 of 3141"
"Ottawa County",20143,66977.000000000,"921 of 3141"
"Sedgwick County",20173,67029.000000000,"919 of 3141"
"Sumner County",20191,67703.000000000,"863 of 3141"
"Gray County",20069,67969.000000000,"848 of 3141"
"Harvey County",20079,68002.000000000,"846 of 3141"
"Grant County",20067,68162.000000000,"835 of 3141"
"Lane County",20101,68250.000000000,"830 of 3141"
"Hodgeman County",20083,68500.000000000,"811 of 3141"
"McPherson County",20113,68684.000000000,"800 of 3141"
"Trego County",20195,69491.000000000,"748 of 3141"
"Shawnee County",20177,69539.000000000,"743 of 3141"
"Barber County",20007,69583.000000000,"741 of 3141"
"Wabaunsee County",20197,69794.000000000,"735 of 3141"
"Kingman County",20095,70000.000000000,"722 of 3141"
"Sheridan County",20179,71563.000000000,"645 of 3141"
"Coffey County",20031,72409.000000000,"589 of 3141"
"Jefferson County",20087,72686.000000000,"574 of 3141"
"Nemaha County",20131,72823.000000000,"565 of 3141"
"Ellis County",20051,73107.000000000,"540 of 3141"
"Scott County",20171,73864.000000000,"503 of 3141"
"Pottawatomie County",20149,75710.000000000,"437 of 3141"
"Butler County",20015,76223.000000000,"413 of 3141"
"Miami County",20121,80057.000000000,"311 of 3141"
"Douglas County",20045,80752.000000000,"297 of 3141"
"Leavenworth County",20103,81137.000000000,"289 of 3141"
"Wallace County",20199,82692.000000000,"257 of 3141"
"Johnson County",20091,101844.000000000,"75 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:16 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Income: Median family income, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#income."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
"Median Incomes over 250,000 have been coded to 250,001 by the Census Bureau. [ http://www2.census.gov/acs2012_5yr/summaryfile/ACS_2008-2012_SF_Tech_Doc.pdf ]"
Data for United States does not include Puerto Rico.
