------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=40&areatype=county&cancer=020&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '40', 'areatype': 'county', 'cancer': '020', 'race': '00', 'sex': '0', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_008.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=40&areatype=county&cancer=020&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Oklahoma by County

"Colon & Rectum (All Stages^), 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 39.9?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Oklahoma(6,10)",40000,No,42.4 ,41.5, 43.3,1843,stable,-0.9 ,-3.9, 2.1
"US (SEER+NPCR)(1,10)",00000,Yes,38.7 ,38.6, 38.8,140982,falling,-1.3 ,-2.1, -0.6
"Kiowa County(6,10)",40075,No,81.5 ,59.1, 110,10,stable,-7.7 ,-28.3, 18.8
"Garvin County(6,10)",40049,No,59.4 ,48.4, 72.4,21,stable,-8.3 ,-29.5, 19.4
"Cotton County(6,10)",40033,No,57.2 ,36.4, 86.9,5,stable,4.6 ,-26.0, 47.7
"Craig County(6,10)",40035,No,56.9 ,43, 74.4,12,stable,0.5 ,-19.9, 26.1
"Haskell County(6,10)",40061,No,56.8 ,41.9, 75.8,10,stable,7.3 ,-11.5, 30.2
"Coal County(6,10)",40029,No,55.3 ,35.2, 84.6,5,stable,-6.4 ,-26.6, 19.4
"Beckham County(6,10)",40009,No,55.1 ,42.5, 70.2,13,stable,-1.6 ,-37.2, 54.2
"Adair County(6,10)",40001,No,54.8 ,42.5, 69.7,14,stable,-0.1 ,-25.9, 34.6
"Blaine County(6,10)",40011,No,54.1 ,37.6, 76.2,7,stable,-16.4 ,-53.8, 51.3
"Kay County(6,10)",40071,No,52.8 ,44.4, 62.3,30,stable,1.8 ,-11.0, 16.4
"Alfalfa County(6,10)",40003,No,52.6 ,32.2, 82.7,4,stable,-15.9 ,-48.5, 37.2
"Choctaw County(6,10)",40023,No,52.5 ,39.4, 69.1,11,stable,1.3 ,-24.4, 35.7
"Kingfisher County(6,10)",40073,No,52.5 ,38.3, 70.3,9,stable,13.7 ,-14.5, 51.0
"Noble County(6,10)",40103,No,51.7 ,36.7, 71.5,8,stable,-20.9 ,-58.9, 52.2
"Okmulgee County(6,10)",40111,No,51.4 ,42.7, 61.5,25,stable,2.9 ,-21.5, 35.0
"Creek County(6,10)",40037,No,51.3 ,44.7, 58.6,46,stable,1.1 ,-19.1, 26.2
"Bryan County(6,10)",40013,No,50.2 ,41.9, 59.8,27,stable,3.9 ,-15.4, 27.7
"Texas County(6,10)",40139,No,49 ,35.9, 65.1,10,stable,-3.3 ,-18.0, 14.0
"Pushmataha County(6,10)",40127,No,48.3 ,33.9, 67.5,8,stable,-1.7 ,-21.0, 22.3
"Love County(6,10)",40085,No,48.1 ,32.1, 69.9,6,stable,-5.1 ,-20.3, 13.1
"Murray County(6,10)",40099,No,47.9 ,34.6, 65.1,9,stable,-3.5 ,-23.3, 21.3
"Pontotoc County(6,10)",40123,No,47.6 ,38.6, 57.9,21,stable,4.9 ,-13.6, 27.5
"Jefferson County(6,10)",40067,No,46.9 ,28, 74.7,4,stable,-20.0 ,-53.4, 37.4
"Tillman County(6,10)",40141,No,46.6 ,29.3, 71.1,5,stable,-11.3 ,-40.0, 31.2
"Caddo County(6,10)",40015,No,46.4 ,36.8, 57.8,17,falling,-9.8 ,-16.3, -2.7
"McCurtain County(6,10)",40089,No,46.2 ,37, 57,19,stable,-7.4 ,-30.9, 24.2
"Comanche County(6,10)",40031,No,45.9 ,40.5, 51.8,54,stable,-0.2 ,-13.0, 14.4
"Logan County(6,10)",40083,No,45.9 ,37.5, 55.6,22,stable,-11.3 ,-28.4, 9.9
"Washita County(6,10)",40149,No,45.7 ,30.5, 66,6,stable,17.4 ,-19.9, 72.1
"Woods County(6,10)",40151,No,44.8 ,28.3, 67.8,5,stable,23.3 ,-22.0, 94.9
"Muskogee County(6,10)",40101,No,44.8 ,38.6, 51.7,39,stable,1.1 ,-9.1, 12.5
"Carter County(6,10)",40019,No,44.4 ,36.9, 53,26,stable,8.6 ,-14.8, 38.4
"Jackson County(6,10)",40065,No,44.1 ,33.4, 57.1,12,stable,-1.6 ,-18.4, 18.8
"Custer County(6,10)",40039,No,43.9 ,33.4, 56.5,12,stable,0.5 ,-23.9, 32.6
"Seminole County(6,10)",40133,No,43.4 ,33.8, 55.1,14,stable,3.3 ,-27.8, 48.0
