------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=40&areatype=county&cancer=040&stage=211&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '40', 'areatype': 'county', 'cancer': '040', 'stage': '211', 'race': '00', 'sex': '0', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_054.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=40&areatype=county&cancer=040&stage=211&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Oklahoma by County

"Pancreas (Late Stage^), 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Percent of Cases with Late Stage
"Oklahoma(6)",40000,***,8.5 ,8.1, 8.9,380,73.2
"US (SEER+NPCR)(1)",00000,***,9.8 ,9.8, 9.9,36450,77.2
"Jackson County(6)",40065,***,14 ,8.4, 22.1,4,73.1
"Marshall County(6)",40095,***,13 ,7.2, 22.3,3,84.2
"Bryan County(6)",40013,***,11 ,7.3, 16,6,78.4
"Caddo County(6)",40015,***,10.2 ,6.1, 16.2,4,65.5
"Garfield County(6)",40047,***,10.1 ,7, 14,7,78.7
"Cherokee County(6)",40021,***,9.7 ,6.3, 14.3,5,69.2
"Muskogee County(6)",40101,***,9.6 ,6.8, 13.3,8,75.5
"Grady County(6)",40051,***,9.6 ,6.5, 13.9,6,73.8
"Washington County(6)",40147,***,9.6 ,6.7, 13.5,7,81.8
"Cleveland County(6)",40027,***,9.5 ,7.9, 11.4,25,84.4
"McClain County(6)",40087,***,9.4 ,5.6, 14.8,4,82.6
"Canadian County(6)",40017,***,9.3 ,7.1, 12.1,12,75.6
"Pottawatomie County(6)",40125,***,9.2 ,6.5, 12.8,7,77.1
"Garvin County(6)",40049,***,9.2 ,5.1, 15.3,3,66.7
"Tulsa County(6)",40143,***,9.2 ,8.1, 10.3,61,76.0
"Creek County(6)",40037,***,9.2 ,6.6, 12.4,9,73.3
"Oklahoma County(6)",40109,***,8.9 ,8, 9.9,71,73.3
"Osage County(6)",40113,***,8.8 ,5.8, 12.8,6,85.3
"Mayes County(6)",40097,***,8.7 ,5.5, 13.3,5,72.7
"Lincoln County(6)",40081,***,8.6 ,5.3, 13.5,4,80.8
"Payne County(6)",40119,***,8.6 ,5.8, 12.3,6,78.9
"Pittsburg County(6)",40121,***,8.3 ,5.3, 12.4,5,78.1
"Wagoner County(6)",40145,***,8.2 ,5.7, 11.5,7,77.1
"Logan County(6)",40083,***,8.2 ,4.9, 12.8,4,74.1
"Carter County(6)",40019,***,8 ,5.1, 11.9,5,73.5
"Comanche County(6)",40031,***,7.8 ,5.7, 10.4,9,74.2
"McCurtain County(6)",40089,***,7.4 ,4.2, 12.3,3,61.5
"Rogers County(6)",40131,***,7.2 ,5.1, 9.9,8,75.5
"Sequoyah County(6)",40135,***,7.1 ,4.3, 11.3,4,62.5
"Kay County(6)",40071,***,6.5 ,3.8, 10.4,4,70.4
"Delaware County(6)",40041,***,6.3 ,4, 9.8,5,63.2
"Stephens County(6)",40137,***,6.2 ,3.7, 10,4,50.0
"Okmulgee County(6)",40111,***,6.2 ,3.6, 10.2,3,73.9
"Adair County(6)",40001,***,* ,*, *,3 or fewer,*
"Alfalfa County(6)",40003,***,* ,*, *,3 or fewer,*
"Atoka County(6)",40005,***,* ,*, *,3 or fewer,*
"Beaver County(6)",40007,***,* ,*, *,3 or fewer,*
"Beckham County(6)",40009,***,* ,*, *,3 or fewer,*
