------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=21&areatype=county&topic=pop&demo=00101&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '21', 'areatype': 'county', 'topic': 'pop', 'demo': '00101', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_024.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=21&areatype=county&topic=pop&demo=00101&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Kentucky by County
Population: Non-Hispanic (Origin Recode)
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Non-Hispanic [Origin Recode]),Rank within US
"United States",00000,82.4,264493836,"N/A"
"Kentucky",21000,96.6,4272304,"46 of 52"
"Shelby County",21211,90.9,41658,"804 of 3141"
"Christian County",21047,92.5,67004,"939 of 3141"
"Fayette County",21067,93.0,293166,"997 of 3141"
"Bourbon County",21017,93.3,18683,"1037 of 3141"
"Carroll County",21041,93.4,9990,"1045 of 3141"
"Woodford County",21239,93.4,24123,"1048 of 3141"
"Graves County",21083,93.9,34986,"1109 of 3141"
"Hardin County",21093,94.4,101676,"1201 of 3141"
"Gallatin County",21077,94.8,8200,"1268 of 3141"
"Webster County",21233,94.8,12499,"1282 of 3141"
"Warren County",21227,94.9,117507,"1296 of 3141"
"Jefferson County",21111,95.0,726222,"1320 of 3141"
"Scott County",21209,95.7,50067,"1471 of 3141"
"Washington County",21229,95.7,11483,"1473 of 3141"
"Boone County",21015,95.9,122481,"1547 of 3141"
"Oldham County",21185,96.2,62168,"1610 of 3141"
"Todd County",21219,96.2,11905,"1611 of 3141"
"Meade County",21163,96.2,27368,"1614 of 3141"
"Russell County",21207,96.4,17096,"1676 of 3141"
"Ohio County",21183,96.6,23239,"1724 of 3141"
"McCreary County",21147,96.6,17148,"1738 of 3141"
"Boyle County",21021,96.8,28815,"1788 of 3141"
"Henry County",21103,96.8,15173,"1791 of 3141"
"Jessamine County",21113,96.8,50009,"1794 of 3141"
"Larue County",21123,96.8,13650,"1797 of 3141"
"Butler County",21031,96.9,12336,"1826 of 3141"
"Wayne County",21231,96.9,20054,"1842 of 3141"
"Franklin County",21073,97.0,48448,"1861 of 3141"
"Barren County",21009,97.0,42099,"1868 of 3141"
"Kenton County",21117,97.0,159051,"1879 of 3141"
"Monroe County",21171,97.0,10327,"1888 of 3141"
"Trimble County",21223,97.1,8449,"1940 of 3141"
"Daviess County",21059,97.1,96428,"1941 of 3141"
"Casey County",21045,97.2,15359,"1955 of 3141"
"Clinton County",21053,97.2,9926,"1987 of 3141"
"Clark County",21049,97.3,34780,"2003 of 3141"
"Logan County",21141,97.3,26122,"2026 of 3141"
"Mercer County",21167,97.3,20808,"2042 of 3141"
"Montgomery County",21173,97.3,26819,"2048 of 3141"
"Grant County",21081,97.3,24142,"2049 of 3141"
"Calloway County",21035,97.4,37612,"2066 of 3141"
"Owen County",21187,97.4,10410,"2074 of 3141"
"Marion County",21155,97.5,18842,"2087 of 3141"
"Clay County",21051,97.5,20336,"2096 of 3141"
"Pulaski County",21199,97.6,62433,"2159 of 3141"
"Henderson County",21101,97.6,45160,"2179 of 3141"
"McCracken County",21145,97.6,63747,"2181 of 3141"
"Madison County",21151,97.7,86337,"2209 of 3141"
"Taylor County",21217,97.7,24823,"2218 of 3141"
"Carlisle County",21039,97.7,4778,"2220 of 3141"
"Harrison County",21097,97.7,18210,"2242 of 3141"
"Simpson County",21213,97.8,17482,"2248 of 3141"
"Garrard County",21079,97.8,16842,"2250 of 3141"
"Robertson County",21201,97.8,2113,"2255 of 3141"
"Nelson County",21179,97.9,44202,"2352 of 3141"
"Trigg County",21221,98.0,14001,"2382 of 3141"
"Spencer County",21215,98.0,17657,"2403 of 3141"
"Rowan County",21205,98.0,23916,"2410 of 3141"
"Hopkins County",21107,98.1,45090,"2414 of 3141"
"Allen County",21003,98.1,20231,"2421 of 3141"
"Campbell County",21037,98.1,90039,"2424 of 3141"
"Union County",21225,98.1,14635,"2448 of 3141"
"Martin County",21159,98.1,11949,"2461 of 3141"
"Adair County",21001,98.2,18948,"2467 of 3141"
"Bullitt County",21029,98.2,77223,"2508 of 3141"
"Hart County",21099,98.3,18210,"2532 of 3141"
"Boyd County",21019,98.3,47660,"2559 of 3141"
"Livingston County",21139,98.3,9133,"2571 of 3141"
"Anderson County",21005,98.3,21651,"2578 of 3141"
"Bracken County",21023,98.4,8196,"2602 of 3141"
"Lincoln County",21137,98.4,24028,"2618 of 3141"
"Powell County",21197,98.4,12157,"2642 of 3141"
"Nicholas County",21181,98.5,6952,"2653 of 3141"
"Bath County",21011,98.5,12003,"2661 of 3141"
"Laurel County",21125,98.5,58994,"2667 of 3141"
"Muhlenberg County",21177,98.5,30690,"2692 of 3141"
"Metcalfe County",21169,98.5,9842,"2694 of 3141"
"Hancock County",21091,98.5,8573,"2711 of 3141"
"Marshall County",21157,98.6,30725,"2716 of 3141"
"Hickman County",21105,98.7,4563,"2778 of 3141"
