------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=56&areatype=county&topic=pop&demo=00029&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '56', 'areatype': 'county', 'topic': 'pop', 'demo': '00029', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_017.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=56&areatype=county&topic=pop&demo=00029&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Wyoming by County
Population: Age 50 and over
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 50 And Over),Rank within US
"United States",00000,34.5,110609456,"N/A"
"Wyoming",56000,34.9,203442,"30 of 52"
"Albany County",56001,24.7,9390,"3103 of 3141"
"Campbell County",56005,27.6,13270,"3009 of 3141"
"Sweetwater County",56037,29.5,13155,"2908 of 3141"
"Uinta County",56041,31.9,6630,"2731 of 3141"
"Teton County",56039,32.1,7361,"2713 of 3141"
"Natrona County",56025,33.6,27189,"2562 of 3141"
"Laramie County",56021,34.5,33457,"2441 of 3141"
"Carbon County",56007,36.2,5673,"2177 of 3141"
"Converse County",56009,36.6,5180,"2110 of 3141"
"Lincoln County",56023,36.9,6942,"2034 of 3141"
"Fremont County",56013,37.5,15148,"1884 of 3141"
"Sublette County",56035,38.6,3876,"1665 of 3141"
"Niobrara County",56027,40.0,991,"1348 of 3141"
"Big Horn County",56003,40.0,4767,"1341 of 3141"
"Sheridan County",56033,40.9,12262,"1123 of 3141"
"Washakie County",56043,41.8,3451,"956 of 3141"
"Weston County",56045,42.1,2995,"914 of 3141"
"Crook County",56011,42.3,3108,"874 of 3141"
"Goshen County",56015,42.6,5744,"824 of 3141"
"Park County",56029,43.2,12633,"739 of 3141"
"Johnson County",56019,44.2,3784,"601 of 3141"
"Platte County",56031,47.0,4094,"335 of 3141"
"Hot Springs County",56017,49.4,2342,"202 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:03 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 50 and over, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
