------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=36&areatype=county&topic=pop&demo=00028&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '36', 'areatype': 'county', 'topic': 'pop', 'demo': '00028', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_016.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=36&areatype=county&topic=pop&demo=00028&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for New York by County
Population: Age 40 and over
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 40 And Over),Rank within US
"United States",00000,47.3,151838062,"N/A"
"New York",36000,48.1,9521582,"24 of 52"
"Tompkins County",36109,39.4,41129,"3009 of 3141"
"Jefferson County",36045,39.7,46266,"2998 of 3141"
"Bronx County",36005,41.5,603537,"2917 of 3141"
"Kings County",36047,42.4,1117300,"2871 of 3141"
"New York County",36061,45.6,754069,"2601 of 3141"
"Rockland County",36087,46.0,149519,"2557 of 3141"
"Cortland County",36023,46.0,22251,"2553 of 3141"
"Orange County",36071,46.4,175507,"2506 of 3141"
"Queens County",36081,47.6,1113076,"2346 of 3141"
"Albany County",36001,47.6,146831,"2345 of 3141"
"St. Lawrence County",36089,48.0,53215,"2265 of 3141"
"Allegany County",36003,48.5,22993,"2183 of 3141"
"Monroe County",36055,48.6,363744,"2173 of 3141"
"Onondaga County",36067,48.8,228086,"2146 of 3141"
"Clinton County",36019,49.2,39962,"2061 of 3141"
"Broome County",36007,49.6,97325,"1983 of 3141"
"Schenectady County",36093,49.7,77221,"1962 of 3141"
"Oswego County",36075,49.8,59682,"1952 of 3141"
"Rensselaer County",36083,49.9,79757,"1926 of 3141"
"Richmond County",36085,49.9,237550,"1925 of 3141"
"Erie County",36029,50.4,465278,"1830 of 3141"
"Franklin County",36033,50.5,25766,"1799 of 3141"
"Livingston County",36051,50.6,32552,"1777 of 3141"
"Westchester County",36119,50.8,495276,"1717 of 3141"
"Oneida County",36065,51.1,118797,"1636 of 3141"
"Montgomery County",36057,51.1,25312,"1635 of 3141"
"Madison County",36053,51.4,36852,"1582 of 3141"
"Yates County",36123,51.4,12882,"1581 of 3141"
"Suffolk County",36103,51.4,770487,"1561 of 3141"
"Chemung County",36015,51.6,44856,"1518 of 3141"
"Nassau County",36059,51.9,707472,"1453 of 3141"
"Dutchess County",36027,52.0,153645,"1441 of 3141"
"Lewis County",36049,52.0,13953,"1436 of 3141"
"Wyoming County",36121,52.1,21304,"1400 of 3141"
"Cattaraugus County",36009,52.1,40758,"1394 of 3141"
"Otsego County",36077,52.2,31737,"1365 of 3141"
"Chautauqua County",36013,52.3,68490,"1339 of 3141"
"Seneca County",36099,52.7,18377,"1236 of 3141"
"Orleans County",36073,52.8,21957,"1225 of 3141"
"Saratoga County",36091,52.8,119681,"1223 of 3141"
"Steuben County",36101,52.9,51585,"1200 of 3141"
"Cayuga County",36011,52.9,41439,"1196 of 3141"
"Niagara County",36063,53.1,112886,"1153 of 3141"
"Sullivan County",36105,53.4,40434,"1099 of 3141"
"Genesee County",36037,53.6,31389,"1030 of 3141"
"Herkimer County",36043,53.7,33802,"1014 of 3141"
"Ontario County",36069,53.7,58824,"1012 of 3141"
"Wayne County",36117,54.0,49358,"966 of 3141"
"Tioga County",36107,54.1,26676,"941 of 3141"
"Washington County",36115,54.3,33789,"889 of 3141"
"Ulster County",36111,54.4,97928,"887 of 3141"
"Fulton County",36035,54.4,29359,"878 of 3141"
"Schoharie County",36095,54.4,17210,"869 of 3141"
"Putnam County",36079,54.5,54236,"854 of 3141"
"Chenango County",36017,55.1,26875,"752 of 3141"
"Greene County",36039,56.1,26825,"594 of 3141"
"Schuyler County",36097,57.0,10325,"487 of 3141"
"Delaware County",36025,57.2,26272,"462 of 3141"
"Warren County",36113,57.2,37033,"449 of 3141"
"Essex County",36031,57.6,22023,"402 of 3141"
"Columbia County",36021,58.3,35815,"348 of 3141"
"Hamilton County",36041,65.6,3047,"47 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:19 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 40 and over, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
