------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=36&areatype=county&topic=pop&demo=00103&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '36', 'areatype': 'county', 'topic': 'pop', 'demo': '00103', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_015.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=36&areatype=county&topic=pop&demo=00103&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for New York by County
Population: Age 40-64
"Age N/A, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 40-64),Rank within US
"United States",00000,32.4,104105673,"N/A"
"New York",36000,32.9,6513231,"35 of 52"
"Tompkins County",36109,26.7,27839,"108 of 3141"
"Jefferson County",36045,27.5,32021,"148 of 3141"
"Kings County",36047,29.6,779559,"334 of 3141"
"Bronx County",36005,29.7,432260,"352 of 3141"
"New York County",36061,30.3,501351,"451 of 3141"
"Cortland County",36023,30.6,14792,"505 of 3141"
"Rockland County",36087,30.9,100431,"573 of 3141"
"Allegany County",36003,31.1,14764,"634 of 3141"
"Broome County",36007,31.7,62231,"816 of 3141"
"Albany County",36001,32.0,98696,"903 of 3141"
"St. Lawrence County",36089,32.2,35738,"1011 of 3141"
"Yates County",36123,32.4,8119,"1062 of 3141"
"Monroe County",36055,32.7,245077,"1206 of 3141"
"Otsego County",36077,33.0,20035,"1327 of 3141"
"Onondaga County",36067,33.0,154535,"1359 of 3141"
"Montgomery County",36057,33.3,16460,"1456 of 3141"
"Queens County",36081,33.3,778238,"1466 of 3141"
"Orange County",36071,33.4,126495,"1562 of 3141"
"Oneida County",36065,33.5,77778,"1580 of 3141"
"Erie County",36029,33.5,309461,"1587 of 3141"
"Schenectady County",36093,33.6,52101,"1620 of 3141"
"Clinton County",36019,33.8,27428,"1739 of 3141"
"Chautauqua County",36013,33.8,44260,"1777 of 3141"
"Rensselaer County",36083,34.3,54801,"2010 of 3141"
"Chemung County",36015,34.4,29858,"2047 of 3141"
"Delaware County",36025,34.4,15808,"2070 of 3141"
"Livingston County",36051,34.4,22165,"2090 of 3141"
"Cattaraugus County",36009,34.5,26947,"2113 of 3141"
"Herkimer County",36043,34.7,21855,"2219 of 3141"
"Westchester County",36119,34.8,339016,"2239 of 3141"
"Richmond County",36085,34.8,165856,"2299 of 3141"
"Steuben County",36101,35.0,34096,"2343 of 3141"
"Franklin County",36033,35.0,17857,"2354 of 3141"
"Madison County",36053,35.0,25129,"2374 of 3141"
"Schoharie County",36095,35.0,11073,"2380 of 3141"
"Oswego County",36075,35.0,41997,"2384 of 3141"
"Seneca County",36099,35.1,12219,"2395 of 3141"
"Nassau County",36059,35.1,478914,"2420 of 3141"
"Lewis County",36049,35.3,9478,"2475 of 3141"
"Niagara County",36063,35.4,75269,"2507 of 3141"
"Ontario County",36069,35.5,38898,"2554 of 3141"
"Cayuga County",36011,35.5,27829,"2556 of 3141"
"Tioga County",36107,35.6,17537,"2566 of 3141"
"Greene County",36039,35.8,17123,"2653 of 3141"
"Suffolk County",36103,35.8,536590,"2654 of 3141"
"Sullivan County",36105,35.9,27198,"2672 of 3141"
"Dutchess County",36027,35.9,106223,"2679 of 3141"
"Chenango County",36017,35.9,17528,"2683 of 3141"
"Genesee County",36037,36.0,21088,"2713 of 3141"
"Wyoming County",36121,36.0,14737,"2724 of 3141"
"Essex County",36031,36.2,13847,"2766 of 3141"
"Fulton County",36035,36.2,19557,"2772 of 3141"
"Saratoga County",36091,36.3,82310,"2789 of 3141"
"Orleans County",36073,36.3,15112,"2796 of 3141"
"Ulster County",36111,36.4,65507,"2802 of 3141"
"Washington County",36115,36.6,22755,"2843 of 3141"
"Columbia County",36021,36.7,22542,"2854 of 3141"
"Wayne County",36117,36.8,33633,"2879 of 3141"
"Warren County",36113,36.9,23906,"2912 of 3141"
"Schuyler County",36097,37.6,6817,"3008 of 3141"
"Hamilton County",36041,38.0,1765,"3030 of 3141"
"Putnam County",36079,38.9,38722,"3072 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:19 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 40-64, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
