------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=32&areatype=county&topic=pop&demo=00029&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '32', 'areatype': 'county', 'topic': 'pop', 'demo': '00029', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_017.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=32&areatype=county&topic=pop&demo=00029&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Nevada by County
Population: Age 50 and over
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 50 And Over),Rank within US
"Nevada",32000,33.5,967430,"42 of 52"
"United States",00000,34.5,110609456,"N/A"
"Elko County",32007,29.0,15205,"2943 of 3141"
"Clark County",32003,31.9,673505,"2740 of 3141"
"Humboldt County",32013,32.1,5477,"2718 of 3141"
"Washoe County",32031,35.1,156565,"2326 of 3141"
"Pershing County",32027,36.5,2431,"2119 of 3141"
"White Pine County",32033,37.2,3667,"1975 of 3141"
"Lincoln County",32017,38.3,1992,"1720 of 3141"
"Churchill County",32001,38.4,9234,"1694 of 3141"
"Lander County",32015,39.1,2301,"1562 of 3141"
"Carson City",32510,41.1,22273,"1085 of 3141"
"Lyon County",32019,42.3,22147,"866 of 3141"
"Eureka County",32011,45.5,786,"466 of 3141"
"Mineral County",32021,45.5,2035,"465 of 3141"
"Esmeralda County",32009,48.5,535,"238 of 3141"
"Douglas County",32005,50.8,24212,"143 of 3141"
"Nye County",32023,52.5,22747,"97 of 3141"
"Storey County",32029,59.6,2318,"16 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:01 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 50 and over, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
