------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=48&areatype=county&cancer=001&race=00&sex=0&age=006&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '48', 'areatype': 'county', 'cancer': '001', 'race': '00', 'sex': '0', 'age': '006', 'type': 'death', 'file_name': 'deathrates_034.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=48&areatype=county&cancer=001&race=00&sex=0&age=006&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Texas by County

"All Cancer Sites, 2012-2016"

"All Races (includes Hispanic), Both Sexes, Ages <65"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 161.4?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Texas",48000,Yes,50 ,49.6, 50.4,13260,falling,-1.5 ,-1.8, -1.1
"United States",00000,Yes,51.3 ,51.2, 51.4,177172,falling,-1.4 ,-1.6, -1.3
"Anderson County",48001,Yes,106 ,94.9, 118.1,68,stable,-1.3 ,-3.5, 1.0
"Donley County",48129,Yes,95.1 ,54.2, 158.3,4,*,*,*,*
"Morris County",48343,Yes,89.2 ,67.2, 116.7,12,stable,-0.5 ,-1.9, 0.9
"Hamilton County",48193,Yes,87.8 ,61.2, 123.4,8,stable,0.1 ,-1.8, 2.1
"Panola County",48365,Yes,84.9 ,69.1, 103.5,22,stable,-0.8 ,-2.1, 0.5
"Trinity County",48455,Yes,83.5 ,64.4, 107.4,15,stable,-0.3 ,-2.2, 1.6
"Delta County",48119,Yes,82.8 ,52.4, 126.5,5,*,*,*,*
"Marion County",48315,Yes,82.2 ,61.2, 109.8,11,stable,-0.2 ,-1.7, 1.3
"Duval County",48131,Yes,81.9 ,59.2, 110.7,9,stable,0.3 ,-1.7, 2.3
"Refugio County",48391,Yes,81.3 ,54.7, 117.4,7,stable,1.4 ,-1.0, 3.7
"Newton County",48351,Yes,80.5 ,60, 106,12,stable,-0.9 ,-2.1, 0.4
"Jasper County",48241,Yes,77.3 ,65.2, 91.3,31,stable,-1.3 ,-2.6, 0.0
"Haskell County",48207,Yes,77.3 ,50.1, 116.4,5,*,*,*,*
"Crosby County",48107,Yes,77.1 ,46.3, 120.8,4,stable,0.4 ,-2.1, 3.0
"Leon County",48289,Yes,76.7 ,59.7, 97.7,16,stable,-0.9 ,-2.0, 0.3
"Montague County",48337,Yes,76.3 ,59.7, 96.4,16,stable,-1.0 ,-2.4, 0.4
"Cass County",48067,Yes,75.7 ,62.8, 90.8,27,stable,-0.8 ,-1.8, 0.2
"Palo Pinto County",48363,Yes,75.4 ,62, 91.1,24,falling,-1.8 ,-2.6, -0.9
"Sabine County",48403,Yes,75.1 ,51.9, 106.2,9,stable,-0.6 ,-2.0, 0.8
"Aransas County",48007,Yes,74.9 ,60.4, 92.4,22,stable,-0.6 ,-1.8, 0.5
"Orange County",48361,Yes,74.1 ,66.3, 82.5,71,falling,-1.2 ,-1.9, -0.5
"Henderson County",48213,Yes,73.8 ,65.7, 82.7,67,falling,-0.9 ,-1.7, -0.2
"Brown County",48049,Yes,73.3 ,61.5, 86.8,30,stable,-0.8 ,-1.8, 0.3
"Brooks County",48047,Yes,72.9 ,46.7, 109.1,5,stable,-0.2 ,-2.8, 2.5
"Polk County",48373,Yes,72.8 ,62.7, 84.3,41,falling,-1.4 ,-2.4, -0.4
"Limestone County",48293,Yes,72.5 ,58.5, 89.1,20,stable,-1.0 ,-2.0, 0.0
"Coleman County",48083,Yes,71.9 ,48.4, 104.1,7,stable,-0.5 ,-2.7, 1.8
"Mitchell County",48335,Yes,71.8 ,48.4, 103.1,6,*,*,*,*
"Bowie County",48037,Yes,71.6 ,64.2, 79.7,71,falling,-1.1 ,-1.9, -0.3
"Dawson County",48115,Yes,71.5 ,51.5, 96.7,9,stable,0.0 ,-1.8, 1.8
"Hunt County",48231,Yes,70.9 ,63.3, 79.1,68,falling,-1.0 ,-1.8, -0.2
"Camp County",48063,Yes,70.3 ,50.9, 95,10,stable,-1.5 ,-3.1, 0.2
"Real County",48385,Yes,69.9 ,37.5, 126.7,3,*,*,*,*
"Jackson County",48239,Yes,69.9 ,52, 92.4,11,stable,-0.3 ,-1.8, 1.2
"Scurry County",48415,Yes,69.6 ,53, 90,12,stable,-0.8 ,-2.2, 0.7
"Tyler County",48457,Yes,69.1 ,54.3, 87,16,falling,-1.2 ,-2.2, -0.1
"Grimes County",48185,Yes,68.5 ,56, 83.2,23,stable,-0.9 ,-1.9, 0.2
"Nolan County",48353,Yes,68.3 ,50.5, 90.7,11,stable,-0.8 ,-2.3, 0.7
"Franklin County",48159,Yes,68.1 ,47.7, 95.2,8,stable,-2.2 ,-4.3, 0.0
"Matagorda County",48321,Yes,67.9 ,56.3, 81.3,27,stable,-0.9 ,-2.0, 0.1
"Lamar County",48277,Yes,67.5 ,57.8, 78.5,36,falling,-1.5 ,-2.2, -0.7
"San Saba County",48411,Yes,67.2 ,40.6, 106.6,4,stable,-0.2 ,-2.7, 2.3
"Galveston County",48167,Yes,67.1 ,63.2, 71.1,239,falling,-1.5 ,-1.8, -1.2
"Milam County",48331,Yes,67 ,53.8, 82.9,19,stable,-0.5 ,-2.0, 0.9
"San Jacinto County",48407,Yes,67 ,54.4, 82,23,stable,-0.8 ,-2.1, 0.5
"Hardin County",48199,Yes,66.9 ,57.9, 77,42,falling,-1.2 ,-2.1, -0.3
"Kimble County",48267,Yes,66.6 ,38.5, 111.9,4,*,*,*,*
"Liberty County",48291,Yes,66.3 ,58.7, 74.7,57,falling,-2.1 ,-3.0, -1.2
"Gray County",48179,Yes,66.2 ,52, 83.3,15,stable,-1.1 ,-2.6, 0.3
"Callahan County",48059,Yes,66.1 ,48.7, 88.5,11,stable,-0.8 ,-2.1, 0.6
"Hill County",48217,Yes,65.5 ,54.2, 78.7,26,stable,-1.3 ,-2.6, 0.0
"Coryell County",48099,Yes,65.3 ,56.5, 75.1,39,falling,-1.2 ,-2.1, -0.2
"Wheeler County",48483,Yes,65.1 ,40.2, 101.7,4,*,*,*,*
"Wise County",48497,Yes,65 ,56.6, 74.4,45,falling,-1.2 ,-2.0, -0.5
"Upshur County",48459,Yes,64.9 ,54.4, 77,30,falling,-1.7 ,-2.9, -0.6
"Fannin County",48147,Yes,64.6 ,53.6, 77.6,26,stable,14.9 ,-4.6, 38.5
"Lampasas County",48281,Yes,64.4 ,49.9, 82.1,15,falling,-2.3 ,-3.6, -0.9
"Wilbarger County",48487,Yes,64.4 ,46.2, 87.7,9,stable,-1.3 ,-2.9, 0.4
"Ochiltree County",48357,Yes,64.3 ,43.8, 91.2,6,falling,-2.4 ,-4.6, -0.2
"DeWitt County",48123,Yes,64.2 ,49.7, 82,14,stable,-1.3 ,-2.8, 0.2
"Zavala County",48507,Yes,64.2 ,43.8, 90.7,7,stable,0.1 ,-2.1, 2.5
"Goliad County",48175,Yes,64.2 ,42.1, 95.7,6,stable,-1.3 ,-3.6, 1.1
"Castro County",48069,Yes,63.9 ,41.6, 94.7,5,stable,-0.7 ,-26.5, 34.1
"Blanco County",48031,Yes,63.5 ,43.2, 91.1,8,stable,-0.2 ,-2.6, 2.1
"Rains County",48379,Yes,63.5 ,44.1, 89.5,8,stable,-1.2 ,-2.9, 0.5
"Hopkins County",48223,Yes,63.3 ,52.4, 76,25,falling,-1.8 ,-2.9, -0.6
"Gregg County",48183,Yes,63.3 ,57.1, 70.1,80,falling,-1.5 ,-1.9, -1.0
"San Patricio County",48409,Yes,63.1 ,54.7, 72.5,42,stable,-0.5 ,-1.1, 0.0
"Navarro County",48349,Yes,63 ,53.4, 73.8,33,falling,-2.1 ,-3.1, -1.0
"San Augustine County",48405,Yes,62.4 ,42.1, 91,7,stable,-1.0 ,-3.0, 0.9
"Young County",48503,Yes,62.2 ,48, 79.9,14,stable,-0.7 ,-2.1, 0.7
"Hockley County",48219,Yes,62.2 ,48.4, 78.9,14,stable,-0.5 ,-2.3, 1.3
"Caldwell County",48055,Yes,62 ,51.5, 74.3,26,falling,-2.0 ,-3.3, -0.6
"Grayson County",48181,Yes,61.9 ,56, 68.3,87,falling,-1.6 ,-2.2, -1.1
"Harrison County",48203,Yes,61.5 ,53.6, 70.4,46,falling,-1.5 ,-2.2, -0.7
"Taylor County",48441,Yes,61.5 ,55.3, 68.1,77,falling,-1.1 ,-1.7, -0.5
"Clay County",48077,Yes,61.4 ,43.9, 85.2,9,stable,0.0 ,-1.6, 1.6
"Wichita County",48485,Yes,61.2 ,55.3, 67.7,81,stable,2.2 ,-3.3, 7.9
"Bosque County",48035,Yes,61.1 ,46.1, 79.9,13,stable,-0.7 ,-2.3, 0.9
"Jefferson County",48245,Yes,61 ,56.8, 65.4,166,falling,-1.5 ,-1.9, -1.0
"Red River County",48387,Yes,60.8 ,43.5, 83.7,9,stable,-0.5 ,-2.2, 1.3
"Ector County",48135,Yes,60.8 ,55, 67,83,falling,-1.4 ,-2.1, -0.7
"Freestone County",48161,Yes,59.6 ,45.8, 76.8,13,stable,-1.2 ,-2.6, 0.2
"Atascosa County",48013,Yes,59.6 ,50, 70.5,29,stable,-0.8 ,-2.1, 0.5
"Potter County",48375,Yes,59.5 ,53.4, 66.2,71,falling,-2.0 ,-2.6, -1.5
"McLennan County",48309,Yes,59.5 ,55, 64.2,138,falling,-1.3 ,-1.7, -0.9
"Jim Wells County",48249,Yes,59 ,48.4, 71.3,23,stable,-0.9 ,-2.0, 0.3
"Stephens County",48429,Yes,59 ,39.9, 85.3,7,stable,-1.6 ,-3.6, 0.5
"Robertson County",48395,Yes,58.8 ,43.4, 78.3,11,stable,-1.2 ,-2.6, 0.2
"Falls County",48145,Yes,58.8 ,44.2, 77.1,11,falling,-2.0 ,-3.4, -0.6
"Garza County",48169,Yes,58.7 ,34.4, 94.6,4,*,*,*,*
"Runnels County",48399,Yes,58.6 ,39.9, 84,7,stable,-1.8 ,-4.1, 0.5
"Nacogdoches County",48347,Yes,58.3 ,49.7, 68,35,falling,-1.4 ,-2.3, -0.5
"Kaufman County",48257,Yes,58.2 ,52.1, 64.8,69,falling,-2.4 ,-3.1, -1.7
"Hale County",48189,Yes,57.9 ,46.7, 71.1,19,stable,0.2 ,-1.3, 1.6
"Gonzales County",48177,Yes,57.8 ,43.8, 75.1,12,stable,-1.4 ,-3.1, 0.2
"Shelby County",48419,Yes,57.7 ,45.3, 72.6,16,falling,-2.4 ,-3.2, -1.5
