------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=53&areatype=county&topic=pop&demo=00003&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '53', 'areatype': 'county', 'topic': 'pop', 'demo': '00003', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_018.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=53&areatype=county&topic=pop&demo=00003&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Washington by County
Population: Age 65 and over
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 65 And Over),Rank within US
"Washington",53000,14.4,1029040,"42 of 52"
"United States",00000,14.9,47732389,"N/A"
"Franklin County",53021,8.4,7508,"3114 of 3141"
"Whitman County",53075,9.8,4700,"3071 of 3141"
"Adams County",53001,10.7,2061,"3024 of 3141"
"Snohomish County",53061,12.3,95299,"2856 of 3141"
"King County",53033,12.5,263820,"2849 of 3141"
"Grant County",53025,12.9,12039,"2774 of 3141"
"Pierce County",53053,12.9,108980,"2770 of 3141"
"Yakima County",53077,12.9,32044,"2769 of 3141"
"Benton County",53005,13.7,26138,"2651 of 3141"
"Clark County",53011,14.1,64408,"2582 of 3141"
"Spokane County",53063,15.0,73585,"2372 of 3141"
"Kittitas County",53037,15.0,6563,"2364 of 3141"
"Thurston County",53067,15.7,42272,"2199 of 3141"
"Whatcom County",53073,15.9,33931,"2115 of 3141"
"Douglas County",53017,16.2,6563,"2047 of 3141"
"Kitsap County",53035,16.4,42340,"1980 of 3141"
"Walla Walla County",53071,16.6,9955,"1890 of 3141"
"Chelan County",53007,17.6,13239,"1571 of 3141"
"Cowlitz County",53015,18.2,18821,"1395 of 3141"
"Skamania County",53059,18.5,2122,"1305 of 3141"
"Skagit County",53057,19.1,23285,"1094 of 3141"
"Grays Harbor County",53027,19.6,13976,"976 of 3141"
"Lewis County",53041,19.9,15140,"890 of 3141"
"Okanogan County",53047,20.3,8410,"779 of 3141"
"Stevens County",53065,21.2,9288,"611 of 3141"
"Asotin County",53003,21.6,4809,"545 of 3141"
"Mason County",53045,21.7,13338,"533 of 3141"
"Klickitat County",53039,21.7,4594,"527 of 3141"
"Island County",53029,22.7,18260,"406 of 3141"
"Ferry County",53019,22.9,1734,"387 of 3141"
"Garfield County",53023,23.1,515,"367 of 3141"
"Pend Oreille County",53051,24.3,3180,"262 of 3141"
"Lincoln County",53043,24.7,2559,"232 of 3141"
"Columbia County",53013,26.9,1076,"113 of 3141"
"Clallam County",53009,27.4,20155,"93 of 3141"
"Pacific County",53049,28.7,6004,"61 of 3141"
"San Juan County",53055,30.6,4961,"36 of 3141"
"Wahkiakum County",53069,31.8,1306,"27 of 3141"
"Jefferson County",53031,33.0,10062,"21 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:20 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 65 and over, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
