------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=37&areatype=county&cancer=017&stage=211&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '37', 'areatype': 'county', 'cancer': '017', 'stage': '211', 'race': '00', 'sex': '0', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_045.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=37&areatype=county&cancer=017&stage=211&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for North Carolina by County

"Esophagus (Late Stage^), 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Percent of Cases with Late Stage
"North Carolina(6)",37000,***,3.1 ,3, 3.3,371,73.8
"US (SEER+NPCR)(1)",00000,***,3.1 ,3.1, 3.1,11635,68.1
"Richmond County(6)",37153,***,6 ,3.4, 9.8,3,65.4
"Caldwell County(6)",37027,***,5.1 ,3.4, 7.5,6,90.9
"Nash County(6)",37127,***,5 ,3.3, 7.3,6,73.2
"McDowell County(6)",37111,***,4.9 ,2.8, 8.3,3,80.0
"Rowan County(6)",37159,***,4.7 ,3.3, 6.5,8,76.5
"Cleveland County(6)",37045,***,4.4 ,2.9, 6.6,5,84.4
"Catawba County(6)",37035,***,4 ,2.9, 5.5,8,75.0
"Rockingham County(6)",37157,***,4 ,2.6, 6.1,5,80.6
"Wilkes County(6)",37193,***,4 ,2.3, 6.4,4,79.2
"Randolph County(6)",37151,***,3.9 ,2.7, 5.5,7,77.8
"Buncombe County(6)",37021,***,3.6 ,2.7, 4.7,12,83.6
"Onslow County(6)",37133,***,3.6 ,2.3, 5.4,5,64.9
"New Hanover County(6)",37129,***,3.6 ,2.7, 4.8,10,72.2
"Moore County(6)",37125,***,3.6 ,2.4, 5.3,6,72.5
"Carteret County(6)",37031,***,3.5 ,2.1, 5.6,4,73.1
"Gaston County(6)",37071,***,3.4 ,2.5, 4.6,9,65.3
"Harnett County(6)",37085,***,3.4 ,2.1, 5.1,4,88.0
"Haywood County(6)",37087,***,3.2 ,1.8, 5.5,3,80.0
"Davidson County(6)",37057,***,3.2 ,2.2, 4.5,7,76.6
"Mecklenburg County(6)",37119,***,3.1 ,2.6, 3.7,30,72.3
"Forsyth County(6)",37067,***,3.1 ,2.4, 4,14,74.7
"Cabarrus County(6)",37025,***,3.1 ,2.1, 4.5,6,72.1
"Wayne County(6)",37191,***,3.1 ,1.9, 4.7,5,76.7
"Robeson County(6)",37155,***,3.1 ,1.9, 4.6,5,77.4
"Orange County(6)",37135,***,3 ,1.9, 4.7,4,75.9
"Cumberland County(6)",37051,***,3 ,2.2, 4,9,67.6
"Johnston County(6)",37101,***,3 ,2, 4.4,6,78.9
"Craven County(6)",37049,***,2.9 ,1.7, 4.7,4,79.2
"Iredell County(6)",37097,***,2.8 ,1.9, 4.1,6,67.4
"Pitt County(6)",37147,***,2.7 ,1.7, 4.1,4,84.6
"Alamance County(6)",37001,***,2.7 ,1.7, 4,5,66.7
