------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=37&areatype=county&cancer=058&stage=211&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '37', 'areatype': 'county', 'cancer': '058', 'stage': '211', 'race': '00', 'sex': '2', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_058.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=37&areatype=county&cancer=058&stage=211&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for North Carolina by County

"Uterus (Corpus & Uterus, NOS) (Late Stage^), 2012-2016"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Percent of Cases with Late Stage
"North Carolina(6)",37000,***,7.3 ,7, 7.6,473,29.6
"US (SEER+NPCR)(1)",00000,***,7.6 ,7.6, 7.7,15366,28.8
"Lenoir County(6)",37107,***,14.1 ,9.3, 20.7,6,46.0
"Edgecombe County(6)",37065,***,11.9 ,7.3, 18.5,4,33.3
"Rowan County(6)",37159,***,10.9 ,7.9, 14.6,10,38.7
"Gaston County(6)",37071,***,9.2 ,7.1, 11.8,13,33.0
"Stanly County(6)",37167,***,9.1 ,5.4, 14.6,4,38.0
"Chatham County(6)",37037,***,9.1 ,5.8, 13.9,5,29.5
"Wilson County(6)",37195,***,9.1 ,5.9, 13.5,5,35.1
"Alamance County(6)",37001,***,9.1 ,6.7, 12.1,10,32.2
"Onslow County(6)",37133,***,9 ,6.2, 12.6,7,30.9
"Lee County(6)",37105,***,8.9 ,5.3, 14.4,4,34.6
"Cumberland County(6)",37051,***,8.9 ,7, 11.2,15,35.0
"Surry County(6)",37171,***,8.9 ,5.7, 13.5,5,30.1
"Sampson County(6)",37163,***,8.4 ,5, 13.5,4,35.8
"Rockingham County(6)",37157,***,8.4 ,5.5, 12.5,6,31.5
"Harnett County(6)",37085,***,8.4 ,5.6, 12.2,6,33.3
"Mecklenburg County(6)",37119,***,8.2 ,7.1, 9.4,44,31.6
"Durham County(6)",37063,***,8.2 ,6.3, 10.4,14,31.4
"Forsyth County(6)",37067,***,8 ,6.4, 9.9,19,27.5
"Wake County(6)",37183,***,8 ,6.9, 9.2,42,29.2
"Guilford County(6)",37081,***,7.8 ,6.5, 9.4,25,31.0
"Cleveland County(6)",37045,***,7.7 ,5, 11.4,6,28.9
"Robeson County(6)",37155,***,7.6 ,5.2, 10.8,7,37.9
"Nash County(6)",37127,***,7.5 ,4.8, 11.3,5,34.7
"Wayne County(6)",37191,***,7.2 ,4.9, 10.4,6,31.3
"Union County(6)",37179,***,7.1 ,5.2, 9.7,9,36.1
"Caldwell County(6)",37027,***,6.8 ,4.2, 10.8,4,27.3
"Orange County(6)",37135,***,6.8 ,4.4, 10,5,22.9
"Davidson County(6)",37057,***,6.7 ,4.7, 9.4,8,26.8
"Moore County(6)",37125,***,6.7 ,4.3, 10.3,5,32.1
"Brunswick County(6)",37019,***,6.7 ,4.5, 9.8,7,24.5
