------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=37&areatype=county&cancer=057&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '37', 'areatype': 'county', 'cancer': '057', 'race': '00', 'sex': '2', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_005.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=37&areatype=county&cancer=057&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for North Carolina by County

"Cervix (All Stages^), 2012-2016"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 7.2?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"North Carolina(6,10)",37000,Yes,7.2 ,6.9, 7.5,383,stable,-0.5 ,-5.2, 4.4
"US (SEER+NPCR)(1,10)",00000,No,7.6 ,7.5, 7.6,12695,stable,0.8 ,-0.6, 2.3
"McDowell County(6,10)",37111,No,17.6 ,10.3, 27.8,4,*,*,*,*
"Haywood County(6,10)",37087,No,13.9 ,8.5, 21.6,5,*,*,*,*
"Sampson County(6,10)",37163,No,13.3 ,8.2, 20.4,4,stable,-23.3 ,-44.9, 6.8
"Lenoir County(6,10)",37107,No,13.2 ,7.9, 20.7,4,stable,-28.8 ,-70.5, 71.5
"Duplin County(6,10)",37061,No,12.7 ,7.5, 20,4,stable,3.8 ,-34.2, 63.7
"Chatham County(6,10)",37037,No,10.6 ,5.9, 17.5,3,*,*,*,*
"Columbus County(6,10)",37047,No,10.6 ,5.8, 17.7,3,*,*,*,*
"Cleveland County(6,10)",37045,No,10.4 ,6.5, 15.6,5,stable,-0.5 ,-29.3, 40.0
"Burke County(6,10)",37023,No,10.2 ,6.3, 15.6,5,stable,0.8 ,-46.7, 90.9
"Stanly County(6,10)",37167,No,10.1 ,5.5, 16.8,3,*,*,*,*
"Robeson County(6,10)",37155,No,10.1 ,6.9, 14.1,7,rising,21.2 ,2.8, 42.9
"Craven County(6,10)",37049,No,10 ,6.3, 14.9,5,stable,5.4 ,-24.1, 46.3
"Wayne County(6,10)",37191,No,10 ,6.6, 14.3,6,stable,17.7 ,-36.8, 119.2
"Halifax County(6,10)",37083,No,9.8 ,5.4, 16.6,3,*,*,*,*
"Moore County(6,10)",37125,No,9.7 ,5.9, 14.9,4,*,*,*,*
"Harnett County(6,10)",37085,No,9.3 ,6.2, 13.4,6,stable,-11.5 ,-47.6, 49.5
"Davidson County(6,10)",37057,No,9 ,6.2, 12.5,7,stable,9.6 ,-47.7, 129.5
"Rowan County(6,10)",37159,No,8.9 ,6.1, 12.6,7,stable,-4.2 ,-51.6, 89.6
"Iredell County(6,10)",37097,No,8.8 ,6.2, 12.1,8,stable,8.8 ,-27.5, 63.2
"Surry County(6,10)",37171,No,8.4 ,4.9, 13.5,4,*,*,*,*
"Rockingham County(6,10)",37157,No,8.1 ,4.8, 12.8,4,stable,10.5 ,-45.2, 122.7
"Caldwell County(6,10)",37027,No,8.1 ,4.7, 12.9,4,*,*,*,*
"Cumberland County(6,10)",37051,No,8 ,6.2, 10.3,13,stable,5.9 ,-12.0, 27.4
"Wilson County(6,10)",37195,No,8 ,4.5, 12.9,3,stable,-10.2 ,-52.5, 69.5
"Randolph County(6,10)",37151,No,7.8 ,5.2, 11.3,6,stable,3.6 ,-14.7, 25.8
"Alamance County(6,10)",37001,No,7.8 ,5.3, 11.2,6,stable,14.6 ,-39.0, 115.2
"Onslow County(6,10)",37133,No,7.8 ,5.1, 11.3,6,stable,24.4 ,-6.4, 65.4
"Cabarrus County(6,10)",37025,No,7.7 ,5.5, 10.6,8,stable,-10.0 ,-44.5, 46.1
"Brunswick County(6,10)",37019,No,7.3 ,4.4, 11.5,5,stable,-3.0 ,-45.7, 73.5
"Gaston County(6,10)",37071,Yes,7.1 ,5, 9.7,8,stable,-5.2 ,-24.7, 19.4
"Johnston County(6,10)",37101,Yes,7 ,4.8, 9.9,7,stable,-29.2 ,-61.8, 31.2
"Pitt County(6,10)",37147,Yes,6.8 ,4.6, 9.8,6,stable,2.1 ,-19.9, 30.2
"Henderson County(6,10)",37089,Yes,6.7 ,3.8, 10.9,4,stable,3.5 ,-27.9, 48.7
"Orange County(6,10)",37135,Yes,6.5 ,4, 9.9,4,*,*,*,*
"Wake County(6,10)",37183,Yes,6.5 ,5.5, 7.5,34,stable,-8.0 ,-24.7, 12.4
"Mecklenburg County(6,10)",37119,Yes,6.4 ,5.5, 7.5,35,stable,3.2 ,-29.7, 51.3
"Catawba County(6,10)",37035,Yes,6.3 ,4.1, 9.3,6,stable,-25.6 ,-68.1, 73.9
"Buncombe County(6,10)",37021,Yes,6.3 ,4.5, 8.6,9,stable,0.5 ,-31.6, 47.6
"Durham County(6,10)",37063,Yes,6.3 ,4.6, 8.3,10,stable,-5.1 ,-27.4, 24.1
"Guilford County(6,10)",37081,Yes,5.9 ,4.7, 7.4,16,falling,-3.7 ,-7.0, -0.3
"Forsyth County(6,10)",37067,Yes,5.8 ,4.4, 7.6,12,stable,-6.2 ,-30.8, 27.0
"New Hanover County(6,10)",37129,Yes,5.6 ,3.9, 7.9,7,stable,-32.3 ,-65.2, 31.7
"Nash County(6,10)",37127,Yes,5.6 ,3.2, 9.3,3,*,*,*,*
"Union County(6,10)",37179,Yes,4 ,2.5, 6.1,4,rising,46.1 ,32.8, 60.9
"Alexander County(6,10)",37003,***,* ,*, *,3 or fewer,*,*,*,*
"Alleghany County(6,10)",37005,***,* ,*, *,3 or fewer,*,*,*,*
"Anson County(6,10)",37007,***,* ,*, *,3 or fewer,*,*,*,*
"Ashe County(6,10)",37009,***,* ,*, *,3 or fewer,*,*,*,*
"Avery County(6,10)",37011,***,* ,*, *,3 or fewer,*,*,*,*
"Beaufort County(6,10)",37013,***,* ,*, *,3 or fewer,*,*,*,*
"Bertie County(6,10)",37015,***,* ,*, *,3 or fewer,*,*,*,*
"Bladen County(6,10)",37017,***,* ,*, *,3 or fewer,*,*,*,*
"Camden County(6,10)",37029,***,* ,*, *,3 or fewer,*,*,*,*
"Carteret County(6,10)",37031,***,* ,*, *,3 or fewer,*,*,*,*
"Caswell County(6,10)",37033,***,* ,*, *,3 or fewer,*,*,*,*
"Cherokee County(6,10)",37039,***,* ,*, *,3 or fewer,*,*,*,*
"Chowan County(6,10)",37041,***,* ,*, *,3 or fewer,*,*,*,*
"Clay County(6,10)",37043,***,* ,*, *,3 or fewer,*,*,*,*
"Currituck County(6,10)",37053,***,* ,*, *,3 or fewer,*,*,*,*
"Dare County(6,10)",37055,***,* ,*, *,3 or fewer,*,*,*,*
"Davie County(6,10)",37059,***,* ,*, *,3 or fewer,*,*,*,*
"Edgecombe County(6,10)",37065,***,* ,*, *,3 or fewer,*,*,*,*
"Franklin County(6,10)",37069,***,* ,*, *,3 or fewer,*,*,*,*
"Gates County(6,10)",37073,***,* ,*, *,3 or fewer,*,*,*,*
"Graham County(6,10)",37075,***,* ,*, *,3 or fewer,*,*,*,*
"Granville County(6,10)",37077,***,* ,*, *,3 or fewer,*,*,*,*
"Greene County(6,10)",37079,***,* ,*, *,3 or fewer,*,*,*,*
"Hertford County(6,10)",37091,***,* ,*, *,3 or fewer,*,*,*,*
"Hoke County(6,10)",37093,***,* ,*, *,3 or fewer,*,*,*,*
"Hyde County(6,10)",37095,***,* ,*, *,3 or fewer,*,*,*,*
"Jackson County(6,10)",37099,***,* ,*, *,3 or fewer,*,*,*,*
"Jones County(6,10)",37103,***,* ,*, *,3 or fewer,*,*,*,*
"Lee County(6,10)",37105,***,* ,*, *,3 or fewer,*,*,*,*
"Lincoln County(6,10)",37109,***,* ,*, *,3 or fewer,*,*,*,*
"Macon County(6,10)",37113,***,* ,*, *,3 or fewer,*,*,*,*
"Madison County(6,10)",37115,***,* ,*, *,3 or fewer,*,*,*,*
"Martin County(6,10)",37117,***,* ,*, *,3 or fewer,*,*,*,*
"Mitchell County(6,10)",37121,***,* ,*, *,3 or fewer,*,*,*,*
"Montgomery County(6,10)",37123,***,* ,*, *,3 or fewer,*,*,*,*
"Northampton County(6,10)",37131,***,* ,*, *,3 or fewer,*,*,*,*
"Pamlico County(6,10)",37137,***,* ,*, *,3 or fewer,*,*,*,*
"Pasquotank County(6,10)",37139,***,* ,*, *,3 or fewer,*,*,*,*
"Pender County(6,10)",37141,***,* ,*, *,3 or fewer,*,*,*,*
"Perquimans County(6,10)",37143,***,* ,*, *,3 or fewer,*,*,*,*
"Person County(6,10)",37145,***,* ,*, *,3 or fewer,*,*,*,*
"Polk County(6,10)",37149,***,* ,*, *,3 or fewer,*,*,*,*
"Richmond County(6,10)",37153,***,* ,*, *,3 or fewer,*,*,*,*
"Rutherford County(6,10)",37161,***,* ,*, *,3 or fewer,*,*,*,*
"Scotland County(6,10)",37165,***,* ,*, *,3 or fewer,*,*,*,*
"Stokes County(6,10)",37169,***,* ,*, *,3 or fewer,*,*,*,*
