------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=37&areatype=county&cancer=020&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '37', 'areatype': 'county', 'cancer': '020', 'race': '00', 'sex': '0', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_008.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=37&areatype=county&cancer=020&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for North Carolina by County

"Colon & Rectum (All Stages^), 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 39.9?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"North Carolina(6,10)",37000,Yes,37.1 ,36.6, 37.6,4233,stable,-0.8 ,-2.9, 1.4
"US (SEER+NPCR)(1,10)",00000,Yes,38.7 ,38.6, 38.8,140982,falling,-1.3 ,-2.1, -0.6
"Swain County(6,10)",37173,No,63.6 ,47.8, 83.3,11,stable,13.0 ,-21.8, 63.3
"Washington County(6,10)",37187,No,60.7 ,45.5, 80.1,12,stable,-12.8 ,-46.8, 43.2
"Warren County(6,10)",37185,No,50.5 ,38.9, 64.8,15,stable,3.9 ,-19.6, 34.3
"Clay County(6,10)",37043,No,49.7 ,35.5, 69,9,stable,-3.7 ,-33.6, 39.8
"Granville County(6,10)",37077,No,49.5 ,42.3, 57.8,35,falling,-9.3 ,-15.4, -2.8
"Vance County(6,10)",37181,No,48.2 ,40.1, 57.4,27,stable,-5.6 ,-24.1, 17.4
"McDowell County(6,10)",37111,No,47.5 ,39.8, 56.4,29,stable,-5.7 ,-22.0, 14.0
"Martin County(6,10)",37117,No,47.4 ,37.4, 59.5,17,stable,-2.0 ,-22.1, 23.3
"Mitchell County(6,10)",37121,No,46.7 ,34.6, 62.2,11,stable,-5.7 ,-28.4, 24.2
"Cleveland County(6,10)",37045,No,46.5 ,41.2, 52.4,58,stable,2.8 ,-14.2, 23.1
"Burke County(6,10)",37023,No,46.5 ,41, 52.6,55,stable,-4.1 ,-17.0, 10.7
"Scotland County(6,10)",37165,No,46.5 ,37.6, 57,20,stable,-6.9 ,-34.7, 32.6
"Pasquotank County(6,10)",37139,No,45.9 ,37.3, 55.8,21,stable,3.5 ,-7.8, 16.2
"Anson County(6,10)",37007,No,45.9 ,35.8, 58.1,15,stable,-16.8 ,-36.7, 9.3
"Rockingham County(6,10)",37157,No,45.1 ,40, 50.8,59,stable,-0.7 ,-18.0, 20.2
"Caswell County(6,10)",37033,No,44.9 ,34.9, 57.3,15,stable,2.8 ,-32.9, 57.6
"Lenoir County(6,10)",37107,No,44.4 ,37.8, 51.9,34,stable,-0.7 ,-19.4, 22.5
"Rutherford County(6,10)",37161,No,44.3 ,38.3, 51.1,41,stable,-1.0 ,-13.4, 13.2
"Person County(6,10)",37145,No,43.8 ,35.8, 53.2,22,stable,8.0 ,-6.2, 24.3
"Gaston County(6,10)",37071,No,43.7 ,40, 47.6,108,stable,-0.2 ,-7.6, 7.8
"Surry County(6,10)",37171,No,43.4 ,37.6, 50,42,stable,-3.3 ,-6.7, 0.1
"Halifax County(6,10)",37083,No,43.3 ,36.4, 51.2,30,rising,5.2 ,2.7, 7.8
"Robeson County(6,10)",37155,No,42.8 ,38, 48,61,stable,1.0 ,-9.8, 13.1
"Caldwell County(6,10)",37027,No,42.7 ,37.3, 48.8,47,falling,-8.1 ,-14.0, -1.7
"Pamlico County(6,10)",37137,No,42.4 ,30.2, 59,9,stable,3.9 ,-61.9, 183.7
"Hertford County(6,10)",37091,No,42.3 ,32.7, 54,14,stable,-3.3 ,-25.5, 25.4
"Northampton County(6,10)",37131,No,42.1 ,32.2, 54.6,14,stable,4.8 ,-23.1, 42.9
"Lee County(6,10)",37105,No,41.8 ,35.2, 49.4,29,stable,0.2 ,-7.3, 8.4
"Wayne County(6,10)",37191,No,41.8 ,37.1, 47,59,stable,-0.8 ,-19.3, 22.1
"Macon County(6,10)",37113,No,41.6 ,33.3, 51.6,22,stable,-6.4 ,-26.1, 18.6
"Randolph County(6,10)",37151,No,41.3 ,37.1, 45.9,72,stable,-4.2 ,-15.6, 8.7
"Davidson County(6,10)",37057,No,41.1 ,37.2, 45.3,85,falling,-5.4 ,-10.5, -0.1
"Montgomery County(6,10)",37123,No,40.7 ,31.6, 51.6,15,stable,-5.2 ,-46.4, 67.8
"Carteret County(6,10)",37031,No,40.6 ,35, 46.9,42,stable,5.9 ,-6.7, 20.2
"Bertie County(6,10)",37015,No,40.6 ,31, 52.7,13,stable,17.4 ,-8.3, 50.3
"Richmond County(6,10)",37153,No,40.5 ,33.4, 48.8,23,stable,-3.4 ,-21.2, 18.4
"Iredell County(6,10)",37097,No,40.4 ,36.4, 44.8,77,stable,-3.2 ,-17.1, 13.0
"Bladen County(6,10)",37017,No,40.4 ,32.6, 49.7,21,stable,-16.4 ,-38.5, 13.6
"Beaufort County(6,10)",37013,No,40.4 ,33.7, 48.2,28,stable,-0.9 ,-12.7, 12.5
"Stanly County(6,10)",37167,No,40.4 ,34.2, 47.4,32,stable,6.4 ,-10.2, 26.0
"Davie County(6,10)",37059,No,40.2 ,33, 48.6,23,stable,0.7 ,-6.9, 8.9
"Ashe County(6,10)",37009,No,40 ,31, 51,16,stable,1.8 ,-36.7, 63.7
"Cherokee County(6,10)",37039,No,40 ,31.5, 50.5,19,stable,23.7 ,-5.0, 61.0
"Jackson County(6,10)",37099,Yes,39.6 ,31.7, 49,19,stable,-9.5 ,-35.8, 27.7
"Brunswick County(6,10)",37019,Yes,39.5 ,35.2, 44.4,74,stable,4.9 ,-2.4, 12.7
"Onslow County(6,10)",37133,Yes,39.2 ,34.5, 44.3,52,stable,3.1 ,-1.4, 7.9
"Dare County(6,10)",37055,Yes,39.2 ,31.3, 48.6,19,stable,10.4 ,-12.3, 39.0
"Franklin County(6,10)",37069,Yes,39.1 ,32.8, 46.3,28,stable,-3.5 ,-15.1, 9.8
"Rowan County(6,10)",37159,Yes,39 ,34.9, 43.5,69,stable,-3.3 ,-11.6, 5.9
"Catawba County(6,10)",37035,Yes,38.8 ,34.9, 43.1,75,falling,-10.2 ,-19.2, -0.2
"Stokes County(6,10)",37169,Yes,38.5 ,31.7, 46.4,25,stable,5.3 ,-17.3, 34.1
"Edgecombe County(6,10)",37065,Yes,38 ,31.6, 45.3,27,stable,7.4 ,-31.5, 68.4
