------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=37&areatype=county&cancer=080&stage=211&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '37', 'areatype': 'county', 'cancer': '080', 'stage': '211', 'race': '00', 'sex': '0', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_057.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=37&areatype=county&cancer=080&stage=211&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for North Carolina by County

"Thyroid (Late Stage^), 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Percent of Cases with Late Stage
"North Carolina(6)",37000,***,3.6 ,3.5, 3.8,376,28.5
"US (SEER+NPCR)(1)",00000,***,4.4 ,4.4, 4.4,14481,29.9
"Union County(6)",37179,***,5.5 ,4.1, 7.2,11,41.0
"Durham County(6)",37063,***,5.2 ,4.1, 6.5,16,30.4
"Onslow County(6)",37133,***,5.1 ,3.5, 7.1,8,22.4
"Iredell County(6)",37097,***,5 ,3.6, 6.8,9,22.9
"Chatham County(6)",37037,***,4.6 ,2.6, 7.5,4,34.0
"Brunswick County(6)",37019,***,4.5 ,3, 6.7,6,24.1
"New Hanover County(6)",37129,***,4.4 ,3.3, 5.9,10,20.4
"Wake County(6)",37183,***,4.4 ,3.9, 5.1,45,36.8
"Cabarrus County(6)",37025,***,4.2 ,3, 5.7,8,27.5
"Randolph County(6)",37151,***,4.2 ,2.8, 6,6,24.8
"Mecklenburg County(6)",37119,***,4.1 ,3.6, 4.7,42,38.8
"Carteret County(6)",37031,***,4.1 ,2.3, 6.9,3,25.0
"Catawba County(6)",37035,***,4.1 ,2.8, 5.8,7,25.0
"Moore County(6)",37125,***,4.1 ,2.4, 6.4,4,27.8
"Buncombe County(6)",37021,***,4 ,3, 5.3,11,35.8
"Pitt County(6)",37147,***,4 ,2.6, 5.7,6,29.0
"Rowan County(6)",37159,***,3.9 ,2.6, 5.7,6,20.4
"Henderson County(6)",37089,***,3.8 ,2.3, 5.8,5,35.2
"Forsyth County(6)",37067,***,3.7 ,2.9, 4.7,14,32.5
"Orange County(6)",37135,***,3.4 ,2.1, 5.1,5,26.9
"Alamance County(6)",37001,***,3.3 ,2.1, 4.8,5,25.0
"Craven County(6)",37049,***,3.2 ,1.8, 5.2,3,25.0
"Gaston County(6)",37071,***,3.1 ,2.2, 4.4,7,31.5
"Guilford County(6)",37081,***,3.1 ,2.4, 3.8,16,25.5
"Cumberland County(6)",37051,***,2.7 ,2, 3.7,9,23.2
"Davidson County(6)",37057,***,2.7 ,1.7, 4.1,5,26.3
"Harnett County(6)",37085,***,2.6 ,1.5, 4.3,3,23.2
"Johnston County(6)",37101,***,2.6 ,1.7, 3.9,5,30.9
"Wayne County(6)",37191,***,2.6 ,1.5, 4.2,3,21.5
"Robeson County(6)",37155,***,2.5 ,1.5, 4.1,3,29.3
"Alexander County(6)",37003,***,* ,*, *,3 or fewer,*
"Alleghany County(6)",37005,***,* ,*, *,3 or fewer,*
"Anson County(6)",37007,***,* ,*, *,3 or fewer,*
"Ashe County(6)",37009,***,* ,*, *,3 or fewer,*
"Avery County(6)",37011,***,* ,*, *,3 or fewer,*
"Beaufort County(6)",37013,***,* ,*, *,3 or fewer,*
"Bertie County(6)",37015,***,* ,*, *,3 or fewer,*
"Bladen County(6)",37017,***,* ,*, *,3 or fewer,*
"Burke County(6)",37023,***,* ,*, *,3 or fewer,*
"Caldwell County(6)",37027,***,* ,*, *,3 or fewer,*
"Camden County(6)",37029,***,* ,*, *,3 or fewer,*
