------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=48&areatype=county&topic=pop&demo=00022&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '48', 'areatype': 'county', 'topic': 'pop', 'demo': '00022', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_021.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=48&areatype=county&topic=pop&demo=00022&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Texas by County
Population: Black
"All Ages, Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Black),Rank within US
"Texas",48000,12.0,3286950,"19 of 52"
"United States",00000,12.7,40610815,"N/A"
"Borden County",48033,0.0,0,"3052 of 3141"
"Edwards County",48137,0.0,0,"3052 of 3141"
"Glasscock County",48173,0.0,0,"3052 of 3141"
"Kenedy County",48261,0.0,0,"3052 of 3141"
"King County",48269,0.0,0,"3052 of 3141"
"Loving County",48301,0.0,0,"3052 of 3141"
"McMullen County",48311,0.0,0,"3052 of 3141"
"Presidio County",48377,0.0,0,"3052 of 3141"
"Roberts County",48393,0.0,0,"3052 of 3141"
"Kimble County",48267,0.0,1,"3046 of 3141"
"Mason County",48319,0.0,1,"3041 of 3141"
"Jim Hogg County",48247,0.0,2,"3030 of 3141"
"Starr County",48427,0.1,33,"3013 of 3141"
"Dimmit County",48127,0.1,6,"3008 of 3141"
"Kinney County",48271,0.1,4,"2956 of 3141"
"Throckmorton County",48447,0.1,2,"2933 of 3141"
"Gillespie County",48171,0.1,34,"2931 of 3141"
"Brewster County",48043,0.1,13,"2912 of 3141"
"Shackelford County",48417,0.2,6,"2881 of 3141"
"Real County",48385,0.2,7,"2854 of 3141"
"Montague County",48337,0.2,41,"2852 of 3141"
"Mills County",48333,0.2,11,"2834 of 3141"
"Uvalde County",48463,0.2,62,"2830 of 3141"
"Sterling County",48431,0.3,3,"2798 of 3141"
"Schleicher County",48413,0.3,9,"2778 of 3141"
"Sherman County",48421,0.3,9,"2772 of 3141"
"Hansford County",48195,0.3,17,"2751 of 3141"
"Culberson County",48109,0.4,8,"2696 of 3141"
"Maverick County",48323,0.4,212,"2686 of 3141"
"Lipscomb County",48295,0.4,13,"2682 of 3141"
"Webb County",48479,0.4,1089,"2643 of 3141"
"Cameron County",48061,0.5,1986,"2559 of 3141"
"Ochiltree County",48357,0.5,50,"2556 of 3141"
"Zavala County",48507,0.5,61,"2525 of 3141"
"Sutton County",48435,0.6,22,"2455 of 3141"
"Clay County",48077,0.6,59,"2451 of 3141"
"Hidalgo County",48215,0.6,4797,"2445 of 3141"
"Somervell County",48425,0.6,51,"2422 of 3141"
"Jim Wells County",48249,0.6,246,"2413 of 3141"
"Carson County",48065,0.6,39,"2355 of 3141"
"Coke County",48081,0.6,21,"2352 of 3141"
"Martin County",48317,0.6,36,"2351 of 3141"
"Menard County",48327,0.7,14,"2338 of 3141"
"Hamilton County",48193,0.7,55,"2320 of 3141"
"Jeff Davis County",48243,0.7,15,"2319 of 3141"
"Yoakum County",48501,0.7,57,"2316 of 3141"
"Castro County",48069,0.7,54,"2302 of 3141"
"Blanco County",48031,0.7,76,"2299 of 3141"
"Reagan County",48383,0.7,27,"2255 of 3141"
"Willacy County",48489,0.7,159,"2251 of 3141"
"Hood County",48221,0.7,404,"2250 of 3141"
"Atascosa County",48013,0.7,353,"2246 of 3141"
"Llano County",48299,0.8,155,"2229 of 3141"
"Hemphill County",48211,0.8,32,"2226 of 3141"
"Kendall County",48259,0.8,317,"2212 of 3141"
