------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=18&areatype=county&cancer=020&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '18', 'areatype': 'county', 'cancer': '020', 'race': '00', 'sex': '0', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_008.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=18&areatype=county&cancer=020&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Indiana by County

"Colon & Rectum (All Stages^), 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 39.9?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Indiana(6,10)",18000,No,42.7 ,42.1, 43.4,3191,stable,-0.9 ,-2.5, 0.7
"US (SEER+NPCR)(1,10)",00000,Yes,38.7 ,38.6, 38.8,140982,falling,-1.3 ,-2.1, -0.6
"Jay County(6,10)",18075,No,66.7 ,53.2, 82.8,17,stable,-2.2 ,-18.0, 16.5
"Knox County(6,10)",18083,No,59.3 ,49.4, 70.7,27,stable,-1.7 ,-14.9, 13.6
"Blackford County(6,10)",18009,No,58.3 ,43.6, 77.1,11,stable,1.3 ,-27.8, 42.0
"Grant County(6,10)",18053,No,56.7 ,49.6, 64.7,49,stable,6.2 ,-5.6, 19.5
"Scott County(6,10)",18143,No,56.1 ,44.2, 70.4,16,stable,16.7 ,-11.8, 54.4
"Jefferson County(6,10)",18077,No,55.7 ,45.8, 67.4,23,stable,3.6 ,-31.4, 56.3
"Putnam County(6,10)",18133,No,54.2 ,44.6, 65.2,24,stable,6.0 ,-16.8, 35.0
"Orange County(6,10)",18117,No,54.1 ,41.7, 69.2,14,stable,-15.4 ,-28.5, 0.2
"Sullivan County(6,10)",18153,No,54 ,42, 68.5,14,stable,7.1 ,-15.1, 35.1
"Pulaski County(6,10)",18131,No,53.1 ,38.5, 71.9,9,stable,2.7 ,-28.8, 48.0
"Fountain County(6,10)",18045,No,52.1 ,39.2, 68.1,12,stable,14.3 ,-16.7, 56.9
"Gibson County(6,10)",18051,No,51.9 ,42.5, 62.8,22,stable,-5.8 ,-29.6, 26.2
"Benton County(6,10)",18007,No,50.7 ,33.8, 73.7,6,stable,-2.2 ,-30.8, 38.4
"Carroll County(6,10)",18015,No,50 ,38.3, 64.5,13,stable,10.0 ,-10.7, 35.5
"Morgan County(6,10)",18109,No,50 ,43.2, 57.6,41,stable,-4.8 ,-15.6, 7.5
