------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=19&areatype=county&cancer=001&race=00&sex=0&age=009&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '19', 'areatype': 'county', 'cancer': '001', 'race': '00', 'sex': '0', 'age': '009', 'type': 'death', 'file_name': 'deathrates_035.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=19&areatype=county&cancer=001&race=00&sex=0&age=009&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Iowa by County

"All Cancer Sites, 2012-2016"

"All Races (includes Hispanic), Both Sexes, Ages <50"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 161.4?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Iowa",19000,Yes,16 ,15.1, 16.8,292,falling,-1.3 ,-1.6, -1.1
"United States",00000,Yes,16 ,15.9, 16.1,32304,falling,-1.9 ,-2.0, -1.9
"Jackson County",19097,Yes,30.1 ,17.4, 48.5,3,*,*,*,*
"Des Moines County",19057,Yes,23.1 ,15.1, 33.8,5,stable,0.8 ,-1.3, 2.9
"Muscatine County",19139,Yes,21.9 ,14.5, 31.7,6,stable,-0.2 ,-2.3, 1.8
"Jasper County",19099,Yes,21.7 ,13.9, 32.4,5,stable,0.4 ,-1.4, 2.4
"Woodbury County",19193,Yes,20.4 ,15.6, 26.2,12,stable,0.0 ,-1.6, 1.6
"Clinton County",19045,Yes,20.2 ,13.4, 29.3,6,stable,-1.1 ,-3.0, 0.9
"Black Hawk County",19013,Yes,19.4 ,15, 24.6,14,stable,-0.3 ,-1.3, 0.8
"Sioux County",19167,Yes,17.6 ,10, 28.4,3,*,*,*,*
"Wapello County",19179,Yes,17.5 ,10.3, 27.6,4,falling,-2.9 ,-4.9, -0.8
"Scott County",19163,Yes,17.1 ,13.7, 21,18,falling,-1.1 ,-1.9, -0.2
"Polk County",19153,Yes,16.3 ,14.3, 18.4,49,falling,-1.3 ,-1.9, -0.7
"Webster County",19187,Yes,16.2 ,9.4, 26,3,*,*,*,*
"Linn County",19113,Yes,16.1 ,13.2, 19.4,22,falling,-1.2 ,-2.0, -0.3
"Pottawattamie County",19155,Yes,15.7 ,11.4, 21.1,9,stable,-1.2 ,-2.6, 0.2
"Marshall County",19127,Yes,15.2 ,8.9, 24,4,stable,-1.1 ,-3.1, 1.0
"Johnson County",19103,Yes,15.1 ,11.5, 19.5,12,stable,-1.1 ,-2.7, 0.7
"Warren County",19181,Yes,14.5 ,9, 21.9,4,*,*,*,*
"Dubuque County",19061,Yes,13.5 ,9.5, 18.5,8,stable,-1.5 ,-3.1, 0.1
"Story County",19169,Yes,13.5 ,8.9, 19.3,6,stable,-1.9 ,-4.0, 0.3
"Dallas County",19049,Yes,10.9 ,7.3, 15.6,6,falling,-3.3 ,-5.1, -1.6
"Adair County",19001,***,* ,*, *,3 or fewer,*,*,*,*
"Adams County",19003,***,* ,*, *,3 or fewer,*,*,*,*
"Allamakee County",19005,***,* ,*, *,3 or fewer,*,*,*,*
"Appanoose County",19007,***,* ,*, *,3 or fewer,*,*,*,*
"Audubon County",19009,***,* ,*, *,3 or fewer,*,*,*,*
"Benton County",19011,***,* ,*, *,3 or fewer,*,*,*,*
"Boone County",19015,***,* ,*, *,3 or fewer,*,*,*,*
"Bremer County",19017,***,* ,*, *,3 or fewer,*,*,*,*
"Buchanan County",19019,***,* ,*, *,3 or fewer,*,*,*,*
"Buena Vista County",19021,***,* ,*, *,3 or fewer,*,*,*,*
"Butler County",19023,***,* ,*, *,3 or fewer,*,*,*,*
"Calhoun County",19025,***,* ,*, *,3 or fewer,*,*,*,*
"Carroll County",19027,***,* ,*, *,3 or fewer,*,*,*,*
"Cass County",19029,***,* ,*, *,3 or fewer,*,*,*,*
"Cedar County",19031,***,* ,*, *,3 or fewer,*,*,*,*
"Cerro Gordo County",19033,***,* ,*, *,3 or fewer,*,*,*,*
"Cherokee County",19035,***,* ,*, *,3 or fewer,*,*,*,*
"Chickasaw County",19037,***,* ,*, *,3 or fewer,*,*,*,*
"Clarke County",19039,***,* ,*, *,3 or fewer,*,*,*,*
"Clay County",19041,***,* ,*, *,3 or fewer,*,*,*,*
"Clayton County",19043,***,* ,*, *,3 or fewer,*,*,*,*
"Crawford County",19047,***,* ,*, *,3 or fewer,*,*,*,*
"Davis County",19051,***,* ,*, *,3 or fewer,*,*,*,*
"Decatur County",19053,***,* ,*, *,3 or fewer,*,*,*,*
"Delaware County",19055,***,* ,*, *,3 or fewer,*,*,*,*
"Dickinson County",19059,***,* ,*, *,3 or fewer,*,*,*,*
"Emmet County",19063,***,* ,*, *,3 or fewer,*,*,*,*
"Fayette County",19065,***,* ,*, *,3 or fewer,*,*,*,*
"Floyd County",19067,***,* ,*, *,3 or fewer,*,*,*,*
"Franklin County",19069,***,* ,*, *,3 or fewer,*,*,*,*
"Fremont County",19071,***,* ,*, *,3 or fewer,*,*,*,*
"Greene County",19073,***,* ,*, *,3 or fewer,*,*,*,*
"Grundy County",19075,***,* ,*, *,3 or fewer,*,*,*,*
"Guthrie County",19077,***,* ,*, *,3 or fewer,*,*,*,*
"Hamilton County",19079,***,* ,*, *,3 or fewer,*,*,*,*
"Hancock County",19081,***,* ,*, *,3 or fewer,*,*,*,*
"Hardin County",19083,***,* ,*, *,3 or fewer,*,*,*,*
"Harrison County",19085,***,* ,*, *,3 or fewer,*,*,*,*
"Henry County",19087,***,* ,*, *,3 or fewer,*,*,*,*
"Howard County",19089,***,* ,*, *,3 or fewer,*,*,*,*
"Humboldt County",19091,***,* ,*, *,3 or fewer,*,*,*,*
"Ida County",19093,***,* ,*, *,3 or fewer,*,*,*,*
"Iowa County",19095,***,* ,*, *,3 or fewer,*,*,*,*
"Jefferson County",19101,***,* ,*, *,3 or fewer,*,*,*,*
"Jones County",19105,***,* ,*, *,3 or fewer,*,*,*,*
"Keokuk County",19107,***,* ,*, *,3 or fewer,*,*,*,*
"Kossuth County",19109,***,* ,*, *,3 or fewer,*,*,*,*
"Lee County",19111,***,* ,*, *,3 or fewer,*,*,*,*
"Louisa County",19115,***,* ,*, *,3 or fewer,*,*,*,*
"Lucas County",19117,***,* ,*, *,3 or fewer,*,*,*,*
"Lyon County",19119,***,* ,*, *,3 or fewer,*,*,*,*
"Madison County",19121,***,* ,*, *,3 or fewer,*,*,*,*
"Mahaska County",19123,***,* ,*, *,3 or fewer,*,*,*,*
"Marion County",19125,***,* ,*, *,3 or fewer,*,*,*,*
"Mills County",19129,***,* ,*, *,3 or fewer,*,*,*,*
"Mitchell County",19131,***,* ,*, *,3 or fewer,*,*,*,*
"Monona County",19133,***,* ,*, *,3 or fewer,*,*,*,*
"Monroe County",19135,***,* ,*, *,3 or fewer,*,*,*,*
"Montgomery County",19137,***,* ,*, *,3 or fewer,*,*,*,*
"O'Brien County",19141,***,* ,*, *,3 or fewer,*,*,*,*
"Osceola County",19143,***,* ,*, *,3 or fewer,*,*,*,*
"Page County",19145,***,* ,*, *,3 or fewer,*,*,*,*
"Palo Alto County",19147,***,* ,*, *,3 or fewer,*,*,*,*
"Plymouth County",19149,***,* ,*, *,3 or fewer,*,*,*,*
"Pocahontas County",19151,***,* ,*, *,3 or fewer,*,*,*,*
"Poweshiek County",19157,***,* ,*, *,3 or fewer,*,*,*,*
"Ringgold County",19159,***,* ,*, *,3 or fewer,*,*,*,*
"Sac County",19161,***,* ,*, *,3 or fewer,*,*,*,*
"Shelby County",19165,***,* ,*, *,3 or fewer,*,*,*,*
"Tama County",19171,***,* ,*, *,3 or fewer,*,*,*,*
