------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=39&areatype=county&cancer=057&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '39', 'areatype': 'county', 'cancer': '057', 'race': '00', 'sex': '2', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_005.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=39&areatype=county&cancer=057&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Ohio by County

"Cervix (All Stages^), 2012-2016"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 7.2?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Ohio(6,10)",39000,No,7.6 ,7.3, 8,467,rising,4.0 ,0.8, 7.3
"US (SEER+NPCR)(1,10)",00000,No,7.6 ,7.5, 7.6,12695,stable,0.8 ,-0.6, 2.3
"Jefferson County(6,10)",39081,No,17 ,10.8, 25.2,5,stable,-3.5 ,-42.7, 62.7
"Marion County(6,10)",39101,No,15.9 ,9.7, 24.2,4,stable,-19.0 ,-61.7, 71.2
"Union County(6,10)",39159,No,15.2 ,9.5, 23.1,4,stable,24.3 ,-6.5, 65.1
"Scioto County(6,10)",39145,No,13.3 ,8.5, 19.7,5,falling,-19.6 ,-32.9, -3.6
"Huron County(6,10)",39077,No,12 ,7, 19.3,4,stable,2.2 ,-32.1, 53.8
"Columbiana County(6,10)",39029,No,11.4 ,7.4, 16.7,6,stable,10.7 ,-34.6, 87.5
"Muskingum County(6,10)",39119,No,10.5 ,6.5, 16,5,*,*,*,*
"Clermont County(6,10)",39025,No,10.3 ,7.7, 13.5,11,stable,3.4 ,-38.0, 72.3
"Ross County(6,10)",39141,No,10 ,5.8, 15.9,4,stable,-2.7 ,-20.2, 18.7
"Clark County(6,10)",39023,No,9.7 ,6.5, 13.9,6,stable,27.4 ,-9.1, 78.4
"Tuscarawas County(6,10)",39157,No,9.5 ,6, 14.4,5,stable,-12.7 ,-42.0, 31.2
"Lorain County(6,10)",39093,No,9.5 ,7.4, 12,15,stable,11.8 ,-15.7, 48.3
"Butler County(6,10)",39017,No,9.1 ,7.2, 11.4,17,stable,7.6 ,-15.2, 36.4
"Lucas County(6,10)",39095,No,8.2 ,6.6, 10.2,19,stable,11.5 ,-18.6, 52.8
"Montgomery County(6,10)",39113,No,8.2 ,6.6, 9.9,22,stable,5.9 ,-11.1, 26.1
"Richland County(6,10)",39139,No,7.9 ,5, 11.8,5,stable,-21.2 ,-51.7, 28.6
"Hamilton County(6,10)",39061,No,7.7 ,6.5, 9,32,stable,11.3 ,-0.2, 24.1
"Franklin County(6,10)",39049,No,7.6 ,6.6, 8.6,48,stable,5.6 ,-6.1, 18.8
"Allen County(6,10)",39003,No,7.4 ,4.2, 11.8,3,stable,-8.6 ,-61.8, 118.7
"Licking County(6,10)",39089,Yes,7.1 ,4.8, 10.1,6,stable,-0.1 ,-42.2, 72.7
"Trumbull County(6,10)",39155,Yes,6.9 ,4.9, 9.6,8,stable,-1.2 ,-10.4, 9.0
"Fairfield County(6,10)",39045,Yes,6.7 ,4.3, 10,5,stable,6.1 ,-16.0, 34.0
"Summit County(6,10)",39153,Yes,6.6 ,5.4, 8.1,21,stable,-12.8 ,-38.5, 23.6
"Stark County(6,10)",39151,Yes,6.6 ,5, 8.5,14,stable,7.9 ,-22.8, 50.6
"Wayne County(6,10)",39169,Yes,6.5 ,3.8, 10.3,4,stable,7.6 ,-0.6, 16.6
"Portage County(6,10)",39133,Yes,6.2 ,4, 9.2,6,stable,21.5 ,-9.3, 62.6
"Miami County(6,10)",39109,Yes,6.2 ,3.5, 10,4,stable,-6.3 ,-49.6, 74.3
"Cuyahoga County(6,10)",39035,Yes,6.1 ,5.3, 7.1,43,stable,3.7 ,-14.7, 26.1
"Mahoning County(6,10)",39099,Yes,5.9 ,4.1, 8.2,8,stable,-0.5 ,-22.7, 28.0
"Warren County(6,10)",39165,Yes,5.8 ,4, 8.2,7,stable,20.0 ,-25.7, 93.9
"Greene County(6,10)",39057,Yes,5.7 ,3.5, 8.6,5,stable,-9.2 ,-43.6, 46.1
"Delaware County(6,10)",39041,Yes,5.5 ,3.6, 7.9,6,stable,0.0 ,-15.4, 18.3
"Wood County(6,10)",39173,Yes,5.1 ,2.9, 8.2,3,*,*,*,*
"Lake County(6,10)",39085,Yes,5 ,3.3, 7.3,6,stable,17.3 ,-32.8, 104.9
"Medina County(6,10)",39103,Yes,2.9 ,1.7, 4.8,3,stable,-20.7 ,-75.4, 155.3
"Adams County(6,10)",39001,***,* ,*, *,3 or fewer,*,*,*,*
"Ashland County(6,10)",39005,***,* ,*, *,3 or fewer,*,*,*,*
"Ashtabula County(6,10)",39007,***,* ,*, *,3 or fewer,*,*,*,*
"Athens County(6,10)",39009,***,* ,*, *,3 or fewer,*,*,*,*
"Auglaize County(6,10)",39011,***,* ,*, *,3 or fewer,*,*,*,*
"Belmont County(6,10)",39013,***,* ,*, *,3 or fewer,*,*,*,*
"Brown County(6,10)",39015,***,* ,*, *,3 or fewer,*,*,*,*
