------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=39&areatype=county&cancer=058&stage=211&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '39', 'areatype': 'county', 'cancer': '058', 'stage': '211', 'race': '00', 'sex': '2', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_058.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=39&areatype=county&cancer=058&stage=211&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Ohio by County

"Uterus (Corpus & Uterus, NOS) (Late Stage^), 2012-2016"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Percent of Cases with Late Stage
"Ohio(6)",39000,***,7.9 ,7.6, 8.2,622,27.1
"US (SEER+NPCR)(1)",00000,***,7.6 ,7.6, 7.7,15366,28.8
"Crawford County(6)",39033,***,14.7 ,9, 23.1,4,34.4
"Champaign County(6)",39021,***,12 ,6.9, 19.9,3,40.5
"Union County(6)",39159,***,11.1 ,6.5, 17.8,4,37.5
"Allen County(6)",39003,***,11 ,7.8, 15.4,8,40.2
"Guernsey County(6)",39059,***,11 ,6.2, 18.7,3,27.6
"Ottawa County(6)",39123,***,10.4 ,5.9, 17.7,3,31.5
"Highland County(6)",39071,***,10.3 ,5.8, 17.3,3,24.6
"Jefferson County(6)",39081,***,10.2 ,6.8, 15.2,6,39.7
"Wood County(6)",39173,***,10.1 ,7.1, 14,8,35.1
"Knox County(6)",39083,***,9.8 ,5.8, 15.5,4,25.0
"Seneca County(6)",39147,***,9.4 ,5.1, 15.9,3,33.3
"Franklin County(6)",39049,***,9.4 ,8.4, 10.5,64,28.8
"Hamilton County(6)",39061,***,9.3 ,8.1, 10.5,48,32.7
"Medina County(6)",39103,***,9.2 ,6.8, 12.2,10,29.2
"Ashtabula County(6)",39007,***,9.1 ,6.1, 13.3,6,27.7
"Portage County(6)",39133,***,8.9 ,6.5, 12,9,29.4
"Cuyahoga County(6)",39035,***,8.8 ,8, 9.8,84,28.9
"Tuscarawas County(6)",39157,***,8.8 ,5.8, 13,6,27.4
"Columbiana County(6)",39029,***,8.4 ,5.5, 12.3,6,29.0
"Muskingum County(6)",39119,***,8 ,5, 12.3,5,19.7
"Erie County(6)",39043,***,8 ,4.8, 12.6,4,23.4
"Licking County(6)",39089,***,7.9 ,5.8, 10.7,9,24.6
"Lake County(6)",39085,***,7.8 ,6, 10,14,24.0
"Lucas County(6)",39095,***,7.7 ,6.4, 9.3,23,27.3
"Fairfield County(6)",39045,***,7.6 ,5.3, 10.6,7,26.3
"Summit County(6)",39153,***,7.5 ,6.2, 8.9,28,27.2
"Lawrence County(6)",39087,***,7.3 ,4.2, 12,3,23.9
"Stark County(6)",39151,***,7.2 ,5.8, 8.9,20,28.5
