------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=19&areatype=county&topic=pop&demo=00102&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '19', 'areatype': 'county', 'topic': 'pop', 'demo': '00102', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_014.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=19&areatype=county&topic=pop&demo=00102&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Iowa by County
Population: Age 18-39
"Age N/A, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 18-39),Rank within US
"Iowa",19000,28.9,901059,"19 of 52"
"United States",00000,29.8,95565066,"N/A"
"Van Buren County",19177,20.2,1474,"199 of 3141"
"Sac County",19161,20.8,2069,"265 of 3141"
"Montgomery County",19137,21.2,2170,"317 of 3141"
"Fremont County",19071,21.3,1485,"326 of 3141"
"Ida County",19093,21.3,1486,"333 of 3141"
"Pocahontas County",19151,21.4,1490,"338 of 3141"
"Shelby County",19165,21.4,2522,"345 of 3141"
"Audubon County",19009,21.4,1225,"348 of 3141"
"Greene County",19073,21.6,1957,"373 of 3141"
"Clayton County",19043,21.7,3838,"379 of 3141"
"Ringgold County",19159,21.7,1083,"387 of 3141"
"Monona County",19133,21.7,1926,"390 of 3141"
"Mitchell County",19131,21.7,2317,"391 of 3141"
"Lucas County",19117,21.8,1876,"400 of 3141"
"Cherokee County",19035,21.9,2541,"428 of 3141"
"Osceola County",19143,22.0,1353,"440 of 3141"
"Guthrie County",19077,22.0,2349,"445 of 3141"
"Adair County",19001,22.1,1592,"469 of 3141"
"Allamakee County",19005,22.4,3118,"523 of 3141"
"Wayne County",19185,22.4,1434,"526 of 3141"
"Tama County",19171,22.4,3859,"527 of 3141"
"Taylor County",19173,22.4,1395,"541 of 3141"
"Cass County",19029,22.5,2997,"551 of 3141"
"Wright County",19197,22.5,2894,"555 of 3141"
"Butler County",19023,22.5,3337,"559 of 3141"
"Chickasaw County",19037,22.5,2734,"560 of 3141"
"Appanoose County",19007,22.5,2826,"561 of 3141"
"Hancock County",19081,22.6,2478,"576 of 3141"
"O'Brien County",19141,22.6,3153,"583 of 3141"
"Harrison County",19085,22.6,3213,"585 of 3141"
"Monroe County",19135,22.8,1801,"620 of 3141"
"Delaware County",19055,22.8,3949,"628 of 3141"
"Jackson County",19097,22.8,4427,"635 of 3141"
"Worth County",19195,22.8,1712,"638 of 3141"
"Adams County",19003,22.9,866,"653 of 3141"
"Hamilton County",19079,22.9,3478,"655 of 3141"
"Kossuth County",19109,22.9,3473,"662 of 3141"
"Grundy County",19075,23.0,2836,"678 of 3141"
"Dickinson County",19059,23.0,3906,"683 of 3141"
"Franklin County",19069,23.0,2377,"698 of 3141"
"Floyd County",19067,23.1,3675,"725 of 3141"
"Madison County",19121,23.1,3638,"735 of 3141"
"Carroll County",19027,23.3,4768,"780 of 3141"
"Hardin County",19083,23.4,4030,"788 of 3141"
"Howard County",19089,23.6,2199,"851 of 3141"
"Mills County",19129,23.6,3525,"855 of 3141"
"Davis County",19051,23.6,2086,"857 of 3141"
"Benton County",19011,23.7,6084,"886 of 3141"
"Keokuk County",19107,23.8,2431,"903 of 3141"
"Washington County",19183,23.8,5269,"924 of 3141"
"Humboldt County",19091,23.9,2292,"946 of 3141"
"Iowa County",19095,24.0,3897,"979 of 3141"
"Lyon County",19119,24.2,2837,"1023 of 3141"
"Cerro Gordo County",19033,24.2,10444,"1042 of 3141"
"Calhoun County",19025,24.2,2378,"1048 of 3141"
"Des Moines County",19057,24.3,9673,"1055 of 3141"
"Jones County",19105,24.3,4983,"1074 of 3141"
"Plymouth County",19149,24.4,6116,"1094 of 3141"
"Clinton County",19045,24.5,11679,"1128 of 3141"
"Buchanan County",19019,24.6,5185,"1136 of 3141"
"Cedar County",19031,24.7,4532,"1182 of 3141"
