------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=55&areatype=county&topic=inc&demo=00011&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '55', 'areatype': 'county', 'topic': 'inc', 'demo': '00011', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_005.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=55&areatype=county&topic=inc&demo=00011&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Wisconsin by County
Income: Median household income
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Dollars),Rank within US
"Wisconsin",55000,56759.000000000,"24 of 52"
"United States",00000,57652.000000000,"N/A"
"Menominee County",55078,38080.000000000,"2630 of 3141"
"Iron County",55051,39855.000000000,"2480 of 3141"
"Ashland County",55003,41505.000000000,"2304 of 3141"
"Rusk County",55107,41930.000000000,"2257 of 3141"
"Vilas County",55125,42720.000000000,"2171 of 3141"
"Forest County",55041,43356.000000000,"2104 of 3141"
"Sawyer County",55113,43565.000000000,"2079 of 3141"
"Adams County",55001,44003.000000000,"2039 of 3141"
"Langlade County",55067,44122.000000000,"2022 of 3141"
"Marinette County",55075,44958.000000000,"1925 of 3141"
"Price County",55099,45680.000000000,"1846 of 3141"
"Burnett County",55013,45891.000000000,"1824 of 3141"
"Washburn County",55129,46592.000000000,"1731 of 3141"
"Milwaukee County",55079,46784.000000000,"1704 of 3141"
"Crawford County",55023,47331.000000000,"1647 of 3141"
"Florence County",55037,47827.000000000,"1598 of 3141"
"Richland County",55103,48234.000000000,"1550 of 3141"
"Waushara County",55137,48412.000000000,"1521 of 3141"
"Juneau County",55057,48817.000000000,"1483 of 3141"
"Marquette County",55077,49052.000000000,"1465 of 3141"
"Clark County",55019,49131.000000000,"1455 of 3141"
"Barron County",55005,49257.000000000,"1443 of 3141"
"Taylor County",55119,49821.000000000,"1378 of 3141"
"Vernon County",55123,49996.000000000,"1364 of 3141"
"Bayfield County",55007,50110.000000000,"1348 of 3141"
"Green Lake County",55047,50276.000000000,"1323 of 3141"
"Grant County",55043,50522.000000000,"1298 of 3141"
"Douglas County",55031,50730.000000000,"1269 of 3141"
"Manitowoc County",55071,51053.000000000,"1226 of 3141"
"Jackson County",55053,51108.000000000,"1219 of 3141"
"Pepin County",55091,51470.000000000,"1177 of 3141"
"Wood County",55141,51603.000000000,"1159 of 3141"
"Shawano County",55115,51751.000000000,"1147 of 3141"
"Eau Claire County",55035,52178.000000000,"1100 of 3141"
"Oneida County",55085,52945.000000000,"1021 of 3141"
"Rock County",55105,53410.000000000,"989 of 3141"
"Polk County",55095,53551.000000000,"976 of 3141"
"Trempealeau County",55121,54009.000000000,"918 of 3141"
"Waupaca County",55135,54071.000000000,"913 of 3141"
"La Crosse County",55063,54127.000000000,"911 of 3141"
"Lincoln County",55069,54203.000000000,"903 of 3141"
"Sauk County",55111,54447.000000000,"887 of 3141"
"Dunn County",55033,54605.000000000,"872 of 3141"
"Portage County",55097,54620.000000000,"869 of 3141"
"Buffalo County",55011,54753.000000000,"854 of 3141"
"Winnebago County",55139,55128.000000000,"831 of 3141"
"Chippewa County",55017,55240.000000000,"821 of 3141"
"Oconto County",55083,55762.000000000,"785 of 3141"
"Lafayette County",55065,55859.000000000,"780 of 3141"
"Dodge County",55027,56038.000000000,"768 of 3141"
"Sheboygan County",55117,56114.000000000,"764 of 3141"
"Monroe County",55081,56479.000000000,"728 of 3141"
"Door County",55029,56494.000000000,"726 of 3141"
"Marathon County",55073,56509.000000000,"725 of 3141"
"Brown County",55009,56775.000000000,"708 of 3141"
"Kenosha County",55059,57269.000000000,"680 of 3141"
"Fond du Lac County",55039,57798.000000000,"642 of 3141"
"Racine County",55101,58334.000000000,"612 of 3141"
"Walworth County",55127,58401.000000000,"604 of 3141"
"Jefferson County",55055,59215.000000000,"564 of 3141"
"Iowa County",55049,60017.000000000,"521 of 3141"
"Kewaunee County",55061,60320.000000000,"504 of 3141"
"Green County",55045,60609.000000000,"490 of 3141"
"Outagamie County",55087,61523.000000000,"444 of 3141"
"Columbia County",55021,63293.000000000,"367 of 3141"
"Pierce County",55093,66772.000000000,"274 of 3141"
"Dane County",55025,67631.000000000,"255 of 3141"
"Calumet County",55015,70662.000000000,"212 of 3141"
"Washington County",55131,73021.000000000,"181 of 3141"
"St. Croix County",55109,77768.000000000,"128 of 3141"
"Ozaukee County",55089,80526.000000000,"102 of 3141"
"Waukesha County",55133,81140.000000000,"95 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:02 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Income: Median household income, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#income."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
"Median Incomes over 250,000 have been coded to 250,001 by the Census Bureau. [ http://www2.census.gov/acs2012_5yr/summaryfile/ACS_2008-2012_SF_Tech_Doc.pdf ]"
Data for United States does not include Puerto Rico.
