------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=55&areatype=county&topic=pop&demo=00102&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '55', 'areatype': 'county', 'topic': 'pop', 'demo': '00102', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_014.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=55&areatype=county&topic=pop&demo=00102&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Wisconsin by County
Population: Age 18-39
"Age N/A, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 18-39),Rank within US
"Wisconsin",55000,28.5,1641544,"12 of 52"
"United States",00000,29.8,95565066,"N/A"
"Vilas County",55125,17.0,3648,"39 of 3141"
"Iron County",55051,17.3,996,"46 of 3141"
"Florence County",55037,18.0,783,"73 of 3141"
"Price County",55099,18.4,2491,"88 of 3141"
"Burnett County",55013,18.4,2803,"91 of 3141"
"Bayfield County",55007,19.1,2864,"124 of 3141"
"Rusk County",55107,19.4,2764,"150 of 3141"
"Sawyer County",55113,19.5,3201,"154 of 3141"
"Door County",55029,19.6,5378,"157 of 3141"
"Washburn County",55129,19.7,3075,"161 of 3141"
"Adams County",55001,19.7,3960,"164 of 3141"
"Marquette County",55077,20.3,3075,"212 of 3141"
"Oneida County",55085,20.3,7194,"218 of 3141"
"Green Lake County",55047,20.6,3858,"240 of 3141"
"Waushara County",55137,21.0,5074,"295 of 3141"
"Oconto County",55083,21.5,8060,"353 of 3141"
"Vernon County",55123,21.9,6638,"411 of 3141"
"Kewaunee County",55061,22.2,4519,"474 of 3141"
"Lincoln County",55069,22.3,6229,"491 of 3141"
"Marinette County",55075,22.3,9065,"494 of 3141"
"Shawano County",55115,22.3,9172,"500 of 3141"
"Pepin County",55091,22.3,1624,"502 of 3141"
"Langlade County",55067,22.4,4290,"519 of 3141"
"Buffalo County",55011,22.4,2961,"520 of 3141"
"Taylor County",55119,22.5,4570,"543 of 3141"
"Polk County",55095,22.5,9735,"544 of 3141"
"Richland County",55103,22.7,3999,"596 of 3141"
"Forest County",55041,22.9,2070,"665 of 3141"
"Crawford County",55023,23.3,3793,"762 of 3141"
"Clark County",55019,23.5,8100,"811 of 3141"
"Juneau County",55057,23.5,6206,"815 of 3141"
"Waupaca County",55135,23.6,12191,"854 of 3141"
"Wood County",55141,23.7,17370,"869 of 3141"
"Lafayette County",55065,23.7,3970,"880 of 3141"
"Manitowoc County",55071,23.7,18896,"882 of 3141"
"Ozaukee County",55089,23.8,20892,"909 of 3141"
"Green County",55045,24.0,8861,"985 of 3141"
"Washington County",55131,24.1,32272,"1007 of 3141"
"Barron County",55005,24.1,10929,"1009 of 3141"
"Waukesha County",55133,24.1,95773,"1020 of 3141"
"Iowa County",55049,24.3,5740,"1075 of 3141"
"Trempealeau County",55121,24.8,7305,"1212 of 3141"
"Columbia County",55021,24.8,14075,"1230 of 3141"
"Monroe County",55081,25.1,11358,"1343 of 3141"
"Calumet County",55015,25.2,12547,"1391 of 3141"
"Sauk County",55111,25.5,16147,"1492 of 3141"
"Sheboygan County",55117,25.6,29496,"1539 of 3141"
"Ashland County",55003,25.7,4056,"1561 of 3141"
"Marathon County",55073,25.8,34869,"1581 of 3141"
"Chippewa County",55017,26.0,16469,"1646 of 3141"
"Jackson County",55053,26.0,5333,"1648 of 3141"
"Racine County",55101,26.2,51088,"1712 of 3141"
"Dodge County",55027,26.3,23130,"1757 of 3141"
"St. Croix County",55109,26.4,22988,"1766 of 3141"
"Fond du Lac County",55039,26.7,27301,"1896 of 3141"
"Rock County",55105,27.0,43602,"1985 of 3141"
"Menominee County",55078,27.6,1242,"2125 of 3141"
"Jefferson County",55055,27.9,23603,"2196 of 3141"
"Douglas County",55031,28.4,12364,"2323 of 3141"
"Outagamie County",55087,28.6,52407,"2367 of 3141"
"Kenosha County",55059,28.9,48448,"2415 of 3141"
"Walworth County",55127,29.2,30014,"2469 of 3141"
"Brown County",55009,29.9,77021,"2589 of 3141"
"Winnebago County",55139,31.7,53766,"2799 of 3141"
"Pierce County",55093,32.2,13293,"2838 of 3141"
"Milwaukee County",55079,32.9,314901,"2877 of 3141"
"Portage County",55097,33.4,23527,"2907 of 3141"
"Grant County",55043,34.1,17657,"2940 of 3141"
"La Crosse County",55063,34.8,40865,"2964 of 3141"
"Dunn County",55033,36.2,16007,"3008 of 3141"
"Dane County",55025,36.4,190140,"3010 of 3141"
"Eau Claire County",55035,36.6,37436,"3014 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:02 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 18-39, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
