locale,fips,met_health_obj,deathrate_per_100000,deathrate_lower_95_confidence,deathrate_upper_95_confidence,annual_count_avg,recent_trend_str,trend_last_5,trend_last_5_lower_95_confidence,trend_last_5_upper_95_confidence,stateFIPS,areatype,cancer,race,sex,age,type,file_name,source_url
Tennessee,47000.0,No,184.0,182.6,185.3,14111.0,falling,-1.3,-1.4,-1.2,1,state,1,deathrates_038.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=47&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,47,death
United States,0.0,Yes,161.0,160.8,161.1,590623.0,falling,-1.5,-1.6,-1.5,1,country,1,deathrates_038.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=47&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,47,death
Trousdale County,47169.0,No,254.8,210.2,306.4,24.0,stable,-0.2,-1.5,1.0,1,county,1,deathrates_038.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=47&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,47,death
Overton County,47133.0,No,238.5,214.0,265.2,73.0,stable,-0.1,-0.8,0.7,1,county,1,deathrates_038.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=47&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,47,death
Benton County,47005.0,No,237.4,210.5,267.3,61.0,stable,0.5,-0.2,1.2,1,county,1,deathrates_038.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=47&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,47,death
Grundy County,47061.0,No,237.1,205.9,272.2,44.0,stable,0.8,-0.2,1.9,1,county,1,deathrates_038.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=47&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,47,death
Scott County,47151.0,No,234.0,208.0,262.4,61.0,stable,-0.5,-1.1,0.0,1,county,1,deathrates_038.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=47&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,47,death
Claiborne County,47025.0,No,232.3,211.8,254.5,99.0,stable,-0.3,-0.8,0.3,1,county,1,deathrates_038.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=47&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,47,death
Cheatham County,47021.0,No,231.3,210.1,254.1,95.0,stable,-0.6,-1.5,0.2,1,county,1,deathrates_038.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=47&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,47,death
Perry County,47135.0,No,230.5,191.5,276.0,26.0,stable,0.2,-1.1,1.6,1,county,1,deathrates_038.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=47&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,47,death
Hancock County,47067.0,No,227.5,184.9,278.1,21.0,stable,0.3,-0.9,1.4,1,county,1,deathrates_038.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=47&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,47,death
