------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=47&areatype=county&cancer=053&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '47', 'areatype': 'county', 'cancer': '053', 'race': '00', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_013.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=47&areatype=county&cancer=053&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Tennessee by County

"Melanoma of the Skin, 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 2.4?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Tennessee",47000,No,3 ,2.8, 3.2,225,stable,0.0 ,-0.4, 0.5
"United States",00000,No,2.5 ,2.5, 2.5,9008,falling,-4.9 ,-6.7, -3.1
"Lawrence County",47099,No,6.9 ,4, 11.2,3,*,*,*,*
"Greene County",47059,No,4.9 ,3.1, 7.5,5,stable,-0.4 ,-2.5, 1.7
"Hawkins County",47073,No,4.7 ,2.6, 7.7,3,*,*,*,*
"Sevier County",47155,No,4.1 ,2.5, 6.3,5,*,*,*,*
"Cumberland County",47035,No,4 ,2.3, 6.8,4,*,*,*,*
"Blount County",47009,No,3.6 ,2.4, 5.3,6,stable,-0.6 ,-3.1, 1.9
"Wilson County",47189,No,3.6 ,2.3, 5.4,5,stable,0.3 ,-2.4, 3.1
"Williamson County",47187,No,3.6 ,2.4, 5.1,6,*,*,*,*
"Sumner County",47165,No,3.6 ,2.4, 5,7,*,*,*,*
"Maury County",47119,No,3.5 ,2, 5.6,4,*,*,*,*
"Montgomery County",47125,No,3.4 ,2.1, 5.2,5,*,*,*,*
"Anderson County",47001,No,3.3 ,1.9, 5.5,3,stable,0.4 ,-2.1, 2.9
"Bradley County",47011,No,3.3 ,2, 5.2,4,*,*,*,*
"Knox County",47093,No,3.1 ,2.5, 3.9,16,stable,-0.8 ,-2.0, 0.5
"Rutherford County",47149,No,2.9 ,2, 4.1,7,stable,0.8 ,-1.5, 3.1
"Washington County",47179,No,2.9 ,1.8, 4.5,4,*,*,*,*
"Sullivan County",47163,No,2.8 ,1.9, 4,7,stable,-0.9 ,-2.7, 0.9
"Hamilton County",47065,No,2.6 ,2, 3.4,11,stable,-0.6 ,-2.4, 1.3
"Davidson County",47037,No,2.5 ,2, 3.1,16,stable,-0.4 ,-1.7, 0.9
"Shelby County",47157,Yes,1.9 ,1.5, 2.3,17,stable,-0.9 ,-2.2, 0.5
"Bedford County",47003,***,* ,*, *,3 or fewer,*,*,*,*
"Benton County",47005,***,* ,*, *,3 or fewer,*,*,*,*
"Bledsoe County",47007,***,* ,*, *,3 or fewer,*,*,*,*
"Campbell County",47013,***,* ,*, *,3 or fewer,*,*,*,*
"Cannon County",47015,***,* ,*, *,3 or fewer,*,*,*,*
"Carroll County",47017,***,* ,*, *,3 or fewer,*,*,*,*
"Carter County",47019,***,* ,*, *,3 or fewer,*,*,*,*
"Cheatham County",47021,***,* ,*, *,3 or fewer,*,*,*,*
"Chester County",47023,***,* ,*, *,3 or fewer,*,*,*,*
"Claiborne County",47025,***,* ,*, *,3 or fewer,*,*,*,*
"Clay County",47027,***,* ,*, *,3 or fewer,*,*,*,*
"Cocke County",47029,***,* ,*, *,3 or fewer,*,*,*,*
"Coffee County",47031,***,* ,*, *,3 or fewer,*,*,*,*
"Crockett County",47033,***,* ,*, *,3 or fewer,*,*,*,*
"DeKalb County",47041,***,* ,*, *,3 or fewer,*,*,*,*
"Decatur County",47039,***,* ,*, *,3 or fewer,*,*,*,*
"Dickson County",47043,***,* ,*, *,3 or fewer,*,*,*,*
"Dyer County",47045,***,* ,*, *,3 or fewer,*,*,*,*
"Fayette County",47047,***,* ,*, *,3 or fewer,*,*,*,*
"Fentress County",47049,***,* ,*, *,3 or fewer,*,*,*,*
"Franklin County",47051,***,* ,*, *,3 or fewer,*,*,*,*
"Gibson County",47053,***,* ,*, *,3 or fewer,*,*,*,*
"Giles County",47055,***,* ,*, *,3 or fewer,*,*,*,*
"Grainger County",47057,***,* ,*, *,3 or fewer,*,*,*,*
"Grundy County",47061,***,* ,*, *,3 or fewer,*,*,*,*
"Hamblen County",47063,***,* ,*, *,3 or fewer,*,*,*,*
"Hancock County",47067,***,* ,*, *,3 or fewer,*,*,*,*
"Hardeman County",47069,***,* ,*, *,3 or fewer,*,*,*,*
"Hardin County",47071,***,* ,*, *,3 or fewer,*,*,*,*
"Haywood County",47075,***,* ,*, *,3 or fewer,*,*,*,*
"Henderson County",47077,***,* ,*, *,3 or fewer,*,*,*,*
"Henry County",47079,***,* ,*, *,3 or fewer,*,*,*,*
"Hickman County",47081,***,* ,*, *,3 or fewer,*,*,*,*
"Houston County",47083,***,* ,*, *,3 or fewer,*,*,*,*
"Humphreys County",47085,***,* ,*, *,3 or fewer,*,*,*,*
"Jackson County",47087,***,* ,*, *,3 or fewer,*,*,*,*
"Jefferson County",47089,***,* ,*, *,3 or fewer,*,*,*,*
"Johnson County",47091,***,* ,*, *,3 or fewer,*,*,*,*
