------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=47&areatype=county&cancer=035&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '47', 'areatype': 'county', 'cancer': '035', 'race': '00', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_011.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=47&areatype=county&cancer=035&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Tennessee by County

"Liver & Bile Duct, 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Tennessee",47000,***,6.8 ,6.5, 7.1,547,rising,2.8 ,2.5, 3.2
"United States",00000,***,6.5 ,6.5, 6.6,24806,rising,1.3 ,0.6, 1.9
"Obion County",47131,***,11.9 ,7.7, 17.8,5,*,*,*,*
"Hickman County",47081,***,10.9 ,6.2, 18,3,*,*,*,*
"Warren County",47177,***,10 ,6.4, 14.9,5,*,*,*,*
"Claiborne County",47025,***,9.9 ,5.9, 15.8,4,*,*,*,*
"Cheatham County",47021,***,9.4 ,5.8, 14.6,4,*,*,*,*
"Hardin County",47071,***,9.3 ,5.5, 15.3,4,*,*,*,*
"White County",47185,***,9.2 ,5.4, 15,4,*,*,*,*
"Dyer County",47045,***,9 ,5.7, 13.8,5,*,*,*,*
"Marshall County",47117,***,8.7 ,4.9, 14.4,3,*,*,*,*
"Davidson County",47037,***,8.7 ,7.7, 9.8,61,rising,4.5 ,3.6, 5.4
"Shelby County",47157,***,8.1 ,7.3, 9,83,rising,2.3 ,1.4, 3.3
"Carroll County",47017,***,7.9 ,4.4, 13.3,3,*,*,*,*
"Cocke County",47029,***,7.8 ,4.9, 12.3,4,*,*,*,*
"Lawrence County",47099,***,7.8 ,4.9, 12,5,*,*,*,*
"Fayette County",47047,***,7.6 ,4.7, 12,4,*,*,*,*
"Maury County",47119,***,7.6 ,5.4, 10.4,8,*,*,*,*
"Robertson County",47147,***,7.6 ,5, 11,6,*,*,*,*
"Madison County",47113,***,7.4 ,5.4, 10,9,rising,4.6 ,2.7, 6.6
"Gibson County",47053,***,7.4 ,4.7, 11.3,5,*,*,*,*
"Putnam County",47141,***,7.3 ,5, 10.4,7,*,*,*,*
"Franklin County",47051,***,7 ,4.2, 11.2,4,*,*,*,*
"Hamilton County",47065,***,7 ,5.9, 8.2,32,rising,3.6 ,2.3, 4.9
"Blount County",47009,***,6.9 ,5.2, 8.9,12,rising,2.9 ,0.6, 5.3
"Campbell County",47013,***,6.6 ,4, 10.6,4,*,*,*,*
"Carter County",47019,***,6.6 ,4.3, 9.8,5,*,*,*,*
"Anderson County",47001,***,6.4 ,4.4, 9.1,7,*,*,*,*
"McMinn County",47107,***,6.3 ,4, 9.7,5,*,*,*,*
"Tipton County",47167,***,6.3 ,3.9, 9.6,4,*,*,*,*
"Sullivan County",47163,***,6.1 ,4.8, 7.8,15,rising,2.9 ,1.0, 4.8
"Sumner County",47165,***,6.1 ,4.7, 7.9,13,stable,-3.9 ,-12.5, 5.5
"Knox County",47093,***,6 ,5.1, 7,33,rising,3.1 ,1.7, 4.4
"Henry County",47079,***,5.9 ,3.3, 10.1,3,*,*,*,*
"Rutherford County",47149,***,5.9 ,4.6, 7.4,16,*,*,*,*
"Washington County",47179,***,5.9 ,4.3, 7.9,10,rising,2.8 ,0.8, 4.7
"Jefferson County",47089,***,5.8 ,3.6, 9.1,4,*,*,*,*
"Greene County",47059,***,5.6 ,3.6, 8.3,5,*,*,*,*
"Wilson County",47189,***,5.5 ,3.9, 7.6,8,*,*,*,*
"Sevier County",47155,***,5.4 ,3.8, 7.7,7,*,*,*,*
"Loudon County",47105,***,5.4 ,3.4, 8.4,5,*,*,*,*
"Roane County",47145,***,5.3 ,3.3, 8.2,5,*,*,*,*
"Bradley County",47011,***,5.1 ,3.5, 7.2,7,*,*,*,*
"Coffee County",47031,***,5.1 ,3, 8.2,4,*,*,*,*
"Monroe County",47123,***,5 ,2.9, 8.4,3,*,*,*,*
"Hawkins County",47073,***,4.9 ,3.1, 7.7,4,*,*,*,*
