locale,fips,met_health_obj,deathrate_per_100000,deathrate_lower_95_confidence,deathrate_upper_95_confidence,annual_count_avg,recent_trend_str,trend_last_5,trend_last_5_lower_95_confidence,trend_last_5_upper_95_confidence,stateFIPS,areatype,cancer,race,sex,age,type,file_name,source_url
Tennessee,47000.0,No,184.0,182.6,185.3,14111.0,falling,-1.3,-1.4,-1.2,1,state,1,deathrates_030.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=47&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,47,death
United States,0.0,Yes,161.0,160.8,161.1,590623.0,falling,-1.5,-1.6,-1.5,1,country,1,deathrates_030.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=47&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,47,death
Trousdale County,47169.0,No,254.8,210.2,306.4,24.0,stable,-0.2,-1.5,1.0,1,county,1,deathrates_030.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=47&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,47,death
Overton County,47133.0,No,238.5,214.0,265.2,73.0,stable,-0.1,-0.8,0.7,1,county,1,deathrates_030.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=47&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,47,death
Benton County,47005.0,No,237.4,210.5,267.3,61.0,stable,0.5,-0.2,1.2,1,county,1,deathrates_030.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=47&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,47,death
Grundy County,47061.0,No,237.1,205.9,272.2,44.0,stable,0.8,-0.2,1.9,1,county,1,deathrates_030.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=47&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,47,death
Scott County,47151.0,No,234.0,208.0,262.4,61.0,stable,-0.5,-1.1,0.0,1,county,1,deathrates_030.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=47&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,47,death
Claiborne County,47025.0,No,232.3,211.8,254.5,99.0,stable,-0.3,-0.8,0.3,1,county,1,deathrates_030.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=47&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,47,death
Cheatham County,47021.0,No,231.3,210.1,254.1,95.0,stable,-0.6,-1.5,0.2,1,county,1,deathrates_030.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=47&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,47,death
Perry County,47135.0,No,230.5,191.5,276.0,26.0,stable,0.2,-1.1,1.6,1,county,1,deathrates_030.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=47&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,47,death
Hancock County,47067.0,No,227.5,184.9,278.1,21.0,stable,0.3,-0.9,1.4,1,county,1,deathrates_030.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=47&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,47,death
Johnson County,47091.0,No,225.5,200.1,253.6,60.0,stable,0.2,-0.7,1.0,1,county,1,deathrates_030.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=47&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,47,death
Carroll County,47017.0,No,224.1,203.5,246.5,90.0,stable,-0.1,-0.6,0.3,1,county,1,deathrates_030.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=47&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,47,death
Marion County,47115.0,No,223.4,202.5,246.2,88.0,stable,-0.5,-1.2,0.2,1,county,1,deathrates_030.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=47&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,47,death
Campbell County,47013.0,No,222.0,204.8,240.5,128.0,stable,-0.4,-0.8,0.0,1,county,1,deathrates_030.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=47&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,47,death
Meigs County,47121.0,No,221.1,188.3,258.5,36.0,stable,0.6,-0.6,1.9,1,county,1,deathrates_030.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=47&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,47,death
Grainger County,47057.0,No,220.4,196.9,246.1,69.0,stable,0.1,-0.7,0.8,1,county,1,deathrates_030.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=47&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,47,death
Sequatchie County,47153.0,No,220.0,190.3,253.2,42.0,rising,1.1,0.1,2.1,1,county,1,deathrates_030.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=47&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,47,death
Cocke County,47029.0,No,219.9,201.5,239.7,111.0,falling,-0.5,-1.0,-0.1,1,county,1,deathrates_030.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=47&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,47,death
Fentress County,47049.0,No,219.9,193.7,248.9,55.0,stable,-0.4,-1.1,0.3,1,county,1,deathrates_030.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=47&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,47,death
Union County,47173.0,No,218.1,191.5,247.6,51.0,stable,-0.7,-1.4,0.0,1,county,1,deathrates_030.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=47&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,47,death
Macon County,47111.0,No,218.0,193.5,244.9,60.0,stable,-0.2,-0.6,0.3,1,county,1,deathrates_030.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=47&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,47,death
White County,47185.0,No,216.9,195.9,239.7,81.0,stable,-0.5,-1.1,0.1,1,county,1,deathrates_030.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=47&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,47,death
Lauderdale County,47097.0,No,213.9,190.8,239.2,65.0,stable,-0.5,-1.0,0.0,1,county,1,deathrates_030.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=47&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,47,death
Houston County,47083.0,No,213.6,176.5,257.0,25.0,stable,0.2,-0.7,1.2,1,county,1,deathrates_030.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=47&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,47,death
Henderson County,47077.0,No,212.0,190.6,235.2,75.0,stable,-0.3,-0.9,0.3,1,county,1,deathrates_030.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=47&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,47,death
Polk County,47139.0,No,211.6,185.9,240.3,51.0,stable,-0.7,-1.7,0.2,1,county,1,deathrates_030.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=47&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,47,death
McNairy County,47109.0,No,211.1,190.3,233.8,78.0,stable,-0.2,-0.8,0.4,1,county,1,deathrates_030.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=47&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,47,death
Obion County,47131.0,No,208.1,189.0,228.8,91.0,stable,0.0,-0.5,0.5,1,county,1,deathrates_030.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=47&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,47,death
Wayne County,47181.0,No,207.6,181.7,236.6,47.0,stable,0.0,-0.8,0.8,1,county,1,deathrates_030.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=47&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,47,death
Stewart County,47161.0,No,206.7,177.7,239.5,38.0,stable,0.0,-1.2,1.1,1,county,1,deathrates_030.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=47&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,47,death
Tipton County,47167.0,No,206.4,190.6,223.1,134.0,stable,-0.3,-0.9,0.2,1,county,1,deathrates_030.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=47&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,47,death
Dickson County,47043.0,No,206.2,189.9,223.6,122.0,falling,-0.5,-0.9,-0.1,1,county,1,deathrates_030.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=47&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,47,death
Rhea County,47143.0,No,205.5,186.3,226.3,87.0,stable,-0.5,-1.1,0.0,1,county,1,deathrates_030.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=47&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,47,death
Decatur County,47039.0,No,204.0,175.4,236.6,38.0,stable,-0.3,-1.3,0.6,1,county,1,deathrates_030.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=47&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,47,death
Hawkins County,47073.0,No,203.4,189.1,218.7,158.0,stable,0.2,-0.2,0.6,1,county,1,deathrates_030.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=47&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,47,death
Putnam County,47141.0,No,203.4,190.1,217.4,181.0,stable,-0.3,-0.8,0.2,1,county,1,deathrates_030.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=47&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,47,death
Dyer County,47045.0,No,201.7,183.6,221.1,95.0,stable,8.6,-2.5,20.9,1,county,1,deathrates_030.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=47&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,47,death
Lake County,47095.0,No,201.1,161.3,248.4,18.0,stable,-0.7,-1.8,0.5,1,county,1,deathrates_030.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=47&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,47,death
Humphreys County,47085.0,No,200.2,176.2,226.9,53.0,stable,-0.4,-1.1,0.3,1,county,1,deathrates_030.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=47&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,47,death
Clay County,47027.0,No,198.3,164.2,238.7,25.0,falling,-1.1,-2.1,-0.1,1,county,1,deathrates_030.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=47&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,47,death
Giles County,47055.0,No,196.8,177.4,217.9,80.0,falling,-0.8,-1.5,-0.1,1,county,1,deathrates_030.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=47&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,47,death
Gibson County,47053.0,No,195.4,180.2,211.5,127.0,stable,-0.5,-1.0,0.1,1,county,1,deathrates_030.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=47&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,47,death
Henry County,47079.0,No,194.7,177.4,213.5,98.0,stable,-0.5,-1.1,0.0,1,county,1,deathrates_030.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=47&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,47,death
Monroe County,47123.0,No,194.5,178.8,211.3,122.0,stable,-0.5,-1.0,0.1,1,county,1,deathrates_030.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=47&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,47,death
Hardeman County,47069.0,No,194.1,172.9,217.4,63.0,stable,-0.5,-1.2,0.2,1,county,1,deathrates_030.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=47&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,47,death
