------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=28&areatype=county&cancer=001&race=00&sex=0&age=006&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '28', 'areatype': 'county', 'cancer': '001', 'race': '00', 'sex': '0', 'age': '006', 'type': 'death', 'file_name': 'deathrates_034.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=28&areatype=county&cancer=001&race=00&sex=0&age=006&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Mississippi by County

"All Cancer Sites, 2012-2016"

"All Races (includes Hispanic), Both Sexes, Ages <65"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 161.4?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Mississippi",28000,Yes,72.3 ,70.9, 73.6,2289,falling,-1.0 ,-1.1, -0.8
"United States",00000,Yes,51.3 ,51.2, 51.4,177172,falling,-1.4 ,-1.6, -1.3
"Coahoma County",28027,Yes,126.2 ,106.1, 148.9,31,stable,1.1 ,0.0, 2.2
"Tallahatchie County",28135,Yes,112.6 ,89.6, 140.1,17,stable,-0.2 ,-1.7, 1.4
"Sunflower County",28133,Yes,104.8 ,88.3, 123.6,30,stable,-0.1 ,-1.1, 1.0
"Calhoun County",28013,Yes,104.6 ,82.3, 131.4,16,stable,1.1 ,-0.4, 2.6
"Tunica County",28143,Yes,103.9 ,77.1, 137.1,10,stable,-0.1 ,-1.5, 1.2
"Holmes County",28051,Yes,102.8 ,82.4, 126.8,19,stable,0.5 ,-0.8, 1.7
"Humphreys County",28053,Yes,101.6 ,73.3, 137.7,9,stable,-0.2 ,-2.4, 2.1
"Bolivar County",28011,Yes,100.1 ,85.1, 117.1,34,stable,-0.3 ,-1.3, 0.8
"Grenada County",28043,Yes,100 ,82.1, 120.8,23,stable,-0.2 ,-1.3, 0.9
"Benton County",28009,Yes,97.6 ,70.7, 132.3,9,stable,0.9 ,-1.4, 3.3
"Jefferson County",28063,Yes,96.6 ,67.6, 134.6,8,stable,-0.9 ,-2.8, 0.9
"Quitman County",28119,Yes,95.9 ,68.7, 131.3,9,stable,-0.7 ,-2.5, 1.1
"Kemper County",28069,Yes,94 ,69.4, 125.3,10,stable,1.2 ,-0.9, 3.5
"Lawrence County",28077,Yes,92.8 ,70.7, 120.1,13,stable,0.3 ,-0.7, 1.4
"Adams County",28001,Yes,92.7 ,78.7, 108.8,35,stable,-0.1 ,-0.9, 0.6
"Washington County",28151,Yes,91.1 ,79.6, 104,49,stable,-0.6 ,-1.3, 0.0
"Yalobusha County",28161,Yes,88.7 ,66.6, 116.4,12,stable,-1.3 ,-2.7, 0.2
"Leake County",28079,Yes,88.2 ,71.5, 107.6,21,stable,-0.3 ,-1.5, 1.0
"Panola County",28107,Yes,85.9 ,72.7, 100.9,32,stable,-0.5 ,-1.5, 0.6
"Sharkey County",28125,Yes,85.6 ,51, 135.9,4,falling,-3.1 ,-5.3, -0.9
"Leflore County",28083,Yes,85.5 ,70.8, 102.4,25,stable,-0.4 ,-1.5, 0.7
"Marion County",28091,Yes,85.4 ,70.2, 103.1,24,stable,-0.3 ,-1.4, 0.8
"Copiah County",28029,Yes,82.1 ,68, 98.4,26,stable,-0.8 ,-1.9, 0.3
"Lee County",28081,Yes,81.4 ,73.1, 90.5,72,stable,0.2 ,-0.8, 1.3
"Scott County",28123,Yes,80.3 ,66.2, 96.8,24,stable,-1.0 ,-2.1, 0.2
"Neshoba County",28099,Yes,79 ,65.1, 95.1,24,stable,-1.1 ,-2.4, 0.2
"Tate County",28137,Yes,78.6 ,64.7, 94.8,24,stable,-0.7 ,-2.0, 0.5
"Pike County",28113,Yes,78.4 ,66.8, 91.5,35,stable,-0.8 ,-1.9, 0.4
"Newton County",28101,Yes,77.2 ,61.3, 96.1,17,stable,-1.2 ,-2.8, 0.4
"Tishomingo County",28141,Yes,77.1 ,61.2, 96.4,17,stable,-0.9 ,-2.4, 0.8
"Stone County",28131,Yes,76.7 ,59.7, 97.3,15,stable,-0.9 ,-2.4, 0.7
"Yazoo County",28163,Yes,76.6 ,62.6, 92.9,21,stable,-0.9 ,-2.0, 0.2
"Marshall County",28093,Yes,76.2 ,64.8, 89.3,34,falling,-1.0 ,-2.0, -0.1
"Forrest County",28035,Yes,76.1 ,67, 86.1,52,falling,-0.9 ,-1.5, -0.3
"Perry County",28111,Yes,76 ,56.4, 100.9,11,stable,-0.8 ,-2.5, 0.8
"Prentiss County",28117,Yes,75.6 ,61, 92.9,20,stable,0.2 ,-1.3, 1.6
"Covington County",28031,Yes,75.6 ,58.5, 96.2,14,stable,-1.0 ,-2.1, 0.0
"Clarke County",28023,Yes,74.9 ,56.9, 97.1,13,stable,0.7 ,-0.9, 2.2
"Attala County",28007,Yes,74.8 ,58.8, 94.3,16,stable,-0.1 ,-1.6, 1.4
"Harrison County",28047,Yes,74.6 ,69.3, 80.1,157,falling,-0.9 ,-1.4, -0.5
"Warren County",28149,Yes,74.5 ,64.3, 86.1,41,falling,-0.9 ,-1.7, -0.1
"Amite County",28005,Yes,74.2 ,55.2, 98.6,12,stable,0.4 ,-1.3, 2.1
"Simpson County",28127,Yes,73.8 ,60.3, 89.6,23,stable,-1.0 ,-2.1, 0.2
"Madison County",28089,Yes,73.7 ,66.6, 81.5,82,falling,-6.1 ,-7.8, -4.4
"Jefferson Davis County",28065,Yes,73.6 ,53.8, 99.1,10,falling,-2.1 ,-3.9, -0.4
"Itawamba County",28057,Yes,73.1 ,58.4, 90.7,18,stable,-0.7 ,-1.6, 0.3
"Webster County",28155,Yes,72.8 ,51.8, 100.3,8,stable,-0.4 ,-2.3, 1.5
"Wayne County",28153,Yes,71.2 ,55.9, 89.6,16,stable,-0.1 ,-1.5, 1.2
"Lincoln County",28085,Yes,70.8 ,59.2, 84.2,28,stable,-0.6 ,-1.4, 0.2
"Pearl River County",28109,Yes,70.2 ,60.9, 80.7,44,stable,-0.9 ,-1.7, 0.0
"Pontotoc County",28115,Yes,70 ,57.4, 84.8,22,stable,-0.7 ,-2.0, 0.6
"Hinds County",28049,Yes,68.8 ,64.1, 73.7,169,stable,1.0 ,-0.3, 2.2
"Noxubee County",28103,Yes,68.5 ,48.7, 94.2,8,stable,-1.4 ,-3.1, 0.4
"Tippah County",28139,Yes,68.4 ,53.7, 86.1,16,stable,-1.0 ,-2.2, 0.3
"Lowndes County",28087,Yes,67.9 ,58.8, 78.1,42,falling,-1.5 ,-2.4, -0.6
"Claiborne County",28021,Yes,67.9 ,46.2, 97.2,7,stable,-1.1 ,-3.2, 0.9
