------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=28&areatype=county&cancer=001&race=02&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '28', 'areatype': 'county', 'cancer': '001', 'race': '02', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_026.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=28&areatype=county&cancer=001&race=02&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Mississippi by County

"All Cancer Sites, 2012-2016"

"Black (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 161.4?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Mississippi",28000,No,216.3 ,212, 220.7,2092,falling,-1.6 ,-1.9, -1.3
"United States",00000,No,185.6 ,184.9, 186.2,68886,falling,-2.1 ,-2.2, -2.0
"Madison County",28089,No,296.5 ,266.9, 328.1,85,falling,-7.6 ,-9.8, -5.3
"Adams County",28001,No,281.5 ,247.6, 318.9,53,stable,4.2 ,-0.6, 9.3
"Grenada County",28043,No,279.7 ,232, 334.2,26,stable,1.0 ,-0.2, 2.2
"Smith County",28129,No,272.8 ,192.5, 373.4,9,stable,-0.1 ,-2.1, 2.0
"Webster County",28155,No,271.7 ,165.7, 416.7,5,stable,1.7 ,-1.0, 4.4
"Bolivar County",28011,No,270.1 ,237.1, 306.3,55,stable,-0.4 ,-1.1, 0.4
"Tallahatchie County",28135,No,267.4 ,216.8, 326,21,stable,-0.2 ,-1.2, 0.9
"Sunflower County",28133,No,264.6 ,227.8, 305.3,42,stable,-0.3 ,-1.1, 0.5
"Coahoma County",28027,No,264.6 ,229.2, 303.7,43,stable,0.4 ,-0.6, 1.4
"Tunica County",28143,No,259 ,200.6, 328.2,15,stable,-0.9 ,-2.1, 0.3
"Yazoo County",28163,No,258.8 ,219.7, 302.6,33,stable,-0.1 ,-1.1, 0.9
"Lincoln County",28085,No,257.7 ,212, 310,25,stable,-0.6 ,-1.5, 0.2
"Leflore County",28083,No,257 ,224.6, 292.5,49,stable,-0.3 ,-1.2, 0.5
