------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=05&areatype=county&cancer=055&stage=211&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '05', 'areatype': 'county', 'cancer': '055', 'stage': '211', 'race': '00', 'sex': '2', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_042.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=05&areatype=county&cancer=055&stage=211&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Arkansas by County

"Breast (Late Stage^), 2012-2016"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 42.1?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Percent of Cases with Late Stage
"Arkansas(6)",05000,Yes,41.4 ,40, 42.8,739,34.3
"US (SEER+NPCR)(1)",00000,No,42.3 ,42.1, 42.4,78906,33.0
"Woodruff County(6)",05147,No,80.1 ,44.2, 134.2,3,45.9
"Lee County(6)",05077,No,72 ,41.7, 116.6,4,40.0
"Conway County(6)",05029,No,56.4 ,38.9, 79.4,8,44.7
"Jefferson County(6)",05069,No,55.7 ,45.9, 66.9,25,45.1
"Drew County(6)",05043,No,54.6 ,36.8, 78.3,6,47.8
"Lincoln County(6)",05079,No,54.4 ,31.9, 87.5,4,43.2
"Little River County(6)",05081,No,52 ,31.4, 81.7,4,38.9
"Perry County(6)",05105,No,51.9 ,28.5, 87.3,3,32.7
"Ashley County(6)",05003,No,51.4 ,36.1, 71.6,8,41.3
"Marion County(6)",05089,No,50.3 ,31, 77.8,6,31.9
"Phillips County(6)",05107,No,47.7 ,32, 68.8,6,39.0
"Cross County(6)",05037,No,47.7 ,30.6, 71.3,5,44.1
"Sharp County(6)",05135,No,47.5 ,29.6, 72.7,6,34.1
"Clay County(6)",05021,No,47.3 ,30.7, 70.8,5,35.5
"Lonoke County(6)",05085,No,47.3 ,37.9, 58.2,18,40.6
"Desha County(6)",05041,No,47.1 ,27.2, 76.3,4,40.4
"Mississippi County(6)",05093,No,46.8 ,35.2, 61.1,11,36.8
"Cleburne County(6)",05023,No,46.7 ,32.9, 64.8,9,34.6
"Miller County(6)",05091,No,46.6 ,34.9, 61,11,37.7
"Faulkner County(6)",05045,No,46.1 ,38.5, 54.7,27,37.7
"Sebastian County(6)",05131,No,45.8 ,39, 53.5,34,37.0
"Jackson County(6)",05067,No,44.4 ,28.5, 66.6,5,38.2
"White County(6)",05145,No,43.9 ,35.5, 53.7,20,36.1
"Johnson County(6)",05071,No,43.6 ,30.3, 61.1,7,50.7
"Ouachita County(6)",05103,No,43.4 ,30.5, 60.4,8,42.1
"Union County(6)",05139,No,43.2 ,32.2, 57,11,34.8
"Poinsett County(6)",05111,No,43 ,28.9, 61.8,6,36.4
"Pope County(6)",05115,No,43 ,33.7, 54.1,15,40.4
"Craighead County(6)",05031,No,42.5 ,34.9, 51.4,22,32.7
"Pulaski County(6)",05119,No,42.3 ,38.5, 46.4,96,34.0
"Benton County(6)",05007,Yes,41.8 ,37, 47.1,56,33.7
"Hempstead County(6)",05057,Yes,41 ,26.7, 60.5,6,41.8
"Chicot County(6)",05017,Yes,40.3 ,21.9, 69.2,3,41.0
"St. Francis County(6)",05123,Yes,40.2 ,27, 58,6,45.7
"Crittenden County(6)",05035,Yes,39.9 ,29.8, 52.2,11,40.4
"Clark County(6)",05019,Yes,39.3 ,24.1, 60.5,5,31.1
"Howard County(6)",05061,Yes,38.7 ,22.1, 63.4,3,36.2
"Van Buren County(6)",05141,Yes,38.1 ,23.9, 58.9,5,31.6
"Logan County(6)",05083,Yes,38.1 ,25.4, 55.6,6,40.0
"Hot Spring County(6)",05059,Yes,37.9 ,27, 52.2,9,38.7
"Stone County(6)",05137,Yes,37.8 ,21, 64.3,4,39.6
"Garland County(6)",05051,Yes,37.2 ,30.8, 44.6,28,30.2
"Lawrence County(6)",05075,Yes,37.1 ,21.7, 59.6,4,29.0
"Greene County(6)",05055,Yes,36.9 ,27.1, 49.3,10,36.6
"Crawford County(6)",05033,Yes,36.8 ,28.3, 47.1,14,31.9
"Franklin County(6)",05047,Yes,36.2 ,21.8, 57.1,4,35.0
"Yell County(6)",05149,Yes,35.6 ,22.5, 54,5,36.4
"Baxter County(6)",05005,Yes,35.5 ,26.7, 46.9,14,25.9
"Saline County(6)",05125,Yes,34.6 ,28.6, 41.4,25,29.3
"Washington County(6)",05143,Yes,34.5 ,29.6, 40,36,25.9
"Arkansas County(6)",05001,Yes,33.7 ,19.5, 54.2,4,32.8
"Carroll County(6)",05015,Yes,33.6 ,23.6, 47.2,8,29.1
"Madison County(6)",05087,Yes,33.6 ,18.6, 56.1,3,28.1
