------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=42&areatype=county&cancer=090&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '42', 'areatype': 'county', 'cancer': '090', 'race': '00', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_010.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=42&areatype=county&cancer=090&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Pennsylvania by County

"Leukemia, 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Pennsylvania",42000,***,6.8 ,6.6, 7,1133,falling,-2.5 ,-4.3, -0.8
"United States",00000,***,6.5 ,6.5, 6.6,23311,falling,-2.3 ,-3.1, -1.5
"Juniata County",42067,***,10.9 ,6.4, 17.6,4,stable,0.0 ,-2.5, 2.5
"Clarion County",42031,***,10.7 ,6.9, 16,5,stable,-0.3 ,-2.8, 2.4
"Adams County",42001,***,9.3 ,7.1, 12,13,stable,-0.7 ,-2.3, 0.9
"Clearfield County",42033,***,8.5 ,6.2, 11.5,10,stable,0.6 ,-1.6, 2.8
"Lackawanna County",42069,***,8.5 ,7, 10.2,26,stable,-0.2 ,-1.2, 0.9
"Butler County",42019,***,8.4 ,6.8, 10.3,20,stable,0.2 ,-0.9, 1.2
"Perry County",42099,***,8 ,4.9, 12.5,4,stable,-0.1 ,-2.6, 2.5
"Susquehanna County",42115,***,8 ,5.2, 12.1,5,*,*,*,*
"Clinton County",42035,***,7.8 ,4.8, 12.2,4,*,*,*,*
"Northampton County",42095,***,7.8 ,6.6, 9.2,31,stable,-0.7 ,-2.0, 0.6
"Monroe County",42089,***,7.8 ,6.1, 9.8,15,stable,0.7 ,-0.9, 2.3
"Dauphin County",42043,***,7.7 ,6.4, 9.3,26,stable,-0.6 ,-1.8, 0.6
"Lycoming County",42081,***,7.7 ,5.9, 10,13,stable,-0.4 ,-2.0, 1.2
"Luzerne County",42079,***,7.6 ,6.5, 8.9,36,stable,-0.4 ,-1.1, 0.3
"Indiana County",42063,***,7.6 ,5.4, 10.5,8,stable,0.8 ,-0.6, 2.2
"Warren County",42123,***,7.5 ,4.8, 11.6,5,*,*,*,*
"Lancaster County",42071,***,7.5 ,6.6, 8.5,52,stable,-0.7 ,-1.3, 0.0
"Blair County",42013,***,7.5 ,5.8, 9.5,14,stable,-0.5 ,-1.7, 0.7
"Jefferson County",42065,***,7.4 ,4.7, 11.4,5,*,*,*,*
"Lawrence County",42073,***,7.4 ,5.4, 10.1,10,stable,-0.9 ,-2.5, 0.7
"Berks County",42011,***,7.4 ,6.4, 8.6,39,stable,-0.3 ,-1.0, 0.5
"Bucks County",42017,***,7.4 ,6.6, 8.3,61,falling,-0.7 ,-1.2, -0.1
"Washington County",42125,***,7.3 ,6, 8.9,22,stable,-1.1 ,-2.2, 0.0
"Elk County",42047,***,7.3 ,4.3, 12,4,*,*,*,*
"Fayette County",42051,***,7.2 ,5.5, 9.2,14,stable,-0.7 ,-1.7, 0.4
"Carbon County",42025,***,7.2 ,4.9, 10.3,7,stable,0.3 ,-2.0, 2.6
"York County",42133,***,7.1 ,6.1, 8.3,37,stable,-0.3 ,-1.2, 0.5
"Somerset County",42111,***,7 ,4.9, 9.9,8,stable,-1.4 ,-3.4, 0.6
"Snyder County",42109,***,7 ,4.1, 11.4,4,*,*,*,*
"Westmoreland County",42129,***,7 ,6, 8.1,40,stable,-0.5 ,-1.1, 0.1
"Pike County",42103,***,6.9 ,4.4, 10.6,5,*,*,*,*
"Schuylkill County",42107,***,6.9 ,5.4, 8.8,15,stable,-0.9 ,-1.9, 0.2
"Lebanon County",42075,***,6.9 ,5.3, 8.8,13,stable,-0.3 ,-1.7, 1.1
"Erie County",42049,***,6.8 ,5.6, 8.2,23,stable,-0.1 ,-1.2, 1.0
"Lehigh County",42077,***,6.7 ,5.7, 7.9,30,stable,-0.7 ,-1.8, 0.3
"Allegheny County",42003,***,6.7 ,6.1, 7.3,115,stable,-0.7 ,-1.3, 0.0
"Bradford County",42015,***,6.7 ,4.4, 9.8,6,*,*,*,*
"McKean County",42083,***,6.6 ,4, 10.5,4,*,*,*,*
"Cumberland County",42041,***,6.5 ,5.3, 8,20,stable,-0.5 ,-1.6, 0.6
"Union County",42119,***,6.5 ,3.9, 10.2,4,*,*,*,*
"Beaver County",42007,***,6.4 ,5.1, 8,17,stable,-0.9 ,-2.2, 0.5
"Northumberland County",42097,***,6.3 ,4.6, 8.7,9,stable,-1.1 ,-2.6, 0.4
"Cambria County",42021,***,6.3 ,4.8, 8.1,13,stable,-1.0 ,-2.2, 0.2
"Tioga County",42117,***,6.2 ,3.8, 9.9,4,*,*,*,*
"Huntingdon County",42061,***,6.2 ,3.7, 10,4,falling,-2.6 ,-4.1, -1.1
