------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=42&areatype=county&cancer=017&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '42', 'areatype': 'county', 'cancer': '017', 'race': '00', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_008.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=42&areatype=county&cancer=017&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Pennsylvania by County

"Esophagus, 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Pennsylvania",42000,***,4.7 ,4.6, 4.9,804,falling,-0.8 ,-1.3, -0.3
"United States",00000,***,4 ,4, 4,14989,falling,-1.0 ,-1.1, -0.8
"Crawford County",42039,***,7.4 ,5.4, 10.1,9,stable,0.9 ,-0.9, 2.7
"Greene County",42059,***,6.5 ,3.8, 10.8,3,*,*,*,*
"Jefferson County",42065,***,6.4 ,3.9, 10.1,4,*,*,*,*
"Clearfield County",42033,***,6.3 ,4.4, 8.9,8,stable,1.6 ,-0.1, 3.3
"Wayne County",42127,***,6.3 ,4.1, 9.4,6,*,*,*,*
"Columbia County",42037,***,6.3 ,4.1, 9.3,5,rising,2.3 ,0.3, 4.4
"Susquehanna County",42115,***,6.2 ,3.7, 10.1,4,*,*,*,*
"Luzerne County",42079,***,6.2 ,5.3, 7.4,30,rising,2.7 ,1.7, 3.7
"Lackawanna County",42069,***,6.2 ,5, 7.7,19,stable,1.2 ,0.0, 2.5
"Blair County",42013,***,6.2 ,4.7, 8.1,12,rising,1.7 ,0.4, 3.1
"Northumberland County",42097,***,6.1 ,4.4, 8.5,8,rising,2.3 ,0.3, 4.3
"Somerset County",42111,***,6.1 ,4.2, 8.7,7,*,*,*,*
"Warren County",42123,***,6.1 ,3.7, 9.7,4,*,*,*,*
"Schuylkill County",42107,***,6 ,4.7, 7.8,13,rising,2.6 ,1.3, 4.0
"York County",42133,***,6 ,5.1, 7,33,rising,1.7 ,0.3, 3.1
"Lawrence County",42073,***,5.6 ,4, 7.8,8,stable,1.3 ,-0.2, 2.7
"Mifflin County",42087,***,5.6 ,3.3, 9,4,*,*,*,*
"Armstrong County",42005,***,5.6 ,3.7, 8.2,6,stable,0.9 ,-1.6, 3.5
"Union County",42119,***,5.5 ,3.1, 9.2,3,*,*,*,*
"Venango County",42121,***,5.5 ,3.5, 8.5,5,stable,2.0 ,-0.2, 4.2
"Bradford County",42015,***,5.4 ,3.5, 8.3,5,*,*,*,*
"Mercer County",42085,***,5.4 ,3.9, 7.3,9,rising,3.7 ,1.0, 6.5
"Bedford County",42009,***,5.3 ,3.3, 8.5,4,*,*,*,*
"Lycoming County",42081,***,5.3 ,3.8, 7.2,9,stable,1.4 ,-0.2, 3.0
"Butler County",42019,***,5.2 ,4, 6.7,13,stable,0.8 ,-1.1, 2.6
"Erie County",42049,***,5.1 ,4.1, 6.4,18,stable,1.2 ,-0.3, 2.6
"Adams County",42001,***,5.1 ,3.6, 7.2,7,*,*,*,*
"Franklin County",42055,***,5 ,3.7, 6.7,10,stable,1.5 ,-1.1, 4.1
"Lebanon County",42075,***,4.8 ,3.5, 6.5,9,stable,0.1 ,-1.2, 1.4
"Monroe County",42089,***,4.8 ,3.5, 6.4,10,stable,0.4 ,-1.1, 1.9
"Westmoreland County",42129,***,4.6 ,3.9, 5.6,27,rising,2.2 ,0.8, 3.5
"Chester County",42029,***,4.6 ,3.9, 5.4,28,stable,0.2 ,-1.2, 1.6
"Philadelphia County",42101,***,4.6 ,4.1, 5.1,75,falling,-2.0 ,-2.4, -1.5
"Bucks County",42017,***,4.6 ,3.9, 5.3,39,stable,0.2 ,-0.6, 1.0
"Centre County",42027,***,4.5 ,3.1, 6.2,7,stable,-1.2 ,-3.6, 1.2
"Allegheny County",42003,***,4.4 ,4, 4.9,77,stable,-0.1 ,-0.8, 0.6
"Delaware County",42045,***,4.4 ,3.7, 5.2,31,stable,0.5 ,-0.4, 1.3
"Berks County",42011,***,4.4 ,3.6, 5.3,23,stable,0.9 ,-0.5, 2.4
"Washington County",42125,***,4.3 ,3.3, 5.5,13,stable,0.9 ,-0.6, 2.4
"Lehigh County",42077,***,4.2 ,3.4, 5.2,20,rising,1.6 ,0.3, 3.0
"Cumberland County",42041,***,4.2 ,3.3, 5.3,14,stable,-0.4 ,-2.0, 1.1
"Dauphin County",42043,***,4 ,3.1, 5.2,13,stable,16.8 ,-2.8, 40.5
"Cambria County",42021,***,4 ,2.9, 5.6,8,stable,0.1 ,-1.3, 1.5
"Montgomery County",42091,***,4 ,3.5, 4.6,44,stable,0.0 ,-1.0, 1.1
"Fayette County",42051,***,4 ,2.8, 5.6,8,stable,1.2 ,-0.5, 2.8
"Northampton County",42095,***,3.9 ,3.1, 5,16,stable,-0.3 ,-1.8, 1.2
"Beaver County",42007,***,3.9 ,2.9, 5.2,11,stable,-0.6 ,-2.0, 0.8
"Pike County",42103,***,3.8 ,2.2, 6.5,3,*,*,*,*
"Lancaster County",42071,***,3.7 ,3.1, 4.5,26,stable,-0.3 ,-1.4, 0.8
"Carbon County",42025,***,3.2 ,1.8, 5.4,3,falling,-45.6 ,-68.7, -5.6
"Indiana County",42063,***,2.7 ,1.5, 4.6,3,stable,-0.7 ,-3.1, 1.8
"Cameron County",42023,***,* ,*, *,3 or fewer,*,*,*,*
"Clarion County",42031,***,* ,*, *,3 or fewer,*,*,*,*
"Clinton County",42035,***,* ,*, *,3 or fewer,*,*,*,*
"Elk County",42047,***,* ,*, *,3 or fewer,*,*,*,*
"Forest County",42053,***,* ,*, *,3 or fewer,*,*,*,*
"Fulton County",42057,***,* ,*, *,3 or fewer,*,*,*,*
"Huntingdon County",42061,***,* ,*, *,3 or fewer,*,*,*,*
"Juniata County",42067,***,* ,*, *,3 or fewer,*,*,*,*
"McKean County",42083,***,* ,*, *,3 or fewer,*,*,*,*
"Montour County",42093,***,* ,*, *,3 or fewer,*,*,*,*
