------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=42&areatype=county&cancer=061&race=00&sex=2&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '42', 'areatype': 'county', 'cancer': '061', 'race': '00', 'sex': '2', 'age': '001', 'type': 'death', 'file_name': 'deathrates_016.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=42&areatype=county&cancer=061&race=00&sex=2&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Pennsylvania by County

"Ovary, 2012-2016"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Pennsylvania",42000,***,7.5 ,7.2, 7.7,699,falling,-2.8 ,-4.0, -1.7
"United States",00000,***,7 ,7, 7.1,14204,falling,-2.3 ,-2.4, -2.1
"Clarion County",42031,***,11.4 ,6.4, 19.3,3,*,*,*,*
"Fayette County",42051,***,11.1 ,8.3, 14.7,12,stable,-0.1 ,-1.2, 0.9
"Jefferson County",42065,***,10 ,5.7, 16.8,4,stable,1.0 ,-1.2, 3.4
"Cambria County",42021,***,9.9 ,7.4, 13.2,12,stable,-1.0 ,-2.5, 0.5
"Susquehanna County",42115,***,9.8 ,5.4, 17,3,*,*,*,*
"Centre County",42027,***,9.6 ,6.8, 13.3,8,*,*,*,*
"Erie County",42049,***,9.6 ,7.7, 11.9,18,stable,0.3 ,-1.2, 1.8
"Venango County",42121,***,9.4 ,5.4, 15.6,4,*,*,*,*
"Lackawanna County",42069,***,9.1 ,7.1, 11.6,16,stable,-0.9 ,-2.2, 0.4
"Wayne County",42127,***,8.9 ,5.2, 14.9,4,*,*,*,*
"Mercer County",42085,***,8.8 ,6.2, 12.4,8,stable,-0.3 ,-2.1, 1.6
"Montgomery County",42091,***,8.6 ,7.5, 9.8,50,falling,-1.1 ,-1.8, -0.4
"Beaver County",42007,***,8.5 ,6.4, 11.3,12,stable,-1.2 ,-2.9, 0.5
"Armstrong County",42005,***,8.5 ,5.4, 13.2,5,stable,-1.1 ,-3.4, 1.2
"Crawford County",42039,***,8.4 ,5.4, 12.5,5,*,*,*,*
"Chester County",42029,***,8.4 ,7, 9.9,28,stable,-0.4 ,-1.3, 0.5
"Clearfield County",42033,***,8.3 ,5.4, 12.5,5,stable,-0.2 ,-3.1, 2.7
"Washington County",42125,***,8.3 ,6.4, 10.6,15,stable,-1.0 ,-2.3, 0.4
"Adams County",42001,***,8.2 ,5.4, 12.2,6,stable,0.5 ,-1.2, 2.3
"Westmoreland County",42129,***,8.1 ,6.7, 9.8,26,stable,-0.5 ,-1.4, 0.4
"Delaware County",42045,***,7.8 ,6.6, 9.2,31,falling,-1.3 ,-2.0, -0.6
"Monroe County",42089,***,7.8 ,5.6, 10.7,9,falling,-1.9 ,-3.4, -0.4
"Luzerne County",42079,***,7.7 ,6.2, 9.6,19,stable,-0.8 ,-1.8, 0.3
"Bucks County",42017,***,7.7 ,6.5, 9,35,falling,-1.3 ,-2.1, -0.6
"Allegheny County",42003,***,7.5 ,6.8, 8.4,75,falling,-3.9 ,-5.9, -1.8
"Pike County",42103,***,7.4 ,4.2, 12.7,3,*,*,*,*
"Cumberland County",42041,***,7.4 ,5.7, 9.5,13,stable,-1.0 ,-2.4, 0.4
"Lancaster County",42071,***,7.3 ,6.1, 8.7,28,falling,-2.1 ,-3.0, -1.1
"Blair County",42013,***,7.2 ,5, 10.2,7,stable,-1.2 ,-3.1, 0.7
"Lycoming County",42081,***,6.9 ,4.7, 10.1,6,falling,-2.4 ,-4.2, -0.6
"Philadelphia County",42101,***,6.8 ,6.1, 7.6,65,falling,-3.1 ,-4.1, -2.1
"Northampton County",42095,***,6.8 ,5.3, 8.6,15,falling,-1.5 ,-2.5, -0.4
"Lehigh County",42077,***,6.7 ,5.3, 8.4,17,stable,-1.2 ,-2.4, 0.1
"Somerset County",42111,***,6.5 ,4.1, 10.2,5,stable,-0.2 ,-2.5, 2.1
"Dauphin County",42043,***,6.4 ,4.8, 8.4,12,falling,-1.8 ,-3.1, -0.5
"Lebanon County",42075,***,6.4 ,4.4, 9.1,7,falling,-2.7 ,-4.2, -1.1
"Indiana County",42063,***,6.4 ,3.8, 10.2,4,stable,-0.3 ,-2.4, 1.8
"Franklin County",42055,***,6.3 ,4.2, 9.1,7,stable,-2.2 ,-4.3, 0.0
"Berks County",42011,***,6.3 ,5, 7.8,18,stable,-1.2 ,-2.5, 0.0
"Northumberland County",42097,***,6.2 ,3.8, 9.7,5,stable,-1.7 ,-4.0, 0.5
"Schuylkill County",42107,***,6 ,4.1, 8.6,7,stable,-1.4 ,-3.1, 0.3
"York County",42133,***,5.9 ,4.8, 7.4,18,falling,-2.4 ,-3.5, -1.2
"Lawrence County",42073,***,5.8 ,3.4, 9.5,4,stable,-1.0 ,-3.6, 1.6
"Butler County",42019,***,4.7 ,3.2, 6.8,7,falling,-2.4 ,-4.3, -0.4
"Bedford County",42009,***,* ,*, *,3 or fewer,*,*,*,*
"Bradford County",42015,***,* ,*, *,3 or fewer,*,*,*,*
"Cameron County",42023,***,* ,*, *,3 or fewer,*,*,*,*
"Carbon County",42025,***,* ,*, *,3 or fewer,*,*,*,*
"Clinton County",42035,***,* ,*, *,3 or fewer,*,*,*,*
"Columbia County",42037,***,* ,*, *,3 or fewer,*,*,*,*
"Elk County",42047,***,* ,*, *,3 or fewer,*,*,*,*
"Forest County",42053,***,* ,*, *,3 or fewer,*,*,*,*
"Fulton County",42057,***,* ,*, *,3 or fewer,*,*,*,*
"Greene County",42059,***,* ,*, *,3 or fewer,*,*,*,*
"Huntingdon County",42061,***,* ,*, *,3 or fewer,*,*,*,*
"Juniata County",42067,***,* ,*, *,3 or fewer,*,*,*,*
"McKean County",42083,***,* ,*, *,3 or fewer,*,*,*,*
"Mifflin County",42087,***,* ,*, *,3 or fewer,*,*,*,*
"Montour County",42093,***,* ,*, *,3 or fewer,*,*,*,*
"Perry County",42099,***,* ,*, *,3 or fewer,*,*,*,*
"Potter County",42105,***,* ,*, *,3 or fewer,*,*,*,*
"Snyder County",42109,***,* ,*, *,3 or fewer,*,*,*,*
"Sullivan County",42113,***,* ,*, *,3 or fewer,*,*,*,*
"Tioga County",42117,***,* ,*, *,3 or fewer,*,*,*,*
"Union County",42119,***,* ,*, *,3 or fewer,*,*,*,*
"Warren County",42123,***,* ,*, *,3 or fewer,*,*,*,*
"Wyoming County",42131,***,* ,*, *,3 or fewer,*,*,*,*

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:01 pm.

*** No Healthy People 2020 Objective for this cancer.
State Cancer Registries may provide more current or more local data.


Trend
   Rising when 95% confidence interval of average annual percent change is above 0.
   Stable when 95% confidence interval of average annual percent change includes 0.
   Falling when 95% confidence interval of average annual percent change is below 0.

