------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=42&areatype=county&cancer=076&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '42', 'areatype': 'county', 'cancer': '076', 'race': '00', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_002.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=42&areatype=county&cancer=076&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Pennsylvania by County

"Brain & ONS, 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Pennsylvania",42000,***,4.4 ,4.3, 4.6,703,rising,1.3 ,0.4, 2.2
"United States",00000,***,4.4 ,4.4, 4.4,15944,rising,0.6 ,0.3, 0.9
"Lebanon County",42075,***,7.5 ,5.7, 9.7,12,stable,1.2 ,-0.7, 3.1
"Mifflin County",42087,***,6.3 ,3.8, 9.9,4,*,*,*,*
"Warren County",42123,***,6.1 ,3.5, 10.2,4,*,*,*,*
"Carbon County",42025,***,5.9 ,3.7, 8.9,5,stable,1.2 ,-1.1, 3.5
"Tioga County",42117,***,5.7 ,3.2, 9.6,3,*,*,*,*
"Venango County",42121,***,5.7 ,3.6, 8.9,5,*,*,*,*
"Northumberland County",42097,***,5.6 ,3.9, 7.9,7,stable,-0.2 ,-2.2, 1.9
"Bradford County",42015,***,5.4 ,3.3, 8.5,4,*,*,*,*
"Butler County",42019,***,5.2 ,3.9, 6.8,12,rising,1.8 ,0.1, 3.5
"Beaver County",42007,***,5.2 ,3.9, 6.8,12,stable,-0.3 ,-2.1, 1.6
"Crawford County",42039,***,5.2 ,3.4, 7.6,6,*,*,*,*
"Adams County",42001,***,5.1 ,3.4, 7.4,6,*,*,*,*
"Lancaster County",42071,***,5 ,4.3, 5.9,32,stable,-0.3 ,-1.4, 0.9
