------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=06&areatype=county&topic=pop&demo=00023&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '06', 'areatype': 'county', 'topic': 'pop', 'demo': '00023', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_019.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=06&areatype=county&topic=pop&demo=00023&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for California by County
Population: American Indian/Alaska Native
"All Ages, Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (AI/AN),Rank within US
"California",06000,0.7,292018,"20 of 52"
"United States",00000,0.8,2632102,"N/A"
"Marin County",06041,0.3,689,"1876 of 3141"
"San Mateo County",06081,0.3,2611,"1554 of 3141"
"San Francisco County",06075,0.4,3306,"1429 of 3141"
"Orange County",06059,0.5,14468,"1242 of 3141"
"Contra Costa County",06013,0.5,5410,"1197 of 3141"
"Solano County",06095,0.5,2106,"1189 of 3141"
"Santa Clara County",06085,0.5,9273,"1187 of 3141"
"Placer County",06061,0.5,2029,"1097 of 3141"
"Santa Cruz County",06087,0.6,1507,"1088 of 3141"
"San Joaquin County",06077,0.6,4304,"1027 of 3141"
"Alameda County",06001,0.6,10152,"990 of 3141"
"Yolo County",06113,0.6,1333,"981 of 3141"
"San Diego County",06073,0.6,21064,"956 of 3141"
"Monterey County",06053,0.7,2890,"932 of 3141"
"Los Angeles County",06037,0.7,68211,"925 of 3141"
"Merced County",06047,0.7,1826,"913 of 3141"
"Sacramento County",06067,0.7,10384,"898 of 3141"
"Stanislaus County",06099,0.7,3789,"883 of 3141"
"San Benito County",06069,0.7,426,"868 of 3141"
"El Dorado County",06017,0.7,1347,"864 of 3141"
"San Luis Obispo County",06079,0.7,2041,"862 of 3141"
"Amador County",06005,0.8,295,"812 of 3141"
"San Bernardino County",06071,0.8,17046,"798 of 3141"
"Ventura County",06111,0.8,6929,"788 of 3141"
"Riverside County",06065,0.8,19865,"767 of 3141"
"Santa Barbara County",06083,0.9,3869,"746 of 3141"
"Napa County",06055,0.9,1236,"744 of 3141"
"Nevada County",06057,0.9,930,"702 of 3141"
"Sutter County",06101,0.9,904,"699 of 3141"
"Sierra County",06091,1.0,28,"681 of 3141"
"Fresno County",06019,1.0,9784,"662 of 3141"
"Imperial County",06025,1.1,1979,"602 of 3141"
"Calaveras County",06009,1.1,497,"600 of 3141"
"Kern County",06029,1.1,9739,"597 of 3141"
"Sonoma County",06097,1.1,5750,"579 of 3141"
"Colusa County",06011,1.2,247,"575 of 3141"
"Butte County",06007,1.2,2633,"572 of 3141"
"Tulare County",06107,1.3,5787,"533 of 3141"
"Yuba County",06115,1.4,1033,"498 of 3141"
"Kings County",06031,1.5,2259,"463 of 3141"
"Madera County",06039,1.7,2556,"436 of 3141"
"Tuolumne County",06109,1.7,931,"427 of 3141"
"Glenn County",06021,1.9,541,"392 of 3141"
"Plumas County",06063,2.1,398,"370 of 3141"
"Tehama County",06103,2.4,1505,"336 of 3141"
"Shasta County",06089,2.5,4404,"326 of 3141"
"Mariposa County",06043,2.6,467,"311 of 3141"
"Mono County",06051,2.7,374,"308 of 3141"
"Lassen County",06035,3.1,968,"287 of 3141"
"Lake County",06033,3.4,2201,"265 of 3141"
"Siskiyou County",06093,3.5,1511,"262 of 3141"
"Modoc County",06049,4.1,368,"231 of 3141"
"Mendocino County",06045,4.2,3703,"227 of 3141"
"Trinity County",06105,4.3,559,"225 of 3141"
"Humboldt County",06023,5.2,7042,"198 of 3141"
"Del Norte County",06015,7.9,2158,"144 of 3141"
"Inyo County",06027,11.5,2093,"106 of 3141"
"Alpine County",06003,21.9,263,"53 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 4:58 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: American Indian/Alaska Native, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
