------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=06&areatype=county&topic=inc&demo=00010&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '06', 'areatype': 'county', 'topic': 'inc', 'demo': '00010', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_004.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=06&areatype=county&topic=inc&demo=00010&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for California by County
Income: Median family income
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Dollars),Rank within US
"United States",00000,70850.000000000,"N/A"
"California",06000,76975.000000000,"16 of 52"
"Tulare County",06107,47280.000000000,"2684 of 3141"
"Trinity County",06105,48596.000000000,"2613 of 3141"
"Merced County",06047,49971.000000000,"2512 of 3141"
"Modoc County",06049,51000.000000000,"2408 of 3141"
"Siskiyou County",06093,51227.000000000,"2394 of 3141"
"Imperial County",06025,51447.000000000,"2370 of 3141"
"Lake County",06033,52182.000000000,"2290 of 3141"
"Kings County",06031,52533.000000000,"2255 of 3141"
"Tehama County",06103,52583.000000000,"2246 of 3141"
"Glenn County",06021,53364.000000000,"2187 of 3141"
"Madera County",06039,53712.000000000,"2157 of 3141"
"Fresno County",06019,53907.000000000,"2146 of 3141"
"Del Norte County",06015,54061.000000000,"2132 of 3141"
"Kern County",06029,55176.000000000,"2039 of 3141"
"Humboldt County",06023,56696.000000000,"1898 of 3141"
"Yuba County",06115,57391.000000000,"1824 of 3141"
"Mendocino County",06045,59127.000000000,"1651 of 3141"
"Shasta County",06089,59787.000000000,"1576 of 3141"
"Stanislaus County",06099,60757.000000000,"1461 of 3141"
"Butte County",06007,61054.000000000,"1430 of 3141"
"Sutter County",06101,61590.000000000,"1378 of 3141"
"Colusa County",06011,62493.000000000,"1294 of 3141"
"Mariposa County",06043,62966.000000000,"1248 of 3141"
"San Bernardino County",06071,63170.000000000,"1223 of 3141"
"San Joaquin County",06077,65375.000000000,"1036 of 3141"
"Lassen County",06035,66290.000000000,"970 of 3141"
"Tuolumne County",06109,67423.000000000,"894 of 3141"
"Plumas County",06063,67950.000000000,"850 of 3141"
"Los Angeles County",06037,68272.000000000,"828 of 3141"
"Riverside County",06065,68846.000000000,"792 of 3141"
"Monterey County",06053,69222.000000000,"772 of 3141"
"Inyo County",06027,70767.000000000,"683 of 3141"
"Sacramento County",06067,70821.000000000,"680 of 3141"
"Alpine County",06003,72857.000000000,"562 of 3141"
"Amador County",06005,74151.000000000,"486 of 3141"
"Calaveras County",06009,75710.000000000,"437 of 3141"
"Nevada County",06057,75931.000000000,"431 of 3141"
"Mono County",06051,76196.000000000,"414 of 3141"
"Santa Barbara County",06083,78481.000000000,"346 of 3141"
"Yolo County",06113,81149.000000000,"288 of 3141"
"San Diego County",06073,81823.000000000,"274 of 3141"
"San Luis Obispo County",06079,83084.000000000,"253 of 3141"
"Solano County",06095,83654.000000000,"243 of 3141"
"San Benito County",06069,84489.000000000,"229 of 3141"
"Sierra County",06091,86205.000000000,"210 of 3141"
"Sonoma County",06097,86604.000000000,"201 of 3141"
"Santa Cruz County",06087,90531.000000000,"156 of 3141"
"Ventura County",06111,91732.000000000,"140 of 3141"
"Orange County",06059,92236.000000000,"134 of 3141"
"Napa County",06055,93082.000000000,"126 of 3141"
"El Dorado County",06017,93154.000000000,"124 of 3141"
"Placer County",06061,98552.000000000,"92 of 3141"
"Contra Costa County",06013,103598.000000000,"69 of 3141"
"Alameda County",06001,103600.000000000,"68 of 3141"
"San Francisco County",06075,114049.000000000,"25 of 3141"
"Santa Clara County",06085,122700.000000000,"15 of 3141"
"San Mateo County",06081,124485.000000000,"12 of 3141"
"Marin County",06041,136857.000000000,"5 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 4:57 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Income: Median family income, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#income."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
"Median Incomes over 250,000 have been coded to 250,001 by the Census Bureau. [ http://www2.census.gov/acs2012_5yr/summaryfile/ACS_2008-2012_SF_Tech_Doc.pdf ]"
Data for United States does not include Puerto Rico.
